Group	ROI	12C	13C	14N_12C	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1136.1969696969697	18.560606060606062	272.2878787878788	3321.878787878788	0.01607316241110557	66.0	12.637339242757601	6.730012295325391
red	2	2011.7096774193549	169.66935483870967	645.3145161290323	4039.3387096774195	0.07778077643988154	124.0	23.20744762284366	7.062248436633399
red	3	1571.6700507614214	96.42639593908629	792.7664974619289	3942.807106598985	0.0578062474324057	197.0	39.12057970157511	6.739931096665815
red	4	1185.546218487395	67.28571428571429	1112.1596638655462	3683.63025210084	0.053706895973491986	119.0	23.20188636718586	6.756761521096977
red	5	2021.9894366197184	115.16549295774648	1572.0528169014085	3582.968309859155	0.05388729257008792	284.0	51.82195968821025	8.954682515062222
red	6	1716.2838827838827	33.95238095238095	1701.3223443223444	3695.111721611722	0.019398741561840422	546.0	94.44846651461582	9.948976566977043
red	7	851.841726618705	42.007194244604314	3528.5035971223024	2301.7841726618703	0.04699585496398245	139.0	38.23764358786399	5.966757291811197
red	8	1270.8026905829597	24.721973094170405	1361.6816143497758	3186.4170403587445	0.019082595482205037	223.0	45.183273127204224	7.013265984780481
red	9	2250.803680981595	49.56441717791411	2353.7423312883434	4329.754601226994	0.02154629827181566	163.0	33.346029795532665	6.547905918232675
red	10	1542.4745762711864	79.32203389830508	1892.4322033898304	2861.364406779661	0.04890997638107978	118.0	21.31862432322754	7.529890461208206
red	11	1208.7759036144578	22.862650602409637	1069.6506024096386	3129.8240963855424	0.018562792244634436	415.0	82.31607066702445	7.474354751415216
red	12	1653.4423076923076	47.84615384615385	1974.173076923077	3605.980769230769	0.028123481072038162	104.0	17.948794036275732	7.662188710715692
red	13	1180.3649289099526	21.843601895734597	2173.2417061611372	2872.18009478673	0.018169561549439026	211.0	38.24420553357799	7.639563553391079
red	14	1777.457627118644	35.394067796610166	910.0847457627119	3539.0	0.01952397313905192	236.0	43.46179006444186	8.302047734175972
red	15	2548.689655172414	171.40125391849529	3148.090909090909	3762.025078369906	0.0630130608303014	319.0	44.41989280776396	9.901222959634572
red	16	1479.7619047619048	32.0	1465.3619047619047	3325.4666666666667	0.02116735439569093	105.0	19.122244786462172	7.09975434055537
red	17	1254.1246819338423	25.587786259541986	2145.64631043257	3310.6539440203564	0.019994949565245057	393.0	71.19137534374985	10.495576095598954
red	18	1863.1993464052287	47.87418300653595	1954.4444444444443	3490.158496732026	0.02505093721918266	612.0	131.94863280619825	7.933165916323835
red	19	1371.7080291970804	26.62043795620438	1917.5328467153286	3137.2627737226276	0.019037328196856516	137.0	26.993544081399396	6.817023767546282
red	20	2262.6844919786095	162.1657754010695	2253.090909090909	4303.68449197861	0.06687661402545392	187.0	32.415945775036384	7.853473610141884
red	21	715.6212121212121	10.954545454545455	1751.2727272727273	3270.757575757576	0.015076948742544938	66.0	17.97119619410669	4.99111431817895
red	22	1543.3365384615386	29.860576923076923	1352.4903846153845	3431.201923076923	0.018980823592329436	208.0	39.41153518920229	7.926328157093826
red	23	1232.5584415584415	63.467532467532465	1683.2987012987012	3538.3896103896104	0.04897088001282642	77.0	21.71131307591529	4.679315870667587
red	24	1998.7530120481927	38.40963855421687	2851.126506024096	3276.3072289156626	0.018854478086400586	166.0	31.552532878952704	6.835171365932395
red	25	2227.5904761904762	205.9904761904762	1229.152380952381	3131.904761904762	0.08464500677034822	105.0	24.24437425772642	5.769406712370328
red	26	2413.929104477612	55.951492537313435	2815.291044776119	3574.007462686567	0.022653521228894986	268.0	56.67665131456443	9.766544836302204
red	27	2674.5824175824177	83.36263736263736	1362.2417582417581	3564.8241758241757	0.030226359010730237	91.0	15.875706720666733	7.442804436665602
red	28	1599.2443181818182	88.2784090909091	1676.0056818181818	3341.8125	0.052312426768663045	176.0	44.7178955647214	5.312292985005403
red	29	1806.0	18.96551724137931	819.8505747126437	3004.057471264368	0.010392260600105813	87.0	22.553594942792632	5.10072029164541
red	30	2558.9333333333334	170.65	2413.15	3303.9333333333334	0.06251869943520073	60.0	12.184144874295685	6.409710715777427
