Group	ROI	12C	13C	14N_12C	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1935.275	38.15	10317.825	71.25	499.325	3648.475	0.019331872252555837	40.0	14.532426921950591	3.639858205777483
red	2	5663.857142857143	58.714285714285715	2402.2380952380954	87.0952380952381	561.5714285714286	4782.238095238095	0.010260122821908232	21.0	7.905738641057327	3.4249947527404827
red	3	6402.682926829269	67.40650406504065	1556.1300813008131	61.13008130081301	573.0731707317074	1367.0081300813008	0.010418171925596334	123.0	17.14436087719113	9.551660526793025
red	4	3410.757575757576	71.9090909090909	13145.515151515152	259.969696969697	1109.030303030303	7271.181818181818	0.020647709870527636	33.0	10.862677026847226	3.917942511327543
red	5	2566.235294117647	50.69117647058823	10364.764705882353	130.13235294117646	730.9558823529412	6325.294117647059	0.019370500868216532	68.0	22.464642031419782	4.167853196632491
red	6	2391.8333333333335	24.583333333333332	596.0	23.166666666666668	99.75	4569.916666666667	0.010173466220643515	12.0	3.8297084310253524	3.8297084310253524
red	7	8671.794195250659	85.12928759894459	1017.1002638522427	19.99736147757256	191.94986807387863	6883.065963060686	0.009721369355992424	379.0	49.93287525341372	11.808007638292791
red	8	3844.8	78.44242424242424	12881.842424242424	271.3212121212121	1830.8060606060606	7592.624242424243	0.019994284257764526	165.0	33.25208032100724	6.692441843833122
red	9	3484.9076923076923	64.04615384615384	13314.784615384615	130.98461538461538	1167.6461538461538	6532.569230769231	0.018046488239221094	65.0	17.893095826965585	4.879417932516422
red	10	2057.122448979592	19.224489795918366	973.204081632653	50.93877551020408	236.9795918367347	4636.2040816326535	0.009258804218554958	49.0	14.9844228681127	4.379367313334162
red	11	5114.3488372093025	107.13953488372093	13133.186046511628	375.2093023255814	1120.3720930232557	10196.744186046511	0.020518964565035363	43.0	9.98603676302857	5.511186323199489
red	12	7803.877483443709	94.0794701986755	8338.278145695363	74.5794701986755	1006.2284768211921	6545.185430463576	0.011911874267089778	302.0	33.33885737127487	12.397255394298769
red	13	4133.86524822695	81.26241134751773	16362.744680851063	120.28368794326241	1331.7375886524824	5795.085106382979	0.019278754502947002	141.0	35.93107320933264	5.347017119777842
red	14	4161.8625	83.5875	16467.7875	175.1125	3001.6375	6572.616666666667	0.019688725576793978	240.0	65.16698828874175	5.7349100193943725
red	15	4558.896226415094	91.54716981132076	13912.943396226416	222.83018867924528	2494.264150943396	7688.915094339623	0.019685686290818284	106.0	19.893625369521494	6.900824888828347
red	16	8456.65625	82.5625	7797.34375	30.875	163.4375	6194.0625	0.00966862454483907	32.0	8.365102140216829	5.011867534536386
red	17	3812.5963302752293	75.63302752293578	15478.963302752294	105.4770642201835	1118.4036697247707	5268.504587155963	0.01945179169311283	109.0	29.154076517276653	4.984540786304334
red	18	3652.925925925926	36.0	3300.425925925926	60.77777777777778	1320.0555555555557	7465.7037037037035	0.009758938163271454	54.0	11.234866364235145	6.117280836166691
red	19	4307.678571428572	41.714285714285715	1432.142857142857	35.32142857142857	207.92857142857142	5809.714285714285	0.00959082959033691	28.0	8.632751204670365	4.488772218103462
red	20	3500.722222222222	68.71296296296296	16716.277777777777	158.96296296296296	988.5277777777778	6064.75	0.019250374190335123	108.0	30.288791785658606	4.8255504513123535
red	21	2169.3898305084745	43.23728813559322	12712.016949152543	55.813559322033896	408.1694915254237	4578.525423728814	0.019541154391206097	59.0	16.44117959267939	4.907726056853876
red	22	2855.1444444444446	58.18888888888889	14735.722222222223	77.21111111111111	895.2777777777778	4698.277777777777	0.019973302822273074	90.0	25.484571603409957	4.800444199411
red	23	2782.125	26.375	1702.125	77.125	316.125	4874.5	0.009391134057325974	8.0	3.4641016151377544	2.8284271247461903
red	24	3078.5569620253164	61.5	13887.639240506329	90.60759493670886	1568.392405063291	6154.892405063291	0.019585631962654875	158.0	42.20439451128123	6.204632463202908
red	25	4167.53431372549	81.7843137254902	13716.333333333334	170.5343137254902	1583.5294117647059	6845.637254901961	0.019246453583677197	204.0	30.125167654763647	8.819336391126075
red	26	4872.891891891892	101.01801801801801	15914.405405405405	206.6036036036036	1190.4864864864865	7309.774774774774	0.02030957935461435	111.0	29.539706708545033	5.026203308701509
red	27	4402.984924623115	91.42211055276383	16465.5175879397	152.82914572864323	1830.3618090452262	5310.236180904522	0.020341306391975733	199.0	61.306635822419906	6.697259817591777
red	28	3106.7045454545455	31.704545454545453	11141.59090909091	281.0	1529.0681818181818	7317.818181818182	0.010102107321312188	44.0	10.800265558087636	5.4974569093197365
