Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1408.251282051282	14.235897435897435	31.897435897435898	2598.3282051282054	197.30769230769232	3.2	38.723076923076924	2877.605128205128	0.010007750959857238	195.0	66.41406679211899	4.329854814782853
red	2	3821.74347826087	40.81739130434783	32.18260869565217	5173.817391304347	92.94347826086957	3.121739130434783	35.791304347826085	3336.813043478261	0.010567442865681587	230.0	40.30109835266297	7.605405308428348
red	3	1690.628205128205	17.358974358974358	33.46153846153846	2588.8846153846152	82.06410256410257	2.576923076923077	28.352564102564102	3670.0705128205127	0.010163410221958671	156.0	53.84242933393728	5.126798140434741
red	4	1263.1818181818182	13.303030303030303	85.3030303030303	2595.3030303030305	2151.212121212121	15.484848484848484	155.21212121212122	9173.575757575758	0.010421612382489792	33.0	8.6509765693803	4.918051883800529
red	5	1188.5357142857142	12.035714285714286	35.82142857142857	2169.535714285714	75.5952380952381	3.142857142857143	41.05952380952381	3625.5833333333335	0.010024988100904332	84.0	24.303634844744245	4.386125310350268
red	6	1230.9333333333334	12.5	31.0	1161.6333333333334	330.1666666666667	4.9	60.3	3008.233333333333	0.010052810765890144	30.0	9.229503073424993	4.170617555640455
red	7	1502.2327044025158	15.748427672955975	35.125786163522015	2794.5220125786163	84.11949685534591	2.993710691823899	45.490566037735846	3467.8490566037735	0.01037458723312576	159.0	48.05028267400415	6.21952874327104
red	8	2334.48427672956	24.50943396226415	35.61006289308176	4038.301886792453	184.61635220125785	4.528301886792453	50.119496855345915	3874.327044025157	0.010389783512850592	159.0	49.36762168722462	4.748497153520802
red	9	1087.0833333333333	11.0	39.083333333333336	1527.75	335.9166666666667	5.916666666666667	176.0	3963.25	0.010017454655839721	12.0	4.320493798938574	3.590109871423003
red	10	2575.2687224669603	26.599118942731277	37.691629955947135	6255.762114537445	488.85022026431716	6.6960352422907485	80.20264317180617	4895.079295154185	0.010223086091997615	227.0	69.9426420011231	4.615215048202545
red	11	1821.029702970297	123.76237623762377	44.78217821782178	3972.80198019802	533.0792079207921	12.782178217821782	253.32673267326732	5375.009900990099	0.0636378446625667	101.0	19.30486503794049	7.4213427098949944
