Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	4825.5842105263155	50.421052631578945	23.410526315789475	7063.284210526316	61.61052631578947	2.126315789473684	30.847368421052632	3222.636842105263	0.010340647704494943	190.0	40.062137169252594	7.078179320679985
red	2	3089.404255319149	33.0531914893617	25.617021276595743	5259.117021276596	20.98936170212766	2.1914893617021276	28.138297872340427	3459.5106382978724	0.010585633928541009	94.0	25.63500995179252	4.803018840950753
red	3	2964.7509293680296	29.907063197026023	28.490706319702603	5219.282527881041	45.75836431226766	1.8847583643122676	25.044609665427508	3319.639405204461	0.009986804259877875	269.0	80.94939040796288	5.0479982088723165
red	4	1830.2051282051282	19.034188034188034	32.888888888888886	3156.5042735042734	14.982905982905983	2.1794871794871793	24.299145299145298	2884.3760683760684	0.01029298256155222	117.0	30.85835572546264	5.024219241976589
red	5	1510.3163265306123	15.979591836734693	42.42857142857143	1887.8061224489795	17.520408163265305	2.816326530612245	33.56122448979592	4014.6938775510203	0.010469524057843118	98.0	26.360387824822432	4.961703353077167
red	6	5385.766666666666	56.66	26.7	5601.446666666667	29.953333333333333	3.2666666666666666	45.913333333333334	4488.38	0.010410797144411071	150.0	18.74408196177538	11.839077116304399
red	7	5404.026845637584	221.48993288590603	26.61744966442953	6952.114093959732	222.41610738255034	56.97986577181208	209.51677852348993	4164.456375838926	0.0393723708604847	149.0	17.424334436244102	11.021555374457478
red	8	1185.7692307692307	11.753846153846155	48.55384615384615	2976.1692307692306	706.6076923076923	8.6	93.24615384615385	4239.015384615384	0.009815131232415628	130.0	34.660750926114076	5.764236990107053
red	9	1357.2105263157894	15.473684210526315	43.73684210526316	1359.7368421052631	26.842105263157894	3.0526315789473686	34.94736842105263	4301.789473684211	0.011272573904374833	19.0	5.271572221283754	4.5005385950383054
red	10	4715.621621621622	50.76756756756757	34.52972972972973	5117.037837837838	35.44864864864865	1.6432432432432433	24.205405405405404	4273.410810810811	0.010651158676407547	185.0	49.21215416481717	5.30612303151214
red	11	3896.7380952380954	41.30952380952381	47.11904761904762	3346.9523809523807	719.7857142857143	18.261904761904763	698.8333333333334	4569.142857142857	0.010489848728521507	42.0	9.072836658522222	6.208487172597721
red	12	1483.4038461538462	14.038461538461538	36.46153846153846	2502.596153846154	47.40384615384615	1.7692307692307692	24.75	3282.6346153846152	0.009374959867466321	52.0	14.41073627355408	4.66123693435709
red	13	2592.970297029703	27.346534653465348	32.89108910891089	5378.702970297029	282.4752475247525	4.1683168316831685	85.37623762376238	3211.6831683168316	0.010436346598552061	101.0	26.948338064749702	5.113340984177107
red	14	1749.5666666666666	18.322222222222223	48.955555555555556	1974.8	200.14444444444445	5.022222222222222	43.24444444444445	4798.188888888889	0.010363899189240149	90.0	25.278156852935314	4.839903166552961
red	15	1651.421875	17.34375	35.8359375	4800.8984375	307.0703125	3.984375	61.5546875	3311.7890625	0.010393161112723663	128.0	35.22823238125794	5.007120196988433
red	16	1409.5390070921985	20.46808510638298	37.36879432624114	2273.68085106383	64.71631205673759	3.574468085106383	32.851063829787236	3172.9858156028367	0.01431327524041442	141.0	53.270340432085696	3.960892118530891
red	17	2241.1696428571427	23.017857142857142	46.36607142857143	2693.4285714285716	31.794642857142858	3.3125	36.660714285714285	4806.116071428572	0.010166056098647812	112.0	29.89844240400385	5.0212791054950126
red	18	6160.575163398693	241.91503267973857	26.908496732026144	4882.392156862745	180.1437908496732	46.071895424836605	146.90849673202615	5484.64705882353	0.03778452215794304	153.0	22.755820291004508	8.90318774298532
red	19	3124.214285714286	114.10714285714286	37.13095238095238	6821.630952380952	557.3690476190476	57.916666666666664	241.9404761904762	5038.3452380952385	0.035236509214429876	84.0	13.449415319932665	8.077422040870273
red	20	2016.3809523809523	30.238095238095237	37.22222222222222	4932.158730158731	545.1587301587301	17.523809523809526	117.9047619047619	3817.0793650793653	0.014774657390818772	63.0	17.914080228484586	4.557829769515461
red	21	2361.690476190476	63.023809523809526	21.773809523809526	7217.321428571428	198.71428571428572	14.0	139.51190476190476	3673.5	0.025992262220389247	84.0	20.350305509517916	6.450490666733838
red	22	3088.041237113402	92.75257731958763	42.670103092783506	4803.7525773195875	337.25773195876286	38.25773195876289	165.41237113402062	4357.01030927835	0.029160197966532377	97.0	20.76929860640146	6.496533399200719
red	23	2584.1182795698924	26.333333333333332	42.41935483870968	5605.075268817204	639.989247311828	12.161290322580646	458.35483870967744	4365.881720430108	0.010087654259964081	93.0	13.53131616005599	9.115123111259212
red	24	1912.9315068493152	294.45205479452056	59.0	3245.5479452054797	510.26027397260276	80.86301369863014	275.52054794520546	6689.8493150684935	0.13339415039189767	73.0	15.287773139343484	6.447609143926494
red	25	1898.0235849056603	25.849056603773583	40.15094339622642	2795.754716981132	135.5754716981132	4.60377358490566	47.2877358490566	3921.4811320754716	0.013435949992767144	212.0	58.01807202838906	5.40800339644212
red	26	2311.883817427386	23.12863070539419	36.53941908713693	3524.1078838174276	23.514522821576765	2.1618257261410787	34.04149377593361	3732.7302904564317	0.009905142357544718	241.0	64.15635369073438	5.7751186545226885
red	27	2951.4196428571427	30.714285714285715	38.17857142857143	3131.714285714286	70.02678571428571	2.8392857142857144	41.25892857142857	3815.0714285714284	0.010299432034227647	112.0	30.70520668738788	5.345365782246839
red	28	1935.2134831460673	19.10112359550562	38.47191011235955	3079.3146067415732	72.38202247191012	2.3820224719101124	37.438202247191015	3614.6404494382023	0.009773822254418342	89.0	24.133175341151475	4.9410766855998345
