Group	ROI	12C	13C	14N_12C	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	4053.842857142857	1313.057142857143	2977.114285714286	12678.914285714285	0.24465839550897964	70.0	18.167250671802105	5.210505769581753
red	2	3595.4727272727273	1175.290909090909	9217.09090909091	9255.545454545454	0.2463527851458886	55.0	8.954405616507602	7.861514704144926
red	3	7507.942708333333	2255.8229166666665	12111.583333333334	11748.515625	0.23104025673154835	192.0	33.16570017232261	7.832854293624741
red	4	6449.173228346457	2218.1102362204724	10358.606299212599	11252.354330708662	0.2559175830914517	127.0	17.594746532006635	10.395081997757936
red	5	5033.296089385475	1899.3966480446927	3836.2067039106146	12289.340782122905	0.2739767533313134	179.0	46.71118023622894	6.06167958103028
red	6	9907.095652173914	1750.5304347826086	6575.060869565217	13015.15652173913	0.15016182726440688	115.0	31.01826168492898	5.405233905804447
red	7	7142.859504132231	2620.4256198347107	7597.256198347108	13085.359504132231	0.2683958920140601	242.0	55.692868443217804	6.524230905767146
red	8	7327.476744186047	2644.984496124031	9253.32558139535	12641.341085271319	0.26522885698794546	258.0	53.01952094725175	8.634053967725592
red	9	6275.686567164179	1982.4328358208954	7339.20895522388	12082.671641791045	0.2400586306737467	67.0	20.57175472854383	5.065405389435124
red	10	5943.125	2038.728448275862	8753.672413793103	11247.827586206897	0.2554204310423968	232.0	59.35498523169067	5.556407038749578
red	11	4849.023255813953	1506.5658914728683	6936.217054263566	9219.488372093023	0.2370458279412249	129.0	35.8663954348747	5.0533452111391135
red	12	5841.117318435754	1995.340782122905	11405.335195530726	9092.86033519553	0.25462278449248105	358.0	94.45949169098402	14.598913771004383
red	13	6101.015503875969	2260.8992248062013	10991.170542635658	9118.596899224805	0.2703805645196429	129.0	34.101816444151936	5.178208832780739
red	14	4915.350746268657	188.48507462686567	10544.873134328358	8360.529850746268	0.03693008185239665	134.0	35.924377620228825	5.679964174399255
red	15	6731.72852233677	1911.4226804123712	11346.515463917525	8873.13058419244	0.22114881894052738	291.0	36.585844119960335	10.879237726246206
red	16	1997.640522875817	649.3790849673203	3670.222222222222	7758.320261437909	0.2453246220931668	153.0	42.392331380595486	7.052241033110947
red	17	7604.304347826087	1811.1666666666667	12796.028985507246	9678.27536231884	0.19236070759273013	138.0	34.44935045257091	6.879867044951689
red	18	6841.2	1111.65	14738.025	7947.125	0.13978007883966126	40.0	10.289316990113116	4.927469520653534
red	19	5238.721153846154	1854.0192307692307	6182.528846153846	9410.850961538461	0.2613967423354052	208.0	58.30177313760986	6.313388180085944
red	20	7145.1621621621625	2253.7837837837837	13339.854054054054	9878.756756756757	0.23979112091350094	185.0	37.03642138382848	6.881841070100079
red	21	4103.137931034483	1388.2931034482758	7429.189655172414	8303.137931034482	0.25281080554971225	58.0	18.340544434573953	4.436384198222557
