Group	ROI	12C	13C	14N_12C	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1463.6223776223776	393.61538461538464	5412.643356643357	3165.3496503496503	0.21193591505544365	143.0	18.620277562055186	10.193142749218257
red	2	1788.9700598802394	553.5808383233533	5319.2874251497005	3322.3892215568862	0.23631539393567583	167.0	33.147867085293626	6.777464743736934
red	3	1113.6264150943396	140.73962264150944	4276.422641509434	2670.698113207547	0.11219980325324076	265.0	50.84744548109478	7.053863914781795
red	4	1286.304347826087	366.39130434782606	3658.7391304347825	3248.8260869565215	0.22169314953172684	46.0	9.433132783876017	6.514701581394035
red	5	1035.384236453202	245.20197044334975	4000.5172413793102	2815.4827586206898	0.19147634819336895	203.0	32.48203517068877	8.143744826182983
red	6	1707.728476821192	464.74834437086093	4602.245033112583	3330.8675496688743	0.21392557095999318	151.0	29.58945646206453	6.727880948353042
red	7	1106.9494382022472	375.46629213483146	3212.876404494382	2908.7359550561796	0.2532800242543677	178.0	28.49884186283537	8.22007171172994
red	8	1270.9583333333333	314.65625	4249.927083333333	3007.8020833333335	0.198444346632155	96.0	19.33731593753801	6.665402263317542
red	9	1650.6173913043478	461.9913043478261	4166.713043478261	3628.278260869565	0.21868285655484668	115.0	32.768341128088174	5.021577002522407
red	10	735.9756097560976	201.8780487804878	1543.3170731707316	2678.0	0.2152553833350671	41.0	7.852294988432735	6.551856932831537
red	11	1453.3111111111111	436.56666666666666	4327.3	2699.288888888889	0.2310025927602608	90.0	18.085567740033564	6.508922082891389
red	12	1094.1907894736842	357.3421052631579	3842.7236842105262	3136.625	0.24618257468284435	152.0	23.567959328573924	8.478180697197395
red	13	2256.357894736842	90.91578947368421	2473.4947368421053	3908.2631578947367	0.03873250489930087	95.0	11.814834883407086	10.298531923547168
red	14	1410.9203187250996	360.203187250996	4528.00796812749	3458.864541832669	0.20337553312098472	251.0	62.872898759218586	6.469529368096211
red	15	1347.1863560732113	356.36605657237936	4911.269550748752	2622.053244592346	0.20918995736617715	601.0	76.65792255444602	30.430713582949565
red	16	817.8641975308642	61.04938271604938	4266.493827160494	2415.9135802469136	0.06946005169120126	81.0	16.488374188136422	6.3501929785308935
red	17	1097.1408450704225	283.55399061032864	4171.474178403756	2406.0328638497654	0.20537050134653573	213.0	43.86687989999885	6.501237663322069
red	18	1349.663492063492	146.06984126984128	3247.6507936507937	3067.4761904761904	0.09765767601388924	315.0	48.549726860894054	8.945903350783324
red	19	1381.142857142857	349.34453781512605	5199.747899159664	2466.3529411764707	0.2018763839788664	119.0	35.519249497988554	5.450773216526695
red	20	579.0157480314961	99.03149606299213	2306.4015748031497	2779.779527559055	0.14605397621701968	127.0	24.323282474816214	7.122427560346816
red	21	825.4186046511628	216.0581395348837	5257.5	2188.593023255814	0.20745363805866	86.0	19.59015157432198	5.817757008631183
red	22	1028.3368700265253	291.1007957559682	3008.2254641909813	2819.206896551724	0.22062489445708725	377.0	58.76656700185874	11.88661463736043
