Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	225.4	1.875	15.6	780.975	63.325	4.475	135.175	3450.075	0.008249917500824992	40.0	8.620119855774671	5.956805660089918
red	2	353.9	3.55	11.15	390.775	19.275	3.5	229.475	2483.6	0.009931458945307036	40.0	7.905913594891791	6.371540648077604
red	3	150.30434782608697	1.434782608695652	12.521739130434783	368.8695652173913	30.304347826086957	5.043478260869565	81.08695652173913	2506.782608695652	0.009455587392550143	23.0	6.667281608803803	4.352291467154875
red	4	114.875	1.1666666666666667	14.958333333333334	474.2083333333333	37.916666666666664	10.333333333333334	116.25	2416.75	0.010053859964093357	24.0	6.831300510639732	4.47213595499958
red	5	392.85185185185185	3.8703703703703702	18.037037037037038	334.5740740740741	21.166666666666668	19.666666666666668	76.68518518518519	2950.8333333333335	0.009755869859496802	54.0	14.905176193347305	4.714953273752328
red	6	479.2857142857143	5.226190476190476	15.511904761904763	767.047619047619	44.607142857142854	24.702380952380953	142.78571428571428	2897.7619047619046	0.010786505810953586	84.0	15.215208968035155	7.207227488928265
red	7	588.1666666666666	6.222222222222222	17.75	627.4444444444445	47.486111111111114	27.041666666666668	140.40277777777777	3157.027777777778	0.010468268062435742	72.0	11.944848510408463	7.764844897717853
red	8	659.4090909090909	6.818181818181818	20.636363636363637	2777.625	123.23863636363636	23.204545454545453	250.2159090909091	3751.3295454545455	0.010234017875417889	88.0	17.013217319774512	6.707651242458514
red	9	624.439024390244	6.536585365853658	16.670731707317074	673.7439024390244	82.92682926829268	28.21951219512195	121.40243902439025	3032.182926829268	0.010359489756474681	82.0	11.341766174191013	9.184067095467324
red	10	642.7567567567568	6.54954954954955	23.585585585585587	2675.4684684684685	132.8918918918919	25.936936936936938	263.036036036036	4310.855855855856	0.010086995129937703	111.0	20.869238131324575	6.9180228906619545
red	11	690.1553398058253	7.058252427184466	23.776699029126213	2808.5242718446602	131.64077669902912	25.45631067961165	309.126213592233	4420.747572815534	0.010123515240973083	103.0	19.636145652461035	6.839533338180259
red	12	458.94736842105266	4.921052631578948	18.289473684210527	1032.657894736842	93.26315789473684	20.657894736842106	177.6315789473684	2948.2368421052633	0.010608725251035343	38.0	7.455128930368747	6.407232755171875
red	13	265.625	3.0416666666666665	24.375	795.9583333333334	82.58333333333333	31.333333333333332	645.625	4149.916666666667	0.011321339950372208	24.0	5.8870219666761265	5.194406727698711
red	14	863.927536231884	8.289855072463768	23.028985507246375	1510.6376811594203	135.46376811594203	9.043478260869565	799.2753623188406	5366.913043478261	0.00950434508083678	69.0	13.257221867897316	6.713188832751343
red	15	269.53333333333336	2.566666666666667	28.1	788.4	150.8	41.93333333333333	210.8	4509.266666666666	0.009432806566213403	30.0	6.516079096816647	6.006907309610442
red	16	245.2608695652174	1.4782608695652173	18.304347826086957	479.1304347826087	58.130434782608695	21.17391304347826	128.04347826086956	3014.7391304347825	0.0059911894273127755	23.0	6.89753839674296	4.227973498813158
red	17	321.21875	3.125	16.96875	396.40625	37.3125	12.96875	70.09375	2703.125	0.009634839579920994	32.0	7.394051427729846	5.52832510658393
red	18	1519.7142857142858	15.446428571428571	22.982142857142858	1882.482142857143	161.91071428571428	10.517857142857142	541.9464285714286	3903.839285714286	0.010061766450697344	56.0	9.141417866564337	7.817809978392038
red	19	364.45	3.2	17.9	383.95	64.25	16.1	67.3	3092.8	0.008703930368557052	20.0	6.425028696471611	3.9394169936065797
red	20	267.3	2.56	29.86	877.32	310.54	7.7	206.0	3348.28	0.009486400355740013	50.0	9.73242004847715	6.511528238439882
red	21	473.60869565217394	5.260869565217392	20.108695652173914	869.7391304347826	60.67391304347826	26.217391304347824	133.7391304347826	3339.804347826087	0.010986017795532958	46.0	9.640016688669208	6.08323976434095
red	22	367.2795698924731	3.881720430107527	16.526881720430108	460.93548387096774	47.29032258064516	20.763440860215052	106.68817204301075	3467.1505376344085	0.01045831160553914	93.0	14.828985170506483	8.001728831961154
red	23	635.4736842105264	7.315789473684211	23.236842105263158	1440.0	124.71052631578948	15.81578947368421	348.36842105263156	3375.4736842105262	0.011381314992221404	38.0	7.455128930368747	6.407232755171875
red	24	477.45762711864404	4.627118644067797	22.74576271186441	752.5762711864406	83.32203389830508	24.983050847457626	173.57627118644066	3913.4576271186443	0.009598143655732517	59.0	9.398191962756338	8.078207775362085
red	25	205.6969696969697	1.9696969696969697	17.393939393939394	205.15151515151516	23.151515151515152	7.181818181818182	57.96969696969697	3255.878787878788	0.009484897125346564	33.0	8.372143871642557	4.996688381265987
red	26	725.625	6.475	13.425	398.65	50.625	3.25	68.1	2725.775	0.008844420161180167	40.0	7.905913594891791	6.371540648077604
red	27	346.52054794520546	3.684931506849315	18.726027397260275	421.6575342465753	41.534246575342465	28.945205479452056	90.75342465753425	3986.671232876712	0.010522198318012908	73.0	13.898976726735741	6.886358710200632
red	28	469.3235294117647	4.5	18.5	513.7058823529412	69.82352941176471	16.764705882352942	99.5	3672.3529411764707	0.009497206703910615	34.0	12.4994117508644	3.7240451273751565
red	29	2386.1710526315787	24.289473684210527	25.11842105263158	1543.3157894736842	108.69736842105263	48.64473684210526	327.5	5684.315789473684	0.010076694232921204	76.0	14.620180639649837	6.715295481977576
red	30	343.10526315789474	3.210526315789474	9.0	490.63157894736844	8.947368421052632	1.894736842105263	124.73684210526316	2388.5263157894738	0.009270516717325228	19.0	6.27506632630675	3.833479458809703
red	31	339.87012987012986	3.5714285714285716	13.142857142857142	282.6753246753247	36.72727272727273	10.87012987012987	44.103896103896105	3296.5844155844156	0.010398941198714312	77.0	14.580211015316372	6.869504326392202
red	32	2223.182926829268	21.634146341463413	25.682926829268293	2075.4024390243903	97.47560975609755	54.207317073170735	393.5731707317073	3786.4146341463415	0.009637376069536874	82.0	11.664252805463441	9.237300303698492
red	33	649.8611111111111	7.041666666666667	22.51388888888889	813.3611111111111	151.15277777777777	23.708333333333332	132.19444444444446	4391.763888888889	0.010719495951117408	72.0	14.031913594806449	6.550174317064799
red	34	146.0952380952381	1.1428571428571428	15.166666666666666	165.1904761904762	18.452380952380953	2.261904761904762	24.523809523809526	3111.595238095238	0.007761966364812419	42.0	10.605577288245609	5.205326745572616
red	35	812.0694444444445	8.11111111111111	30.86111111111111	1099.388888888889	278.18055555555554	39.93055555555556	238.44444444444446	7106.347222222223	0.009889421367246371	72.0	13.499037168359157	6.83816959635344
red	36	739.3846153846154	7.230769230769231	33.61538461538461	1074.6923076923076	216.23076923076923	45.53846153846154	249.07692307692307	7533.153846153846	0.009684731094168555	26.0	8.660022083573166	3.8227588163061506
red	37	776.2857142857143	7.5	27.535714285714285	1154.7142857142858	172.75	42.392857142857146	248.17857142857142	5667.607142857143	0.009568941948418846	28.0	9.92544408896359	3.7492650224125623
red	38	665.2692307692307	6.846153846153846	27.153846153846153	1347.5	264.0	34.96153846153846	230.30769230769232	5501.5	0.010185979971387697	26.0	9.217806267748816	3.676581933106125
