Group	ROI	12C	13C	14N_12C	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	210.09777777777776	145.65777777777777	1140.0622222222223	1825.5066666666667	0.40943219439065526	225.0	45.63368187014814	6.624747278574306
red	2	259.3076923076923	3.1538461538461537	69.07692307692308	2313.5	0.01201641266119578	26.0	6.201736729460423	5.203549084703927
red	3	481.7810218978102	14.832116788321168	268.3065693430657	1940.4014598540145	0.02986654124287142	137.0	27.22295022842042	6.680727264044693
red	4	297.14942528735634	203.4712643678161	947.7471264367816	2909.103448275862	0.4064379850300776	87.0	22.449354386381287	5.350552920517694
red	5	123.5625	78.01190476190476	568.2886904761905	3700.401785714286	0.38701294866305425	336.0	67.26597476840858	6.771995666263529
red	6	250.74257425742573	106.2871287128713	802.039603960396	4618.693069306931	0.29769828064337217	101.0	18.176637640199342	7.377148057524472
red	7	440.11267605633805	132.42253521126761	952.6056338028169	6101.070422535211	0.23129151291512914	71.0	13.499439905258033	6.82890895147219
red	8	358.92783505154637	160.3556701030928	1506.479381443299	9228.70618556701	0.30880177881895154	194.0	51.2516838039557	5.1018483581427345
red	9	225.09163346613545	137.26294820717132	690.605577689243	9250.852589641434	0.37880836934173345	251.0	48.253212764588994	6.904309449479874
red	10	340.325	203.05	1506.9625	9899.5125	0.3736829997699563	80.0	21.0580356324609	4.9329641496778684
red	11	542.5	313.5833333333333	1447.4166666666667	10499.75	0.36630000973425486	12.0	4.47213595499958	3.265986323710904
red	12	418.25454545454545	311.8545454545455	1300.2636363636364	9039.627272727274	0.42713417671082776	110.0	34.22263768005191	4.608059322074616
red	13	589.2654867256637	384.60176991150445	1625.1150442477876	11037.247787610619	0.39492216961843574	113.0	32.89845719946999	4.9565339216018405
red	14	423.5567567567568	211.94594594594594	1501.9837837837838	10180.421621621621	0.3335091181273816	185.0	41.37058565431055	6.251464444700668
red	15	179.07246376811594	57.507246376811594	684.4927536231884	10204.217391304348	0.24307767703994118	69.0	13.996721618874258	6.3976107317635975
red	16	602.8068181818181	137.3693181818182	1803.875	7020.903409090909	0.18559003922592135	176.0	20.78585261682825	11.584088206955935
red	17	199.3840579710145	151.97826086956522	809.927536231884	8032.326086956522	0.43254000989935654	138.0	27.50420461534561	6.750273883059485
red	18	389.34586466165416	234.1203007518797	1359.5037593984962	9755.601503759399	0.37551404348717454	133.0	36.04796074840317	4.961472447610675
red	19	357.96491228070175	98.71929824561404	1505.4561403508771	12438.438596491229	0.21616534132380624	57.0	11.539054690066953	6.238226326934458
red	20	288.0921052631579	114.32894736842105	1237.0131578947369	10655.394736842105	0.2841027988490714	76.0	17.62175688714022	5.505977612893482
red	21	170.97879858657245	66.4452296819788	512.3462897526501	7465.47703180212	0.27985890967540294	283.0	56.20192117168361	6.810906307539414
red	22	355.13675213675214	226.2905982905983	1240.7863247863247	8124.358974358975	0.3891984065150602	117.0	37.69516361509693	4.249167862615019
red	23	595.9504504504505	300.5	2434.9864864864867	12218.067567567568	0.3352109420537455	222.0	42.655779692634965	6.936404665666886
red	24	734.8675213675214	270.1666666666667	2182.25641025641	13652.97435897436	0.26881340941754756	234.0	22.443807471502513	13.520598712103112
red	25	742.5384615384615	15.051282051282051	582.6837606837607	12514.71794871795	0.019867325526297976	117.0	24.160280702018905	6.316906441960537
red	26	448.3316582914573	212.39195979899498	1174.4874371859296	10890.8391959799	0.3214535608895379	199.0	27.510738654553453	12.604086779127892
red	27	468.4142857142857	214.0857142857143	1160.2571428571428	11605.157142857142	0.31367870225013084	70.0	15.106728249299243	5.937276429284942
red	28	275.11764705882354	135.80882352941177	1048.8676470588234	9824.220588235294	0.33049422037719645	68.0	19.541775430331757	5.762122700288587
red	29	294.0	137.13513513513513	994.7837837837837	10256.243243243243	0.3180792377131394	37.0	10.127144641812013	4.688441312884141
red	30	528.5348837209302	205.4418604651163	1160.953488372093	10456.651162790698	0.2799024112037008	43.0	13.578972067068653	4.115799212975686
red	31	568.5443786982248	332.43195266272187	1315.189349112426	13639.165680473372	0.36896857452467735	169.0	31.52906294160434	7.61806094791806
red	32	337.42857142857144	141.28571428571428	1095.3142857142857	10696.471428571429	0.2951357803640704	70.0	13.470699319796715	6.634715028476937
red	33	448.8395061728395	223.76543209876544	1191.0740740740741	11727.0	0.33268478919256256	81.0	15.81882435076426	6.675243997563307
red	34	674.9583333333334	19.520833333333332	603.6875	9627.291666666666	0.028108594570271487	48.0	17.464024078910303	3.680968573338787
red	35	288.25	120.14583333333333	1010.1875	11255.1875	0.29418966484721726	48.0	9.52714558958737	6.399665548841451
red	36	307.2738853503185	123.9171974522293	774.8343949044586	12473.83439490446	0.2873834881900232	157.0	24.227019034994605	8.46148467613271
red	37	549.676217765043	315.26361031518627	1641.2779369627508	13111.616045845272	0.36449195664272654	349.0	61.03113691338159	7.663772015213355
red	38	462.0243902439024	183.5609756097561	1330.219512195122	9299.292682926829	0.2843326155124863	41.0	10.819806112298064	4.93288378037343
red	39	373.92035398230087	114.30973451327434	1136.070796460177	10777.371681415929	0.23413086822548487	113.0	22.066666270036507	7.411787019163678
red	40	347.8490566037736	150.25786163522014	1275.3962264150944	10880.157232704403	0.3016578492152679	159.0	44.63503537676987	4.9249738716452285
red	41	530.9125	241.27916666666667	1829.45	10066.2375	0.31246020525992035	240.0	46.47420304449619	6.840127211377709
red	42	391.469512195122	220.7621951219512	1002.3048780487804	11101.939024390244	0.3605860207557317	164.0	30.18291725050621	7.763867944005087
red	43	480.96774193548384	90.51612903225806	1017.241935483871	11079.790322580646	0.15838789794536012	62.0	12.407529638363505	6.43199704638154
red	44	239.04807692307693	96.88461538461539	651.8173076923077	10832.5	0.2884048430031199	104.0	20.215407455890315	6.8038902617627155
red	45	338.7603686635945	156.9447004608295	1271.7649769585253	10738.396313364055	0.3166090287074223	217.0	40.95924376061834	7.440632350682442
red	46	254.6951219512195	105.1829268292683	689.280487804878	11127.243902439024	0.29227380548966453	82.0	15.965436435750705	6.712646887196189
red	47	367.66101694915255	194.4406779661017	1655.864406779661	6025.118644067797	0.3459172596791702	59.0	16.36944331806811	4.6440632783062465
red	48	353.23295454545456	161.23295454545453	1594.096590909091	4990.073863636364	0.3133987144655755	176.0	49.56045607803875	4.792258214176078
red	49	308.49645390070924	103.58865248226951	762.8014184397163	9210.003546099291	0.2513768415255404	282.0	54.269628441903926	6.959172621348661
red	50	552.9378881987577	294.9378881987578	1618.9627329192547	10920.105590062112	0.3478550707650834	161.0	31.139541764281663	6.822320270124532
red	51	527.7731092436975	388.34453781512605	1465.0	7658.9747899159665	0.42390247482067184	119.0	33.98703306930227	4.711881672061683
red	52	619.7304347826087	365.0869565217391	1577.017391304348	10530.878260869566	0.37071538312112595	115.0	32.80281911671496	4.829165817730284
red	53	362.4230769230769	215.03846153846155	1001.3076923076923	3768.346153846154	0.3723857732782736	26.0	6.201736729460423	5.203549084703927
red	54	598.656	363.68	1508.144	11089.424	0.37791374322481963	125.0	31.662926807933708	5.259511189781107
red	55	689.7113821138212	406.8455284552846	1943.9634146341464	11149.363821138211	0.3710208968945665	492.0	53.32290003340309	22.072603558041454
red	56	639.0267857142857	390.9642857142857	1626.794642857143	11160.901785714286	0.37958026681923385	112.0	39.20291357868896	4.394620505894094
red	57	569.8819444444445	320.6458333333333	1601.4791666666667	9668.409722222223	0.36006269690258585	144.0	16.29358195868634	11.909602487069646
red	58	717.5909090909091	412.75454545454545	1867.5636363636363	10981.209090909091	0.36515787611188855	110.0	30.210738868280703	4.857525558678484
red	59	249.0506329113924	125.15189873417721	1054.8481012658228	8229.050632911392	0.3344496312834044	79.0	15.116672760129713	6.719377991070494
red	60	479.88990825688074	206.4954128440367	1681.8715596330276	11142.128440366972	0.3008447390932421	109.0	21.622043274005172	6.767091842630585
red	61	207.0344827586207	174.73275862068965	850.9224137931035	3879.689655172414	0.45769447894320875	116.0	23.456915180776214	6.676328932429776
red	62	459.5982142857143	226.25892857142858	1606.2232142857142	11164.401785714286	0.3298922099562591	112.0	13.580675588544326	10.542077765788902
red	63	785.6383928571429	185.99553571428572	2165.3258928571427	8970.308035714286	0.19142552585390957	224.0	21.96755790852338	13.19081154552477
red	64	266.03092783505156	128.49484536082474	652.360824742268	9431.154639175258	0.325694426298048	97.0	18.314872948770823	6.829880336423624
red	65	378.3174603174603	148.28571428571428	961.8253968253969	8400.047619047618	0.2815891005546178	63.0	12.287862999034518	6.531556643619906
red	66	573.5813953488372	206.58139534883722	1696.1976744186047	10869.906976744185	0.26479267892807107	86.0	17.577497208777107	6.428094323729419
red	67	297.41121495327104	167.44859813084113	968.196261682243	8871.644859813085	0.36021310816244473	107.0	19.96101190869809	6.910111145111647
red	68	678.8095238095239	147.14285714285714	1903.4920634920634	6376.391534391534	0.17814932257134622	189.0	20.716653773926666	11.69969216063758
red	69	517.9818181818182	258.6727272727273	1625.4545454545455	11109.054545454546	0.33306021163030247	110.0	12.487431737477058	11.268705250530704
red	70	283.50847457627117	175.0	963.457627118644	10461.042372881357	0.3816723347626793	118.0	22.31543837986034	6.870907817403302
