Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	2202.1732283464567	22.79527559055118	34.43307086614173	4488.913385826771	325.38582677165357	4.559055118110236	51.83464566929134	4148.472440944882	0.010245212707602692	127.0	31.696452770686193	5.353475544475448
red	2	1230.1052631578948	11.368421052631579	37.68421052631579	2801.1052631578946	185.94736842105263	2.0	28.210526315789473	3818.7368421052633	0.009157198575546888	19.0	5.271572221283754	4.5005385950383054
red	3	2343.9310344827586	24.310344827586206	35.827586206896555	2261.4827586206898	53.241379310344826	3.8275862068965516	29.82758620689655	4277.586206896552	0.010265146551347573	29.0	8.34097177951293	4.394638880623292
red	4	1782.8947368421052	19.36842105263158	54.76315789473684	3162.657894736842	610.7894736842105	6.894736842105263	68.73684210526316	5332.736842105263	0.010746721957772392	38.0	7.455128930368747	6.407232755171875
red	5	1550.702564102564	15.764102564102565	41.57948717948718	3710.7948717948716	650.9948717948718	7.302564102564102	79.43076923076923	4025.605128205128	0.010063477825319763	195.0	55.23087940886759	6.05405677034963
red	6	1904.6174496644296	19.644295302013422	36.74496644295302	3743.979865771812	410.61073825503354	5.147651006711409	57.97315436241611	3438.4362416107383	0.010208743874579287	149.0	40.414330699202786	5.857089267981854
red	7	1405.7727272727273	13.5	34.31818181818182	1616.7727272727273	148.72727272727272	4.545454545454546	193.8181818181818	3697.2272727272725	0.009511913912375096	22.0	7.135060680126758	3.9080336836735787
red	8	2965.68085106383	32.361702127659576	45.02127659574468	3015.808510638298	57.59574468085106	3.702127659574468	37.808510638297875	5109.425531914893	0.010794277116984132	47.0	10.915536458196305	5.654292848297221
red	9	3252.86783042394	34.077306733167084	33.49625935162095	4229.817955112219	156.9925187032419	3.3815461346633415	37.920199501246884	3961.361596009975	0.010367470496523312	401.0	92.91620740978924	6.555986597500055
red	10	1013.0233918128655	10.32748538011696	39.77777777777778	2630.842105263158	409.1111111111111	6.099415204678363	74.33333333333333	3865.309941520468	0.01009183224471836	171.0	63.443421858562225	4.131888836426764
red	11	1877.0081967213114	28.07377049180328	29.442622950819672	3406.934426229508	65.6639344262295	5.213114754098361	50.65573770491803	3020.434426229508	0.014736253334480682	122.0	39.38106476708748	6.33701870532835
red	12	4374.972826086957	160.41304347826087	27.815217391304348	6909.467391304348	272.9347826086956	43.91847826086956	207.83695652173913	4033.788043478261	0.03536921622363276	184.0	23.58269580701758	10.38785339573186
red	13	3447.0704225352115	125.09859154929578	25.422535211267604	7968.943661971831	160.43661971830986	34.28169014084507	205.6056338028169	3100.8591549295775	0.035020345077752896	71.0	10.016914580440494	9.02131344986767
red	14	985.961038961039	10.577922077922079	34.12987012987013	1790.8506493506493	39.0	1.6493506493506493	23.181818181818183	2998.8311688311687	0.010614659829148937	154.0	40.27720716105677	5.061928718451821
red	15	1553.7988505747126	15.971264367816092	33.95402298850575	2730.3045977011493	77.1264367816092	2.1149425287356323	27.17241379310345	3542.574712643678	0.0101742696053306	174.0	50.084713803364245	5.264992733154915
red	16	1757.51376146789	18.1697247706422	32.41743119266055	2766.9633027522937	87.3256880733945	2.591743119266055	29.844036697247706	3343.032110091743	0.01023252449631748	218.0	66.19625691704829	4.632093912792662
red	17	3424.0254777070063	35.49044585987261	27.64968152866242	2303.808917197452	337.3312101910828	4.75796178343949	93.43312101910828	3709.292993630573	0.010258789565934633	157.0	50.508924804615006	7.173397173812826
red	18	2831.995535714286	30.459821428571427	37.933035714285715	3947.15625	260.3080357142857	4.25	53.700892857142854	3581.9866071428573	0.010641151608727523	224.0	64.2370227041748	6.067225715171773
red	19	1352.390625	14.109375	31.484375	2678.953125	112.59375	2.578125	27.765625	2942.53125	0.010325192096597146	64.0	19.46288400547073	4.652457946031497
red	20	1806.611111111111	18.488888888888887	33.077777777777776	2514.1666666666665	66.76666666666667	2.1444444444444444	31.22222222222222	3008.411111111111	0.010130342934024924	90.0	28.91263503440973	4.430453485036564
red	21	1727.490909090909	16.818181818181817	30.163636363636364	5631.672727272728	306.56363636363636	3.9454545454545453	64.0	3007.1454545454544	0.009641744061206834	55.0	17.22176341731209	4.155087134543829
red	22	1489.7380952380952	14.476190476190476	29.523809523809526	2418.214285714286	161.57142857142858	2.5714285714285716	36.76190476190476	3204.809523809524	0.009623755480633775	42.0	12.599308583277049	4.300114337324552
red	23	2554.051401869159	26.514018691588785	36.6822429906542	3867.3691588785045	97.72897196261682	2.9626168224299065	35.33644859813084	3651.766355140187	0.010274499720230841	214.0	54.65897022289146	6.000531007651001
red	24	2822.7641196013287	29.235880398671096	26.096345514950166	6553.239202657807	140.58471760797343	3.129568106312292	50.81063122923588	3433.0398671096345	0.010251009957458309	301.0	87.62162630512822	5.0497061760295585
red	25	3434.727074235808	36.11790393013101	26.746724890829693	6468.504366812227	129.6048034934498	3.0283842794759823	43.27292576419214	3166.325327510917	0.010406083866418142	458.0	130.72246024107534	5.660872245431316
