Group	ROI	12C	13C	14N_12C	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	3013.3055555555557	527.9722222222222	2724.027777777778	122.33333333333333	262.47222222222223	4955.861111111111	0.14909088056727798	36.0	10.327955589886445	4.47213595499958
red	2	2257.8571428571427	26.047619047619047	1475.2857142857142	32.976190476190474	169.21428571428572	3959.309523809524	0.011404862182561194	42.0	10.890669410375486	5.029268987763658
red	3	2436.25	213.4	2262.55	105.5	215.65	4704.2	0.08053893910516484	20.0	5.656854249492381	4.47213595499958
red	4	3949.7708333333335	946.3125	4649.416666666667	62.645833333333336	1053.2083333333333	5309.875	0.19327949211104115	48.0	12.244832713477729	5.085536641305097
red	5	2253.9285714285716	29.607142857142858	2267.5	7.357142857142857	32.857142857142854	3893.3928571428573	0.012965482725722954	28.0	7.5715947459866255	4.750674919021631
red	6	6973.913580246914	1404.6543209876543	7853.802469135802	113.67901234567901	707.2962962962963	6466.024691358025	0.16764849763653294	81.0	17.88366592369786	6.013661850805156
red	7	4981.15	1010.7318181818182	8343.84090909091	45.17272727272727	507.48636363636365	4620.731818181818	0.16868353696744232	220.0	41.83232267922417	7.1396172609718835
red	8	1546.25	791.5714285714286	1131.8214285714287	21.214285714285715	344.07142857142856	3930.035714285714	0.3385936234895125	28.0	7.60049830726345	4.6716444873277005
red	9	7126.04347826087	1355.3985507246377	10798.833333333334	90.98550724637681	737.9565217391304	5129.659420289855	0.15980755938583727	138.0	19.777328275523768	8.934891803103474
red	10	3356.1666666666665	189.5	4853.3	63.46666666666667	336.93333333333334	5654.933333333333	0.05344552035348313	30.0	8.535084407021197	4.47078177957493
red	11	5798.697478991597	1149.7563025210084	8225.915966386554	39.36974789915966	519.3781512605042	4838.420168067227	0.165469374723353	119.0	30.115308165047715	5.544964081551647
red	12	5769.294573643411	1158.7054263565892	9983.279069767443	68.73643410852713	681.3720930232558	5256.062015503876	0.16724962851567396	129.0	24.161025851325906	7.109783278115767
red	13	5750.440476190476	69.89880952380952	11228.125	20.767857142857142	1722.7738095238096	4377.4077380952385	0.012009404622746384	336.0	89.39016032879779	7.384215983357871
red	14	6200.445544554455	69.76237623762377	11614.554455445545	24.257425742574256	525.5841584158416	5393.6732673267325	0.011126006843615336	101.0	27.83349583191664	5.082918917341922
red	15	1644.4871794871794	25.23076923076923	2017.5897435897436	34.333333333333336	124.87179487179488	3955.974358974359	0.015110797155975983	39.0	9.88879222022138	5.0392365943226
red	16	4805.04255319149	894.2127659574468	7694.808510638298	41.744680851063826	481.59574468085106	4752.117021276596	0.15689993093535923	94.0	24.526633701617357	5.13340917785492
red	17	1147.8636363636363	17.09090909090909	1089.2272727272727	90.5	77.5	5206.363636363636	0.014670880643021578	22.0	6.005960538612905	4.606266840617432
red	18	2527.375	632.34375	5754.1875	11.25	390.90625	3670.40625	0.2001265935457072	32.0	6.324555320336759	6.324555320336759
red	19	1856.375	23.4375	578.625	3.9375	220.5625	3480.3125	0.012467998803072115	16.0	4.47213595499958	4.47213595499958
red	20	1098.6875	15.09375	741.96875	5.25	22.375	3434.15625	0.013551808310653462	32.0	9.16515138991168	4.47213595499958
red	21	6285.948863636364	76.33522727272727	11280.22159090909	21.727272727272727	2202.1363636363635	4629.670454545455	0.01199808530741354	176.0	34.915861707728794	6.92043461470052
red	22	1587.75	23.964285714285715	1576.0357142857142	11.464285714285714	27.214285714285715	3880.464285714286	0.01486881758553448	28.0	8.0	4.47213595499958
red	23	1000.8333333333334	18.666666666666668	1035.5	4.5	21.333333333333332	3526.9166666666665	0.018309628903057054	12.0	4.47213595499958	3.265986323710904
red	24	962.275	16.6	2237.825	61.2	3660.575	5283.85	0.016958242880858128	40.0	11.342836923002928	4.670123182332721
red	25	1682.2105263157894	603.4736842105264	1515.157894736842	86.0	213.94736842105263	3773.315789473684	0.2640232108317215	19.0	5.544698233777089	4.2956952169149805
red	26	875.4736842105264	47.473684210526315	473.89473684210526	19.526315789473685	80.63157894736842	3758.842105263158	0.05143704379562044	19.0	5.544698233777089	4.2956952169149805
red	27	873.16	103.52	393.56	18.64	199.56	3795.76	0.10599172707539829	25.0	6.921221256327919	4.533331702065774
red	28	5717.905405405405	722.3783783783783	6019.581081081081	158.64864864864865	557.6351351351351	5395.27027027027	0.11216561298079446	74.0	18.866984135756184	5.1964004842004075
red	29	3546.5384615384614	369.84615384615387	6148.692307692308	17.653846153846153	460.0	4169.076923076923	0.09443560583740891	26.0	6.492464878549775	5.046702049452254
red	30	7891.93388429752	1478.7272727272727	11636.388429752065	156.44628099173553	1047.7768595041323	6274.355371900827	0.15780394232041275	121.0	25.78461095604625	6.424307430979285
red	31	1865.0	28.681818181818183	1947.3636363636363	7.136363636363637	44.34090909090909	3547.840909090909	0.015146059864141524	44.0	12.649110640673518	4.47213595499958
red	32	4630.387931034483	977.4568965517242	6855.25	49.775862068965516	549.0862068965517	4968.8448275862065	0.17430170174171036	116.0	23.40800357935337	6.493935234210926
red	33	1361.3333333333333	244.16666666666666	1086.6666666666667	17.083333333333332	242.95833333333334	3959.2916666666665	0.15208138689920067	24.0	6.831300510639732	4.47213595499958
red	34	2746.657894736842	328.5263157894737	1667.157894736842	71.38157894736842	150.76315789473685	4498.144736842105	0.1068314264442866	76.0	21.003046799798074	5.036927643310025
red	35	1712.2692307692307	19.634615384615383	1414.9038461538462	27.557692307692307	155.76923076923077	3857.7115384615386	0.011337012402980268	52.0	13.119666028763243	5.486275181279341
red	36	4257.40625	826.15625	7142.8125	56.25	1269.84375	5592.4375	0.16251521447803582	32.0	9.16515138991168	4.47213595499958
red	37	4935.151315789473	1044.1776315789473	7377.1776315789475	53.026315789473685	612.671052631579	4977.486842105263	0.1746312405238222	152.0	37.618150946669815	5.898441901086278
red	38	5848.9607843137255	1167.686274509804	7833.019607843137	83.0	658.5392156862745	5344.911764705882	0.1664165611752443	102.0	22.994992173050893	5.802931196451295
red	39	5054.136690647482	974.3669064748201	8051.26618705036	33.992805755395686	480.8992805755396	4475.949640287769	0.16162666087483682	139.0	26.247483554437263	7.44826324251643
red	40	6596.346153846154	1371.8461538461538	7860.261538461538	116.8	711.6076923076923	6234.892307692307	0.17216529180926085	130.0	20.852835593792875	8.115115876339077
red	41	3493.318181818182	38.31818181818182	3737.287878787879	73.6969696969697	417.3030303030303	4442.181818181818	0.010849979406919275	66.0	13.261750611725382	6.953682662913009
red	42	2892.144927536232	1811.072463768116	3493.695652173913	111.1159420289855	1469.2028985507247	6626.63768115942	0.3850709659129427	69.0	12.993805511156848	6.997428163612514
red	43	5168.336448598131	1012.1214953271028	6996.663551401869	36.7196261682243	511.10280373831773	4786.532710280374	0.16376156985614895	107.0	23.37113992874188	5.964986720447042
red	44	2295.9836065573772	26.34426229508197	2454.1147540983607	247.59016393442624	385.44262295081967	6637.229508196721	0.011343903093278367	61.0	10.563679106524356	7.349542747773637
red	45	5902.022727272727	1172.378787878788	10518.780303030304	46.0	570.8181818181819	5464.462121212121	0.16572126778044186	132.0	30.459709151906626	6.067152745730508
red	46	3352.304347826087	525.304347826087	4379.130434782609	115.26086956521739	508.6521739130435	5150.260869565217	0.13547121152660202	23.0	6.667281608803803	4.352291467154875
