Group	ROI	12C	13C	14N_12C	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1090.89	106.79	3946.61	2648.11	0.08916405049762875	100.0	20.746738288912507	6.297050926534708
red	2	1114.918918918919	32.027027027027025	1912.9797297297298	4616.040540540541	0.02792374578787379	148.0	23.776594625331168	11.77085477318179
red	3	1213.6196721311476	333.98032786885244	3043.8426229508195	2996.5016393442625	0.21580532945777492	305.0	59.31053759137882	9.073955542460055
red	4	980.0226244343892	115.97737556561086	3495.5113122171947	2485.0407239819006	0.10581877332628728	221.0	42.56965752928608	7.271160352921044
red	5	1252.9462915601023	341.9104859335038	3274.079283887468	2828.066496163683	0.21438319149311486	391.0	65.73538780634745	16.601174646834316
red	6	1221.274647887324	295.59859154929575	2993.3661971830984	2793.8169014084506	0.19487362810822856	142.0	27.52666825422756	6.8510125781378495
red	7	996.8951841359774	267.1558073654391	3459.042492917847	2555.824362606232	0.21134891642948386	353.0	64.47832135855676	11.78454450502661
red	8	966.1677419354838	269.9741935483871	4167.064516129032	2243.916129032258	0.21840064299955114	155.0	29.79842183037544	8.560108106785675
red	9	1334.4086538461538	129.16826923076923	4426.254807692308	2532.6201923076924	0.0882551966993404	208.0	41.99704759958965	6.601325984385272
red	10	1202.0985915492959	320.8920187793427	4004.192488262911	2729.6666666666665	0.21069861928439534	213.0	44.157936478617906	6.734966131134285
red	11	742.1298701298701	91.9090909090909	5423.2467532467535	2273.116883116883	0.11019759891624235	77.0	21.652634778358582	7.664536785698834
red	12	1003.1725352112676	91.2394366197183	4283.760563380281	2805.7464788732395	0.08336845627435147	284.0	55.752341149233985	7.497933546022279
red	13	1265.8647959183672	295.3494897959184	3827.8341836734694	2994.265306122449	0.1891793410414447	392.0	47.27473355877626	26.572867137451453
red	14	1518.1347517730496	415.3758865248227	5619.695035460993	3091.517730496454	0.21482989454378726	282.0	40.758717204474706	12.089290487156319
red	15	968.4881516587677	263.8815165876777	4050.687203791469	2939.8483412322275	0.21412529323539592	211.0	40.06305125073502	9.21622277037011
red	16	714.5703703703704	166.3111111111111	3278.837037037037	2456.8814814814814	0.1888007803631043	135.0	37.816469709867654	6.0761239788079235
red	17	934.3153526970955	172.5767634854772	4768.630705394191	2904.2655601659753	0.15591109644963094	241.0	47.33129253635828	7.095662519825402
red	18	1445.2915129151293	451.1180811808118	3910.8819188191883	3489.4907749077493	0.23788008802806623	271.0	52.382795284822436	7.112381437040704
red	19	1549.486646884273	444.70623145400594	4690.551928783383	3158.4094955489613	0.2230006115680098	337.0	63.911631986604185	8.70543249348753
red	20	1113.334008097166	250.36234817813767	5000.795546558705	2713.7348178137654	0.18359097831863266	494.0	95.59914872445094	15.653614497399888
red	21	500.0135135135135	133.56756756756758	2438.7837837837837	2534.054054054054	0.21081369307880984	74.0	20.223894130964613	4.828310969929339
red	22	1508.5770491803278	383.9737704918033	4430.622950819672	3259.0163934426228	0.20288690084334093	305.0	86.57756895607719	5.354265609126931
red	23	1249.0615384615385	256.15384615384613	4766.092307692307	2739.8615384615387	0.1701775365651734	65.0	18.64367226364862	4.57269933411495
red	24	1083.0	24.397260273972602	1645.958904109589	4197.287671232877	0.022031172686788718	73.0	11.435123069064078	8.188081481867394
red	25	1008.4273858921161	284.8713692946058	4349.203319502075	2732.02489626556	0.22026725700627237	241.0	47.42668670743021	6.798225524478354
red	26	2080.840909090909	541.5	5415.768939393939	3264.337121212121	0.206494890928473	264.0	52.39131249471404	6.792629456572547
red	27	1688.9015151515152	163.5909090909091	5172.575757575758	2723.2954545454545	0.0883085441808538	132.0	37.28281105960191	4.821828946408612
red	28	1254.4444444444443	315.05555555555554	6965.488888888889	2765.811111111111	0.20073625712364165	90.0	26.895386703150855	4.462867512447039
red	29	2033.796875	556.390625	7297.171875	3035.796875	0.21480708442921603	64.0	10.77879799237669	7.564380846410116
red	30	708.6666666666666	179.77142857142857	1875.4666666666667	2409.8761904761905	0.20234547520528268	105.0	27.589059668481948	5.447725168493452
red	31	1328.1345029239767	364.62573099415204	4628.111111111111	3073.2573099415204	0.21540305808707189	171.0	44.287743287419204	8.599258867838738
red	32	1038.945945945946	270.6216216216216	3879.5783783783786	2793.9783783783782	0.2066496058116977	185.0	49.982804267674766	6.243948184802008
red	33	2159.3357664233577	509.7883211678832	6709.2773722627735	3178.189781021898	0.19099461262887302	137.0	27.64197427365102	6.480954840956759
