Group	ROI	12C	13C	14N_12C	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	2239.5438596491226	44.8421052631579	5837.982456140351	52.63157894736842	432.96491228070175	2438.8070175438597	0.01962982873819215	57.0	11.385156740317543	6.648053223439404
red	2	1630.5555555555557	15.444444444444445	2551.222222222222	57.25925925925926	596.7407407407408	7553.962962962963	0.009383016065883624	27.0	8.865847879606418	3.8250894469166252
red	3	1988.888888888889	20.925925925925927	3125.814814814815	141.03703703703704	321.14814814814815	7946.814814814815	0.010411867686354003	27.0	9.306453302780408	3.8627439885007218
red	4	2435.12	23.8	1357.66	79.04	122.74	6790.58	0.009679046085273209	50.0	9.739434968243142	6.520199881856593
red	5	4729.8702290076335	93.52671755725191	15709.75572519084	139.23664122137404	905.2442748091603	6943.198473282443	0.01939021784716672	131.0	29.180204736217288	6.230789934973528
red	6	4147.107142857143	41.42857142857143	738.4642857142857	78.92857142857143	118.57142857142857	7752.5	0.009890943817733781	28.0	6.799991592076638	5.288118378056613
red	7	5172.724137931034	97.38620689655173	16604.8	103.59310344827587	978.9241379310345	5659.758620689655	0.01847896922919889	145.0	29.152722226720392	7.048098694968278
red	8	5434.971098265896	110.55491329479769	16846.42774566474	169.14450867052022	1090.0462427745665	7651.843930635838	0.019935874985407182	173.0	47.7385396562521	4.835500011730885
red	9	4819.944134078212	93.72067039106145	16260.759776536313	109.96648044692738	857.3351955307263	6643.882681564246	0.019073476543580437	179.0	46.02608721500772	5.504931192253101
red	10	3414.813186813187	64.96703296703296	15102.45054945055	52.79120879120879	729.5164835164835	5330.725274725275	0.018669866734036505	91.0	24.989904164024434	5.381456090866508
red	11	5210.849514563107	113.47572815533981	16435.194174757282	75.50485436893204	897.1019417475728	6199.669902912621	0.021312696535683906	206.0	51.0617990218278	5.787748664137858
red	12	4681.341397849463	97.45161290322581	14771.911290322581	49.95161290322581	709.1559139784946	5675.94623655914	0.020392515993882022	372.0	74.45236028965766	35.99279302336752
red	13	4442.432692307692	44.73076923076923	3787.6826923076924	24.990384615384617	1191.3653846153845	6624.884615384615	0.009968607030739396	104.0	28.741518522567045	4.764323840377447
red	14	6152.116564417178	129.5521472392638	14842.588957055215	128.29447852760737	979.3865030674847	7223.638036809816	0.020623842673979795	163.0	35.74532040840157	6.364534975517766
red	15	6215.805147058823	132.8014705882353	16392.033088235294	153.9485294117647	909.0698529411765	7696.985294117647	0.020918207503846663	272.0	57.609831404312246	7.248780971081869
red	16	2361.4160583941607	32.21897810218978	7054.343065693431	49.92700729927007	480.5620437956204	4830.423357664234	0.013460271766973238	137.0	31.594820871238262	13.333723396600739
red	17	3974.9897172236506	80.97943444730078	13149.660668380462	41.58611825192802	606.9537275064267	6086.339331619537	0.019965495648293922	389.0	70.63165441096892	9.149190923042074
red	18	1887.5294117647059	25.33823529411765	7388.088235294118	87.58823529411765	432.9117647058824	5589.308823529412	0.013246204113011724	68.0	21.741530795344843	4.160860378611214
red	19	771.5714285714286	8.380952380952381	210.52380952380952	1.7142857142857142	31.19047619047619	2865.4285714285716	0.010745466756212223	21.0	6.13308385891302	4.332001241977311
red	20	2338.5942028985505	25.115942028985508	1890.3188405797102	26.0	121.14492753623189	5095.739130434783	0.01062564379261294	69.0	10.637611285597105	8.352291952029276
red	21	2168.590909090909	28.757575757575758	8441.939393939394	92.9090909090909	446.3181818181818	10967.727272727272	0.013087398724357869	66.0	20.528254579848106	4.355352184027188
red	22	3638.048387096774	68.79838709677419	16405.354838709678	66.79838709677419	710.5322580645161	4819.814516129032	0.018559814119034308	124.0	31.668770467861417	5.354985127108813
red	23	3653.497512437811	63.398009950248756	16312.646766169155	56.81094527363184	695.6567164179105	4489.761194029851	0.017056710248749826	201.0	35.56153764673241	7.614534401925305
red	24	941.21875	9.25	388.09375	8.09375	76.90625	5188.5625	0.009732040111786947	32.0	8.457174323504354	4.922012033900228
red	25	1936.0246913580247	25.62037037037037	7964.876543209876	60.589506172839506	463.0524691358025	4964.308641975309	0.013060655502987068	324.0	54.299944349994874	11.885726807786092
