Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1300.9565217391305	13.347826086956522	33.65217391304348	2261.478260869565	492.04347826086956	5.086956521739131	206.69565217391303	2952.8695652173915	0.01015581064540673	23.0	5.897678246195885	4.86335007099463
red	2	1176.9159663865546	11.521008403361344	33.15126050420168	4948.495798319328	583.9159663865546	7.07563025210084	97.50420168067227	3588.90756302521	0.009694252743523023	119.0	29.69035932202849	5.779555434432391
red	3	1130.0945273631842	11.039800995024876	28.865671641791046	2455.0298507462685	107.55223880597015	2.985074626865672	41.014925373134325	2917.129353233831	0.009674409682257332	201.0	52.984239952202145	5.316118781153466
red	4	952.5217391304348	9.782608695652174	31.304347826086957	1288.0434782608695	267.19565217391306	5.304347826086956	154.7391304347826	3245.217391304348	0.010165815750237202	46.0	11.570970667578939	5.146178019365755
red	5	1265.4479166666667	13.96875	25.895833333333332	2781.25	292.0625	3.6666666666666665	59.072916666666664	2709.4375	0.01091806161662216	96.0	25.51548349180482	5.314422667660797
red	6	819.5666666666667	7.658333333333333	26.033333333333335	3919.116666666667	318.975	8.316666666666666	72.03333333333333	2704.3166666666666	0.009257860114640314	120.0	32.56565348358183	5.0870633166174
red	7	1162.7586206896551	11.482758620689655	31.689655172413794	1987.8620689655172	357.7241379310345	6.0344827586206895	146.72413793103448	3632.2758620689656	0.009778874108008106	29.0	7.9131250041188235	4.658446191732855
red	8	934.7314814814815	9.601851851851851	30.541666666666668	2196.7638888888887	265.72222222222223	4.222222222222222	68.62962962962963	3222.050925925926	0.010167862885829706	216.0	59.24781046600554	5.1304091109251235
red	9	971.6344086021505	29.35483870967742	18.978494623655912	3216.1075268817203	215.83870967741936	9.78494623655914	60.55913978494624	3249.2580645161293	0.02932582821295063	93.0	21.305279929282253	5.7644997088451895
red	10	1961.5062240663901	71.09958506224066	19.074688796680498	4669.365145228216	105.30705394190872	15.605809128630705	100.03734439834025	2479.933609958506	0.03497952467858032	241.0	31.820630103579873	10.173788373993741
red	11	1182.9354838709678	12.741935483870968	36.58064516129032	2006.774193548387	536.8709677419355	7.774193548387097	84.12903225806451	3677.548387096774	0.010656666486807317	31.0	7.924420004491494	5.00453784259979
red	12	1064.0	11.216666666666667	25.75	2002.85	374.3	4.9	107.91666666666667	4228.85	0.010432005952288687	60.0	14.075984275827157	7.074209810603897
