Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	2928.73417721519	30.481012658227847	47.74683544303797	1903.1012658227849	362.49367088607596	14.291139240506329	514.5569620253165	5240.455696202532	0.010300370436910232	79.0	12.654620418011103	7.989035635921993
red	2	2049.766666666667	20.966666666666665	38.93333333333333	2534.3	115.2	2.6666666666666665	33.43333333333333	3782.3333333333335	0.010125237436013007	30.0	8.048561642713345	4.84637206063568
red	3	2341.6146095717886	25.062972292191436	36.81108312342569	3017.8186397984887	145.96725440806046	3.397984886649874	41.12846347607053	3396.9445843828717	0.010589939451089912	397.0	76.53323111229473	7.182479425263669
red	4	1616.4545454545455	17.09090909090909	47.27272727272727	2358.9545454545455	634.4545454545455	9.227272727272727	155.36363636363637	6863.045454545455	0.010462463130947744	22.0	8.095451771907586	3.5420764018887994
red	5	1575.432098765432	16.625514403292183	40.4238683127572	2205.2880658436216	89.90123456790124	2.4444444444444446	35.42798353909465	3314.3991769547324	0.010442784397859747	243.0	77.01474143957176	4.449072063483829
red	6	3005.3986486486488	31.60810810810811	35.810810810810814	4364.601351351352	162.78378378378378	3.810810810810811	52.62162162162162	3467.1689189189187	0.010407651559479128	148.0	46.45081120459992	5.525028219620414
red	7	2318.0714285714284	24.642857142857142	30.047619047619047	4239.9047619047615	153.35714285714286	3.0	47.45238095238095	2926.0476190476193	0.010518934081346423	42.0	15.094197398554991	3.915448604345911
red	8	4185.212121212121	45.176767676767675	33.4040404040404	4828.732323232323	129.5909090909091	3.601010101010101	46.77777777777778	3292.2323232323233	0.010679105128000028	198.0	63.950127021555986	4.61883164097714
red	9	1541.9375	15.75	44.3125	2471.78125	409.4375	8.28125	198.46875	4025.625	0.01011114231834049	32.0	7.729812416870153	5.196152422706632
red	10	3362.8815789473683	34.44078947368421	30.460526315789473	3796.6710526315787	73.67105263157895	2.986842105263158	40.75	3392.032894736842	0.010137627737014251	152.0	49.59124550408678	4.522480424190695
red	11	2060.9411764705883	20.352941176470587	43.73529411764706	3791.6470588235293	386.29411764705884	5.705882352941177	115.76470588235294	3691.676470588235	0.00977898366400995	34.0	8.600290126547158	5.009374538665205
red	12	3242.0	33.19230769230769	33.30769230769231	4813.826923076923	178.1153846153846	4.576923076923077	62.73076923076923	2728.423076923077	0.01013446068933122	52.0	15.207909506819902	4.41460294948567
red	13	3636.4561403508774	35.280701754385966	25.333333333333332	5220.736842105263	59.10526315789474	2.7017543859649122	36.01754385964912	3509.2280701754385	0.009608722866466943	57.0	15.28433586494055	5.027413667728863
red	14	1726.1	17.7	39.45	3048.1	287.1	4.8	63.0	3491.6	0.010150246587911457	20.0	6.425028696471611	3.9394169936065797
red	15	2749.2176470588233	28.46470588235294	31.905882352941177	5046.470588235294	161.16470588235293	4.2176470588235295	55.49411764705882	3181.358823529412	0.0102476461544326	170.0	50.420546809934834	5.857608178601653
red	16	1307.7105263157894	13.105263157894736	38.8421052631579	2791.5789473684213	352.3421052631579	3.736842105263158	54.71052631578947	3733.3947368421054	0.009922097587216832	38.0	14.70409896307113	3.178877656956105
red	17	1513.6666666666667	15.283333333333333	34.53333333333333	2625.258333333333	137.1	2.783333333333333	44.108333333333334	3025.141666666667	0.009995966730980957	120.0	37.305084903244385	4.369792306983524
red	18	2086.6875	21.520833333333332	41.770833333333336	4390.8125	498.7708333333333	8.479166666666666	97.45833333333333	3977.8333333333335	0.010208115105638673	48.0	14.896517130325915	4.453855963259485
red	19	2175.259259259259	22.055555555555557	30.296296296296298	4185.083333333333	189.02777777777777	3.5555555555555554	54.28703703703704	2999.962962962963	0.010037503687160254	108.0	34.53737648503603	4.217778202528333
red	20	1226.983870967742	11.67741935483871	26.016129032258064	4532.419354838709	142.43548387096774	2.806451612903226	55.75806451612903	2727.2580645161293	0.009427451593161192	62.0	19.83861658031791	4.359322635922654
red	21	1773.2571428571428	17.857142857142858	46.91428571428571	4006.2	475.3142857142857	8.4	134.88571428571427	4629.8	0.009969851170061734	35.0	12.723642747431699	3.7509640843734204
