Group	ROI	12C	13C	14N_12C	31P	32S	SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	4026.404761904762	60.714285714285715	2975.4761904761904	35.54761904761905	282.4047619047619	6704.9047619047615	0.014855032360668534	42.0	8.893022384828239	5.948978344147368
red	2	4373.948453608247	65.85567010309278	3289.257731958763	32.618556701030926	252.94845360824743	7005.20618556701	0.014833012508678519	97.0	18.582724916764597	6.793697782971924
red	3	951.8478260869565	10.282608695652174	753.5434782608696	66.6086956521739	78.52173913043478	5770.065217391304	0.010687333363459714	46.0	8.248824952319234	7.152827137246779
red	4	5182.847826086957	79.3695652173913	7132.271739130435	36.40217391304348	434.8804347826087	7259.782608695652	0.01508291264221563	92.0	14.848417480052184	8.04858352915551
red	5	1344.5294117647059	16.15686274509804	1275.7058823529412	32.568627450980394	153.94117647058823	7324.0	0.011874054326680596	51.0	9.15106678652829	7.1181331145756666
red	6	8444.940298507463	210.84477611940298	12277.725373134328	107.21492537313434	562.6716417910447	6851.429850746269	0.024358827570414472	335.0	23.28092295600866	18.397433121282265
red	7	1465.125	18.770833333333332	2612.1458333333335	46.395833333333336	209.66666666666666	6941.541666666667	0.012649697446193157	48.0	8.082903768654761	7.69469514232587
red	8	4706.891891891892	52.054054054054056	2534.3783783783783	53.729729729729726	206.21621621621622	7228.756756756757	0.010938147784258381	37.0	10.123560958797379	4.67122112442558
red	9	3701.0444444444443	55.044444444444444	3724.8333333333335	26.822222222222223	239.13333333333333	6456.455555555555	0.014654723589549412	90.0	15.893140557957409	7.254028033526069
red	10	4226.306306306306	65.73873873873873	4288.009009009009	26.07207207207207	290.0900900900901	6345.45045045045	0.015316413981868825	111.0	23.792262776976973	6.236562510292265
red	11	3822.4	55.355555555555554	2671.4444444444443	68.86666666666666	246.33333333333334	6630.6	0.014275153439274723	45.0	9.408358590249406	6.093293094546298
red	12	7720.1122448979595	143.76530612244898	3327.469387755102	5.479591836734694	147.41836734693877	6626.581632653061	0.018281732540938934	98.0	12.899575246598914	9.86370891413132
red	13	10334.754237288136	110.1864406779661	1769.8276836158193	7.454802259887006	288.48022598870057	5586.014124293785	0.010549264383129291	354.0	56.49015560451201	10.573469521726734
red	14	2232.803738317757	32.02803738317757	2449.4392523364486	11.953271028037383	157.47663551401868	6122.252336448598	0.01414146415941437	107.0	27.579975290890978	5.200130349510073
red	15	3960.8192771084337	93.20481927710843	4074.0722891566265	17.85542168674699	225.3855421686747	6091.44578313253	0.022990691979410612	83.0	11.6586108777075	9.109398040198753
red	16	8460.017857142857	166.57142857142858	3549.489285714286	8.264285714285714	141.90357142857144	5278.635714285714	0.019309071413342056	280.0	38.01583598763951	10.577811291184629
red	17	6321.462686567164	98.02985074626865	4534.089552238806	30.35820895522388	429.089552238806	6449.992537313433	0.015270654210822448	134.0	27.176465676547455	6.578532784314665
red	18	1480.3783783783783	19.85810810810811	1874.587837837838	14.371621621621621	144.34459459459458	5333.5878378378375	0.013236651879208233	148.0	23.891790036976545	8.372127700033488
red	19	5333.219780219781	82.94505494505495	5201.263736263736	31.63736263736264	376.7692307692308	6457.263736263736	0.01531435203126173	91.0	19.070519764286292	6.289620701649018
red	20	8901.59659090909	197.82386363636363	5583.272727272727	15.8125	245.23295454545453	5891.392045454545	0.02174027067158373	176.0	27.111066987455988	8.451206898505296
red	21	4124.021428571428	65.14285714285714	4023.3785714285714	23.17142857142857	271.4642857142857	5727.192857142857	0.015550322856757996	140.0	30.200457087880753	6.440444896013258
red	22	11847.659751037345	214.99585062240664	8767.278008298756	13.726141078838173	411.51452282157675	7640.282157676348	0.017823260293763545	241.0	34.02741512391507	10.04235455977124
red	23	9537.120622568093	182.4591439688716	9855.311284046693	67.6887159533074	727.5097276264592	7168.610894941634	0.018772328470110476	257.0	20.564841853777445	16.009594981049247
red	24	1659.6693548387098	22.282258064516128	2829.6209677419356	8.112903225806452	154.3790322580645	5169.169354838709	0.013247859149797182	124.0	16.811741008670907	9.470866388407721
red	25	4263.735294117647	44.13235294117647	1103.6617647058824	6.720588235294118	162.58823529411765	6966.661764705882	0.010244593510505743	68.0	16.36975190551728	5.632340905370061
red	26	8125.282352941176	102.07058823529412	8740.811764705883	45.44705882352941	456.81176470588235	7442.070588235294	0.012406248882851321	85.0	15.532467958194934	7.030709923913953
red	27	6170.511961722488	74.59808612440192	6976.99043062201	23.172248803827753	413.64593301435406	6913.377990430622	0.011945039487353934	209.0	16.5021779083269	16.21957638916819
red	28	5306.0515873015875	96.7579365079365	5206.392857142857	33.5	326.4920634920635	5914.440476190476	0.017908818750973186	252.0	56.206087221767	6.438477344189211
red	29	8408.091836734693	193.68367346938774	10474.367346938776	11.979591836734693	514.8571428571429	7122.561224489796	0.022516708700386964	98.0	22.74558519564281	5.963469531372781
red	30	3301.1272727272726	33.43636363636364	4085.4727272727273	37.163636363636364	165.43636363636364	6370.927272727273	0.010027208139541223	55.0	14.559577775550283	4.959490521956028
red	31	4341.387096774193	69.5	4681.903225806452	25.870967741935484	316.30645161290323	7245.467741935484	0.015756467684431848	62.0	10.219031327149235	7.901587334048374
red	32	8788.072164948453	193.61855670103094	10413.37113402062	50.30927835051546	540.7938144329897	7540.216494845361	0.021557027813742503	97.0	18.505258700387174	6.870055155881942
red	33	6493.086956521739	96.04347826086956	6483.260869565217	11.333333333333334	370.5652173913044	7302.260869565217	0.014576047509072914	69.0	11.932532922283563	7.412917916075523
red	34	7151.471641791045	139.22388059701493	8409.155223880596	42.0089552238806	510.63283582089554	7353.829850746269	0.019096104091782494	335.0	31.31792506963711	16.886749731440894
red	35	4158.304878048781	68.0609756097561	4421.731707317073	20.963414634146343	289.3170731707317	6158.3536585365855	0.016103900600758305	82.0	15.968813716920073	6.789603349084425
red	36	5743.169014084507	111.72535211267606	8157.577464788732	17.58450704225352	389.7676056338028	5435.077464788732	0.019082385628972992	142.0	24.97953984029817	7.47814209575416
red	37	2364.8	33.63333333333333	2587.633333333333	13.95	150.7	4809.583333333333	0.014023042819618362	60.0	8.846470848862579	8.719451955777581
red	38	942.7877094972067	11.279329608938548	1870.9217877094973	62.212290502793294	166.91620111731842	4250.888268156425	0.011822365878508942	179.0	30.01451329272081	7.911040661553899
red	39	3646.112676056338	66.37323943661971	4596.894366197183	50.66901408450704	229.27464788732394	6009.211267605634	0.01787838148008339	142.0	35.13229559471921	5.751372282749513
red	40	2783.9402985074626	31.17910447761194	4610.328358208955	67.28358208955224	333.25373134328356	6113.850746268657	0.011075588639171213	67.0	11.10920490869818	7.829444557112492
red	41	5779.699115044248	79.01769911504425	5463.858407079646	20.787610619469028	307.4070796460177	7650.58407079646	0.013487202338244957	113.0	19.50129804567274	7.4280916666409125
