Group	ROI	12C	13C	14N_12C	31P	32S	SE	STDEV_12C	STDEV_13C	STDEV_14N_12C	STDEV_31P	STDEV_32S	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	2239.5438596491226	44.8421052631579	5837.982456140351	52.63157894736842	432.96491228070175	2438.8070175438597	34.993268228099836	1.1898279950708164	128.25118064868934	3.1006141806567697	8.501478694267984	191.4800825144788	0.01962982873819215	57.0	11.385156740317543	6.648053223439404
red	2	1630.5555555555557	15.444444444444445	2551.222222222222	57.25925925925926	596.7407407407408	7553.962962962963	23.2565658580503	0.9887339777864654	56.54769242030369	1.282564937609035	13.099345274436798	205.6601167593357	0.009383016065883624	27.0	8.865847879606418	3.8250894469166252
red	3	1988.888888888889	20.925925925925927	3125.814814814815	141.03703703703704	321.14814814814815	7946.814814814815	47.07374867543021	0.8362925662186372	82.61967729026438	3.674507695992117	7.601296493216664	105.29467484893021	0.010411867686354003	27.0	9.306453302780408	3.8627439885007218
red	4	2435.12	23.8	1357.66	79.04	122.74	6790.58	48.85613689189926	0.7071067811865475	22.57541335169746	1.5543384444836974	2.222216911104764	152.20609209883813	0.009679046085273209	50.0	9.739434968243142	6.520199881856593
red	5	4729.8702290076335	93.52671755725191	15709.75572519084	139.23664122137404	905.2442748091603	6943.198473282443	67.90194155309449	1.8170609927552441	167.7148536634116	1.8304965349240787	8.765992180885029	69.8700688129009	0.01939021784716672	131.0	29.180204736217288	6.230789934973528
red	6	4147.107142857143	41.42857142857143	738.4642857142857	78.92857142857143	118.57142857142857	7752.5	72.09564118426077	1.4806822160993511	23.213597909747893	4.900522819731129	3.2507568080483784	117.19891406998477	0.009890943817733781	28.0	6.799991592076638	5.288118378056613
red	7	5172.724137931034	97.38620689655173	16604.8	103.59310344827587	978.9241379310345	5659.758620689655	92.8933453010153	1.780971857413418	187.89690866369932	3.6600812392525626	14.860713860162917	54.253552156554704	0.01847896922919889	145.0	29.152722226720392	7.048098694968278
red	8	5434.971098265896	110.55491329479769	16846.42774566474	169.14450867052022	1090.0462427745665	7651.843930635838	51.88476942084867	1.2680548582437725	143.0745163507557	5.5778621294202235	15.546044378190675	100.99025299524874	0.019935874985407182	173.0	47.7385396562521	4.835500011730885
red	9	4819.944134078212	93.72067039106145	16260.759776536313	109.96648044692738	857.3351955307263	6643.882681564246	39.59925634407387	1.0878234542680167	138.67207304609323	1.5696812874113126	5.976039797469503	75.97054159457052	0.019073476543580437	179.0	46.02608721500772	5.504931192253101
red	10	3414.813186813187	64.96703296703296	15102.45054945055	52.79120879120879	729.5164835164835	5330.725274725275	42.90268054666396	1.1950720523671887	202.29220638018433	1.9390243933482096	8.061237106506882	38.644310049152054	0.018669866734036505	91.0	24.989904164024434	5.381456090866508
