Group	ROI	12C	13C	14N_12C	SE	STDEV_12C	STDEV_13C	STDEV_14N_12C	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1681.7472527472528	17.934065934065934	3242.065934065934	3675.5714285714284	33.43848460929726	0.4886842216798345	60.68260185109784	20.77850913663212	0.010551428516011405	91.0	13.897194358528823	8.414811874330082
red	2	897.5555555555555	57.30555555555556	2802.777777777778	2750.9166666666665	9.77323477513058	1.4770985513213064	23.558179594118723	16.73658367244317	0.06001454545454545	36.0	10.11645152900598	4.581565430571293
red	3	706.3571428571429	34.55357142857143	4047.5178571428573	2481.6785714285716	11.957925510191497	0.766784817210011	69.8711139945283	12.57695969897651	0.04663661998987732	56.0	15.050227609746818	5.362457926852531
red	4	887.375	14.34375	1069.3125	3249.6875	23.181044839345567	0.7093259550776885	55.260488213706424	24.857462312496573	0.015907121815976435	32.0	10.210655643052412	4.076458185606952
red	5	587.95	36.72	1837.16	2247.44	11.58813509586422	0.9938893298551909	67.31568869141873	7.485844240965744	0.05878303744377031	100.0	29.21577534640295	5.078904498857363
red	6	484.6470588235294	21.66176470588235	3155.0	2157.970588235294	9.121272579769533	0.5954720827402578	59.955104130054465	18.365986658975423	0.04278369978796944	136.0	35.81613740948985	6.057979098108789
red	7	972.927374301676	53.93296089385475	4017.0837988826815	2506.6480446927376	9.656466283793385	0.776098014056173	28.66577497108614	14.675284179765066	0.052522197075208915	179.0	27.263958315542695	8.47019902273561
red	8	406.98148148148147	16.11111111111111	3393.675925925926	2279.546296296296	5.7316233076672765	0.3889623681316587	25.649100225355262	9.874342403650832	0.03807939773274391	108.0	30.313152680016977	5.766157912086283
red	9	753.1117318435754	32.28491620111732	4302.91061452514	2529.1899441340784	8.805790966082805	0.5520974777247702	40.89755858682136	8.101147237140571	0.04110651131691634	179.0	43.9132991268798	6.742194277001858
red	10	707.0833333333334	6.916666666666667	689.1666666666666	3051.1666666666665	12.703596567143524	0.7679186637099493	18.285860252806955	9.821202498600593	0.009687208216619982	12.0	4.47213595499958	3.265986323710904
red	11	775.3553719008264	51.50413223140496	3182.5206611570247	1964.1652892561983	12.325137054638855	1.0327023498689847	42.08163362995453	10.815831949721904	0.06228885557221389	121.0	21.312394469777132	8.725394035377294
