Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	STDEV_12C	STDEV_13C	STDEV_18O	STDEV_14N_12C	STDEV_28Si	STDEV_31P	STDEV_32S	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	167.0	1.9444444444444444	8.194444444444445	83.75	11.583333333333334	1.4444444444444444	21.22222222222222	2402.027777777778	5.005244163455212	0.1617060110793794	0.4887933057516229	1.4919407983157418	0.4450950099711685	0.17762338975232297	0.6099877441481706	5.6195599360778665	0.011509371917132522	36.0	7.3450056870841	6.163534948521058
red	2	186.41304347826087	1.9782608695652173	15.673913043478262	847.3913043478261	53.47826086956522	1.6956521739130435	161.58695652173913	2869.586956521739	3.8747615436059646	0.18314912379032328	0.6791899627546762	5.815327366767452	1.6305040943049371	0.1941234119606863	2.127010577132377	15.538554285046441	0.01050080775444265	46.0	8.787547742844877	6.6067064324528
red	3	314.1818181818182	2.8181818181818183	9.863636363636363	512.9090909090909	68.77272727272727	2.1363636363636362	188.5	2417.9545454545455	8.937948708874107	0.34994901421058067	0.6781582208466387	14.636633127235143	3.2581314792820297	0.2749564544445561	4.647824515541946	36.284771142029435	0.008890163464295957	22.0	5.752469825293227	4.851514205136848
red	4	1010.5042016806723	9.252100840336135	5.638655462184874	405.2352941176471	14.546218487394958	1.596638655462185	33.621848739495796	3413.890756302521	9.166668156499883	0.24821045471069467	0.26299462663147277	6.3447738381425856	0.9158312982768277	0.12079774364851796	0.9706512836765958	31.336229754640918	0.009072854776639666	119.0	26.951953273324452	5.9856202772265945
red	5	434.78014184397165	4.141843971631205	24.53191489361702	1254.1347517730496	179.31914893617022	9.631205673758865	327.709219858156	3514.3971631205673	7.016805598465572	0.1744685349367688	0.5048483003804196	15.964733465921409	3.1285249787596108	0.3348255940237132	4.613305244956584	33.472218404259245	0.009436401240951396	141.0	18.684683004364082	9.949799524071201
red	6	399.1547619047619	4.071428571428571	13.392857142857142	864.4761904761905	115.5952380952381	2.9404761904761907	202.89285714285714	2698.2261904761904	9.431028630743604	0.20258093360798704	0.49544920441568835	14.50966794150751	2.8635899012150814	0.20087054759805947	3.907447459802575	52.07319044418009	0.010097133240825486	84.0	14.26447961987954	7.7241791259334525
red	7	317.30357142857144	3.1607142857142856	10.160714285714286	511.55357142857144	51.089285714285715	1.8214285714285714	150.125	2931.0	10.635571560818514	0.2227162811956526	0.3675074496974046	8.910800874287895	1.4319773652410441	0.18576088504847887	3.524699880479043	23.238558738546974	0.00986292209963223	56.0	10.762617799827913	6.596051457464628
red	8	262.7916666666667	2.5833333333333335	15.5	1260.875	112.45833333333333	5.541666666666667	114.20833333333333	3383.75	5.249993110665674	0.26949455433239244	0.5713045500334204	28.04493619498101	5.672172315184734	0.38630715446726144	2.882525878429336	62.12381929349734	0.009734652221698854	24.0	6.479942233986865	4.723971231892597
red	9	422.8181818181818	3.7045454545454546	11.25	895.4772727272727	26.295454545454547	1.6590909090909092	99.25	2244.7045454545455	18.424159734119208	0.3891338462058527	0.5530951601653618	34.36507164866285	1.1929456673038357	0.1844782172021636	3.4878959830289884	23.315270497538805	0.0086854585176107	44.0	8.591750800516843	6.4666979068286325
red	10	2329.866666666667	22.44	8.4	1973.0533333333333	59.08	2.7866666666666666	655.2	3879.32	54.58657981863579	0.8002755081151046	0.32605384695033285	59.57994559941818	1.5470987902091664	0.17312123775829172	18.091785735828044	38.635229335125956	0.009539572504718773	75.0	13.885864007806447	6.996775660659305
red	11	90.31111111111112	0.8666666666666667	8.755555555555556	115.73333333333333	15.577777777777778	1.0444444444444445	23.711111111111112	2474.733333333333	2.2835584581578847	0.124126578166835	0.4111478128428837	2.1990794931707107	0.654321919403017	0.1472565764715754	0.9326040654723352	18.735281301120054	0.00950524006824275	45.0	8.718711011574097	6.582121634415215
red	12	181.84	1.54	19.38	563.74	126.72	4.08	128.3	3406.88	4.61764961858303	0.17253405460951762	0.6632586222583162	9.333072805887673	4.843803464221066	0.22421418331586432	2.9791609557054817	84.28285538589685	0.008397862362307777	50.0	8.577104426560997	7.383960973344031
red	13	261.6764705882353	2.676470588235294	13.494117647058824	682.8705882352941	20.294117647058822	3.2705882352941176	37.305882352941175	2512.0882352941176	2.352391155437017	0.11811757123751689	0.27606316147348503	10.762213071927961	0.6223433257804704	0.14038416658426814	0.7634399956173389	7.934170496628523	0.010124610591900311	170.0	64.92065675190297	4.134296789851728
red	14	447.5853658536585	4.780487804878049	14.512195121951219	300.4390243902439	38.5609756097561	3.926829268292683	48.34146341463415	2656.9756097560976	5.642953269866463	0.3910239081619625	0.48428234401061854	6.969214941956058	1.1939012085435772	0.2975014812623435	1.3565053589766083	19.310096295024398	0.010567746805413274	41.0	10.856042489626933	4.899465182239891
red	15	360.89285714285717	3.5	15.25	606.7857142857143	97.39285714285714	2.857142857142857	87.89285714285714	3479.535714285714	9.420496987100256	0.414962501379366	0.5661024101481199	13.836910592765518	3.338985580749759	0.31829538694861675	3.307127154280171	89.78850549904584	0.009605018131921984	28.0	8.246211251235321	4.20883424647321
