Group	ROI	12C	13C	14N_12C	SE	STDEV_12C	STDEV_13C	STDEV_14N_12C	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1004.2348484848485	739.3257575757576	5710.454545454545	13481.939393939394	17.55565026630409	13.341537146488909	80.58734642893882	96.8173191724123	0.42403215294373237	132.0	36.087391936273335	6.065941286967005
red	2	1399.3225806451612	1372.6693548387098	5250.596774193548	13733.024193548386	15.068416416709981	16.086252628996156	50.366603365399655	46.749430964320105	0.49519240560095656	124.0	24.0374660849758	6.825719210164651
red	3	1190.8863636363637	765.0	5171.477272727273	13273.181818181818	35.25787632492775	25.635788284252243	107.88257913085543	132.05157013002216	0.3911270175112423	132.0	31.784766036599986	6.664014463515937
red	4	495.9303482587065	359.55223880597015	2489.5771144278606	10529.213930348258	13.638400412607016	18.621044305961778	80.37350235040435	185.44935821882893	0.4202917093142272	201.0	52.067792163211536	7.717615444255876
red	5	706.3696682464455	427.85781990521326	2871.9431279620853	13406.037914691944	8.93175607666189	7.05211316850789	37.56018786241866	47.47129084010457	0.37722399110821403	211.0	69.64104816390318	4.985243347969595
red	6	1564.9166666666667	25.99074074074074	2789.9074074074074	13590.481481481482	36.61847545080986	0.5619226758949187	63.96874576713275	87.22470162541251	0.016337054324925212	108.0	13.869098466859146	10.109039980889431
red	7	823.4741379310345	579.6120689655172	4483.663793103448	10116.995689655172	15.08135380365594	10.034398593792234	146.93971382646328	328.304963841194	0.4130979736787132	232.0	67.93097439974309	4.9995083090366155
red	8	706.0192307692307	537.2115384615385	3109.8653846153848	13128.038461538461	15.583153796235905	15.348017443680629	94.73840903032027	149.60269859589243	0.4321092686548694	52.0	15.047178745716955	4.581560413015694
red	9	1029.585635359116	908.9779005524862	3418.182320441989	13989.226519337017	21.618299474159617	22.335897985202074	47.864410901420314	5.330474562198529	0.4688924988600091	181.0	50.97687628751591	5.299918502485043
red	10	1184.109489051095	1063.6715328467153	5666.773722627737	13730.912408759124	16.544923448575847	15.440331493148374	58.227023350095074	33.73676669379409	0.4732095886941217	274.0	74.0168649918643	7.243270165701254
