Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	STDEV_12C	STDEV_13C	STDEV_18O	STDEV_14N_12C	STDEV_28Si	STDEV_31P	STDEV_32S	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	672.170731707317	6.463414634146342	23.585365853658537	499.4146341463415	310.1951219512195	2.5365853658536586	76.7560975609756	4196.024390243902	19.424831935020105	0.39644097958985963	0.8469953260784197	6.293531386339003	7.771209354985786	0.21841885160398153	1.7988629126398166	44.999233092875166	0.009524151811385854	41.0	7.904831386074629	6.692019367026035
red	2	915.344262295082	9.721311475409836	18.24590163934426	402.08196721311475	34.50819672131148	2.4918032786885247	27.557377049180328	3993.655737704918	39.832826457031395	0.44663100157435554	0.45822867873241596	5.472920563140115	0.9214290079688776	0.1759879409083505	0.8500990631569318	22.035712691737196	0.0105087809459675	61.0	10.074487429302891	7.834350590848477
red	3	295.05128205128204	3.1538461538461537	36.53846153846154	809.5512820512821	644.025641025641	9.038461538461538	112.76923076923077	6205.51282051282	4.119153056793559	0.1758579262244128	0.7274310411911661	14.341537574883686	12.323120329732639	0.32607598030982343	2.1263448060839014	72.4670315291185	0.01057609630266552	78.0	17.039155143080205	6.258501071784939
red	4	284.765625	3.1875	36.984375	1113.234375	529.59375	10.359375	107.796875	5450.796875	4.723132391087533	0.1912068476643815	0.9324060011216865	29.56480189065606	9.908731913804532	0.33098986505856093	1.8961283136399576	77.13155924450145	0.011069510011395084	64.0	11.44742894192685	7.324197609263114
red	5	247.60526315789474	2.986842105263158	37.44736842105263	814.671052631579	503.4736842105263	7.105263157894737	105.44736842105263	5652.105263157895	5.815434585128504	0.1846736856473569	0.7926241386826012	12.677307416142067	14.008758559296004	0.3077816635423366	2.067707351160285	99.47589732108456	0.011919138881596219	76.0	12.878977812327063	7.652716084735942
