Group	ROI	12C	13C	18O	14N_12C	28Si	31P	32S	SE	STDEV_12C	STDEV_13C	STDEV_18O	STDEV_14N_12C	STDEV_28Si	STDEV_31P	STDEV_32S	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	4098.877192982456	148.41812865497076	30.362573099415204	4995.040935672515	149.94736842105263	36.485380116959064	178.9795321637427	4753.4678362573095	45.38273026723805	1.798341193680925	0.3272639306570324	51.45999193918988	6.43869014054593	0.46429053740877363	1.8659435402360212	34.293695717590964	0.034944150904428345	342.0	51.07627041965951	9.157861350272858
red	2	2009.2222222222222	22.22222222222222	35.166666666666664	1395.3333333333333	414.55555555555554	6.611111111111111	102.0	3919.6666666666665	51.49862491005839	1.0200325447348453	1.5855247992033705	21.15871825098797	8.354130427453395	0.4852063891323668	3.1710495984067415	38.58436323719433	0.010939123776185528	18.0	5.693388843125944	3.935296437229382
red	3	2054.4186046511627	20.88372093023256	22.930232558139537	5111.139534883721	116.65116279069767	2.186046511627907	33.72093023255814	2091.5116279069766	39.30366355997127	0.737769798172353	0.6670774054276064	55.487939153025046	6.442564290400526	0.2377463459030495	1.2254404320307688	18.220343918173164	0.010062977655258971	43.0	13.60631194345406	4.178510077889824
red	4	2843.8225806451615	29.467741935483872	30.31451612903226	3634.6129032258063	164.50806451612902	2.935483870967742	39.274193548387096	2838.185483870968	29.08160914882645	0.558194498645664	0.4900634575651098	28.3952625482098	2.7054377346512073	0.13090472795002872	0.5477152798613794	19.461792416565583	0.010255748158792887	124.0	35.832945734337834	4.414053802089632
red	5	1282.857142857143	13.285714285714286	43.285714285714285	1426.7714285714285	58.114285714285714	5.628571428571429	44.94285714285714	4399.142857142857	26.63804683828378	0.6780180342811654	0.8624326567701139	15.743406042506873	1.3314233160971871	0.33584669555535585	1.1876527061550097	14.876478783342975	0.010250192879973547	35.0	12.99557552775342	3.6171807107598513
red	6	1561.3333333333333	16.416666666666668	43.75	1703.8333333333333	44.916666666666664	5.75	44.416666666666664	4316.75	37.0418932001572	0.5946326285724347	1.28086884574495	33.134581074203474	2.5178759052173474	0.7276770498572076	1.9237489922505966	25.56422331871025	0.010405112766069825	12.0	3.8297084310253524	3.8297084310253524
red	7	2169.9847328244273	21.790076335877863	25.954198473282442	4107.358778625954	119.04580152671755	2.431297709923664	34.61068702290076	2811.3664122137407	28.724446321678087	0.4000803740136478	0.4178552738204417	44.209371600438416	4.753358941030287	0.09851938079961162	0.6557590709677277	25.47982711885639	0.009941749601650863	262.0	82.98083395018277	4.988136502944412
red	8	1668.5393258426966	17.617977528089888	48.57303370786517	4018.325842696629	990.9775280898876	10.932584269662922	119.52808988764045	4970.865168539326	33.87930953008811	0.5666098667181619	1.0812104062322891	39.7283217219822	34.60936068276707	0.49253940397071505	2.832668276798061	115.03297056884165	0.010448596636191593	89.0	26.971808123080944	4.541930068615929
red	9	1699.3846153846155	17.015384615384615	23.23076923076923	3908.6	97.23076923076923	2.476923076923077	37.30769230769231	2422.3384615384616	47.7947420658354	0.6819714921221888	0.7172495891565209	107.73339172377194	6.4327479190244405	0.20993962762243068	1.2086322803384049	45.7154164662806	0.009913414481114317	65.0	22.561520968515662	3.993043802184371
red	10	2226.9310344827586	22.775862068965516	19.603448275862068	3799.103448275862	139.41379310344828	2.9827586206896552	278.4310344827586	2531.5172413793102	36.738040610041	0.644210982828848	0.5977263973752139	66.86088939959666	2.765834800191298	0.21044567863599972	7.526493518122405	18.203340845639158	0.010123924189358001	58.0	12.139293590126004	6.186574058091062
