Group	ROI	12C	13C	14N_12C	SE	STDEV_12C	STDEV_13C	STDEV_14N_12C	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	4611.840277777777	788.8680555555555	4742.430555555556	7233.736111111111	40.1542330139009	4.534581273628145	73.81953175806073	31.925173816244833	0.14606751686378588	144.0	38.730032126509585	11.789402559676372
red	2	1823.2	458.9170731707317	3922.9121951219513	3568.7073170731705	15.3095498068532	3.800809551651007	42.68159842379158	6.0410896012130415	0.20109269527225468	205.0	59.36635503533673	5.85786489034655
red	3	1172.3375796178343	89.69426751592357	5672.171974522293	2632.6942675159235	9.341296060665021	0.9900172099809343	40.13593496930897	9.78910092969086	0.07107131861975684	157.0	45.21342610218743	4.931835335189413
red	4	1609.4784688995214	438.933014354067	3335.1052631578946	3589.196172248804	10.78219250929846	3.515542098256452	20.644916552961224	11.627474488280503	0.214279707930991	209.0	59.117241043690676	5.217269008212027
red	5	3832.875	69.44444444444444	3577.902777777778	5980.416666666667	40.049038889975904	2.4036116800281255	42.11274714519412	82.38509054610627	0.01779568419067008	72.0	12.578636129301394	7.541458223644767
red	6	6143.720779220779	1208.7597402597403	4654.798701298701	7776.863636363636	77.41241575527404	11.75428371401322	88.45235854297873	25.199561186170072	0.16440162433033467	154.0	23.531027018267846	8.405818049381732
red	7	2256.179775280899	575.0112359550562	884.6741573033707	5837.76404494382	70.39306484508971	17.57315938905905	41.83186893082113	99.80727928855157	0.20309870781344255	89.0	25.57042549662897	4.741314832910613
red	8	1906.989898989899	487.57575757575756	4722.939393939394	3279.4242424242425	22.677447043655807	6.565020806967555	46.28708236775502	16.44196920609463	0.20361761901949701	99.0	28.96339105468784	4.53584295112192
red	9	3920.1315789473683	557.140350877193	6643.017543859649	4854.271929824561	78.32468323505456	25.836187782587366	78.298754654029	62.41590745967513	0.12443746093818879	114.0	31.317093259023412	7.617706431522049
red	10	1907.9142857142858	198.27142857142857	6495.771428571428	3012.9857142857145	23.9594022518973	8.420599654553948	44.56348450922009	21.457470920614988	0.09413767609693895	70.0	12.133158716829469	7.441056154544339
red	11	3211.684887459807	602.652733118971	4185.945337620578	5149.935691318328	47.24580332795051	15.68726902550507	68.37791268119001	46.82577545659052	0.15799669380801326	311.0	64.64909837952196	15.964173901310078
red	12	3842.8571428571427	1215.095238095238	3037.2261904761904	7728.309523809524	23.19948333232759	10.300565488841604	30.468704210689367	28.261042110788775	0.24023461404483276	84.0	25.210507956142322	4.9093268792517355
red	13	1390.5393258426966	257.49812734082394	6072.711610486891	2911.483146067416	10.834490912862	6.073935033970359	66.49779212755358	14.349461167100612	0.15624531277697226	267.0	74.58532106973583	9.708338510057322
red	14	1676.0945945945946	436.3581081081081	5494.074324324324	3274.810810810811	22.932723759154324	6.164414078029972	35.934104546256485	22.571209350419867	0.20656467600426046	148.0	43.94257968664034	5.682044449369186
red	15	2450.1866666666665	638.88	3867.72	4014.5666666666666	44.51299574198445	12.240787628979506	79.65818762130556	57.317611345644615	0.20681975138121547	150.0	51.07043398507551	5.229380175555081
red	16	4016.6060606060605	1094.3333333333333	2837.8030303030305	7121.257575757576	65.82180458176016	17.965600952087176	80.74742917623688	64.64457606447758	0.21411588926900707	132.0	22.292081493348615	9.301881225731384
