Group	ROI	12C	13C	14N_12C	31P	32S	SE	STDEV_12C	STDEV_13C	STDEV_14N_12C	STDEV_31P	STDEV_32S	STDEV_SE	Ratio_13Cx12C	area	axis_major_length	axis_minor_length
red	1	1935.275	38.15	10317.825	71.25	499.325	3648.475	40.22820819244874	1.29013080732149	325.5389049090369	2.6042633315392667	13.068635520780278	47.30311812528853	0.019331872252555837	40.0	14.532426921950591	3.639858205777483
red	2	5663.857142857143	58.714285714285715	2402.2380952380954	87.0952380952381	561.5714285714286	4782.238095238095	110.87101626727045	2.0801871287083276	77.72116871835763	3.1622093670724487	5.8532977810936755	83.71880655114938	0.010260122821908232	21.0	7.905738641057327	3.4249947527404827
red	3	6402.682926829269	67.40650406504065	1556.1300813008131	61.13008130081301	573.0731707317074	1367.0081300813008	128.27790898532396	1.5049146094733512	34.02840251687452	0.8525319201115626	8.886659890220619	21.466886563039793	0.010418171925596334	123.0	17.14436087719113	9.551660526793025
red	4	3410.757575757576	71.9090909090909	13145.515151515152	259.969696969697	1109.030303030303	7271.181818181818	71.652667353341	2.222005165123583	317.50447419162884	4.630613357934265	22.741711972714945	118.88948541418027	0.020647709870527636	33.0	10.862677026847226	3.917942511327543
red	5	2566.235294117647	50.69117647058823	10364.764705882353	130.13235294117646	730.9558823529412	6325.294117647059	42.55939833368823	1.146164310517764	143.93542218727106	3.9983725285496923	26.69205908298874	103.69865648899523	0.019370500868216532	68.0	22.464642031419782	4.167853196632491
red	6	2391.8333333333335	24.583333333333332	596.0	23.166666666666668	99.75	4569.916666666667	44.923829566978846	1.8122206042638735	10.060925515191046	1.322000448254533	2.867744467928294	41.634397226420944	0.010173466220643515	12.0	3.8297084310253524	3.8297084310253524
red	7	8671.794195250659	85.12928759894459	1017.1002638522427	19.99736147757256	191.94986807387863	6883.065963060686	77.09854365779815	0.9274797219912336	12.335852329380922	0.6278297299496127	2.014974550862153	84.15425094381337	0.009721369355992424	379.0	49.93287525341372	11.808007638292791
red	8	3844.8	78.44242424242424	12881.842424242424	271.3212121212121	1830.8060606060606	7592.624242424243	33.15938325554278	1.096093791109685	104.72241534453546	4.3600068059928505	41.47415263491005	48.622864435707214	0.019994284257764526	165.0	33.25208032100724	6.692441843833122
red	9	3484.9076923076923	64.04615384615384	13314.784615384615	130.98461538461538	1167.6461538461538	6532.569230769231	40.06840141544302	1.0096412789015228	135.1163522132385	2.334155175291385	17.4952021253129	47.32436213734818	0.018046488239221094	65.0	17.893095826965585	4.879417932516422
red	10	2057.122448979592	19.224489795918366	973.204081632653	50.93877551020408	236.9795918367347	4636.2040816326535	68.79349751250149	0.7708049018310371	13.8595014551253	2.5285390064409	8.926349101665995	43.39121052525512	0.009258804218554958	49.0	14.9844228681127	4.379367313334162
red	11	5114.3488372093025	107.13953488372093	13133.186046511628	375.2093023255814	1120.3720930232557	10196.744186046511	90.73669335832044	2.329666503997366	251.90283363665068	9.277266138139748	20.215283276281514	221.69603407145235	0.020518964565035363	43.0	9.98603676302857	5.511186323199489
red	12	7803.877483443709	94.0794701986755	8338.278145695363	74.5794701986755	1006.2284768211921	6545.185430463576	117.37480158469768	0.8440662527773409	354.76359462044684	3.4277002996578805	48.726813652259494	67.05374242195214	0.011911874267089778	302.0	33.33885737127487	12.397255394298769
red	13	4133.86524822695	81.26241134751773	16362.744680851063	120.28368794326241	1331.7375886524824	5795.085106382979	35.86608929526278	0.9968839025797677	122.94602639611735	1.6726263220011601	35.57388645982123	47.717015673295464	0.019278754502947002	141.0	35.93107320933264	5.347017119777842
red	14	4161.8625	83.5875	16467.7875	175.1125	3001.6375	6572.616666666667	42.416225943703324	1.0196009780859812	173.2246250738845	2.1401987612946667	116.6535309169449	50.68781335245882	0.019688725576793978	240.0	65.16698828874175	5.7349100193943725
red	15	4558.896226415094	91.54716981132076	13912.943396226416	222.83018867924528	2494.264150943396	7688.915094339623	60.34029954846645	1.4157942970431814	186.36404886548996	5.281594681655782	67.55226646457564	77.37390679101553	0.019685686290818284	106.0	19.893625369521494	6.900824888828347
red	16	8456.65625	82.5625	7797.34375	30.875	163.4375	6194.0625	76.69251218052872	1.4265462416926764	66.40782511918717	0.9320152057504211	3.35291894171146	38.53622832549505	0.00966862454483907	32.0	8.365102140216829	5.011867534536386
red	17	3812.5963302752293	75.63302752293578	15478.963302752294	105.4770642201835	1118.4036697247707	5268.504587155963	43.74616145920642	1.354363406087013	143.4072208612105	2.7025036579854986	55.56672557723265	82.25489320551097	0.01945179169311283	109.0	29.154076517276653	4.984540786304334
red	18	3652.925925925926	36.0	3300.425925925926	60.77777777777778	1320.0555555555557	7465.7037037037035	65.67632656410247	1.0136246061780747	26.69546544021769	1.7753970684892388	20.90076193744178	86.90152030643877	0.009758938163271454	54.0	11.234866364235145	6.117280836166691
red	19	4307.678571428572	41.714285714285715	1432.142857142857	35.32142857142857	207.92857142857142	5809.714285714285	132.10522681933648	2.0214772475570113	36.98574995465761	1.2515842729995552	5.376851501573281	43.187000156381416	0.00959082959033691	28.0	8.632751204670365	4.488772218103462
red	20	3500.722222222222	68.71296296296296	16716.277777777777	158.96296296296296	988.5277777777778	6064.75	58.95857865896311	1.1829442736879963	166.5076462740325	2.582982384429406	13.400528074052378	87.09769470746002	0.019250374190335123	108.0	30.288791785658606	4.8255504513123535
red	21	2169.3898305084745	43.23728813559322	12712.016949152543	55.813559322033896	408.1694915254237	4578.525423728814	34.961997811611354	1.1299731873913696	169.41208051927484	1.3541247649039871	5.005607458477649	44.82294547677073	0.019541154391206097	59.0	16.44117959267939	4.907726056853876
red	22	2855.1444444444446	58.18888888888889	14735.722222222223	77.21111111111111	895.2777777777778	4698.277777777777	35.80390888761133	1.060735179997839	119.79186273378122	1.9667290915669886	10.724300636529227	56.56156926721377	0.019973302822273074	90.0	25.484571603409957	4.800444199411
red	23	2782.125	26.375	1702.125	77.125	316.125	4874.5	37.59880213351217	1.2861947267035423	37.96439018178746	3.5857247349733914	6.091586154278703	26.540652780216238	0.009391134057325974	8.0	3.4641016151377544	2.8284271247461903
red	24	3078.5569620253164	61.5	13887.639240506329	90.60759493670886	1568.392405063291	6154.892405063291	43.14236362312357	1.176253520366937	190.12110937410137	2.4913539876539477	92.05067113474296	66.61681167886175	0.019585631962654875	158.0	42.20439451128123	6.204632463202908
red	25	4167.53431372549	81.7843137254902	13716.333333333334	170.5343137254902	1583.5294117647059	6845.637254901961	58.45523528227468	1.416849077440834	156.37904201079107	2.6948515916497056	59.66473493251854	32.41149453230647	0.019246453583677197	204.0	30.125167654763647	8.819336391126075
