"","depth_m","cond_uscm","pH","temp_C","direction"
"1941",194.76,529,10.76,38.82,"Ascending"
"1942",194.33,527.6,10.86,38.81,"Ascending"
"1943",193.72,526.7,10.83,38.79,"Ascending"
"1944",193.33,525.2,10.76,38.78,"Ascending"
"1945",193.15,524.8,10.75,38.77,"Ascending"
"1946",192.68,523.4,10.74,38.75,"Ascending"
"1947",192.19,522.6,10.74,38.74,"Ascending"
"1948",191.37,521.4,10.76,38.73,"Ascending"
"1949",190.96,519.8,10.75,38.71,"Ascending"
"1950",190.76,518.8,10.75,38.7,"Ascending"
"1951",190.59,517.5,10.79,38.69,"Ascending"
"1952",189.99,517.5,10.77,38.67,"Ascending"
"1953",189.86,516.4,10.76,38.66,"Ascending"
"1954",189.47,515.1,10.81,38.65,"Ascending"
"1955",189.26,514.4,10.78,38.64,"Ascending"
"1956",188.66,513.5,10.77,38.62,"Ascending"
"1957",188.14,512.3,10.75,38.61,"Ascending"
"1958",187.69,511.4,10.77,38.6,"Ascending"
"1959",187.49,510.2,10.79,38.58,"Ascending"
"1960",187.21,509.4,10.78,38.58,"Ascending"
"1961",186.67,508.5,10.76,38.56,"Ascending"
"1962",186.38,507.5,10.74,38.55,"Ascending"
"1963",186.19,506.8,10.72,38.54,"Ascending"
"1964",185.82,505.8,10.73,38.53,"Ascending"
"1965",184.99,504.7,10.78,38.5,"Ascending"
"1966",184.41,503.6,10.74,38.5,"Ascending"
"1967",184.08,502.4,10.75,38.48,"Ascending"
"1968",183.9,501.4,10.77,38.47,"Ascending"
"1969",183.52,500,10.73,38.45,"Ascending"
"1970",182.66,498.6,10.75,38.44,"Ascending"
"1971",181.78,497.6,10.76,38.42,"Ascending"
"1972",181.71,496.4,10.77,38.41,"Ascending"
"1973",181.54,495,10.72,38.4,"Ascending"
"1974",180.94,493.5,10.72,38.38,"Ascending"
"1975",180.03,492.5,10.73,38.37,"Ascending"
"1976",179.24,491.4,10.76,38.35,"Ascending"
"1977",179.23,490.1,10.7,38.34,"Ascending"
"1978",179.36,489.5,10.71,38.32,"Ascending"
"1979",178.8,488.3,10.72,38.31,"Ascending"
"1980",177.81,487.7,10.73,38.29,"Ascending"
"1981",177,486.8,10.7,38.27,"Ascending"
"1982",177.15,485.6,10.69,38.26,"Ascending"
"1983",177.18,485,10.69,38.25,"Ascending"
"1984",176.63,483.8,10.69,38.24,"Ascending"
"1985",175.65,483.3,10.73,38.22,"Ascending"
"1986",175.02,482.5,10.72,38.2,"Ascending"
"1987",175.23,481.6,10.75,38.19,"Ascending"
"1988",175.55,480.9,10.71,38.19,"Ascending"
"1989",175.4,481.2,10.71,38.17,"Ascending"
"1990",174.57,480,10.66,38.16,"Ascending"
"1991",174.15,479.4,10.67,38.14,"Ascending"
"1992",174.33,479.2,10.69,38.13,"Ascending"
"1993",174.15,479.5,10.67,38.12,"Ascending"
"1994",173.77,478.3,10.67,38.11,"Ascending"
"1995",172.95,477.6,10.66,38.1,"Ascending"
"1996",172.4,476.8,10.66,38.08,"Ascending"
"1997",171.86,475.8,10.65,38.07,"Ascending"
"1998",171.54,474.9,10.65,38.06,"Ascending"
"1999",171.4,474.4,10.65,38.05,"Ascending"
"2000",170.93,473.7,10.63,38.03,"Ascending"
"2001",170.73,473.4,10.62,38.03,"Ascending"
"2002",170.07,473.2,10.65,38.01,"Ascending"
"2003",169.67,472.8,10.63,38,"Ascending"
"2004",169.6,472.5,10.67,37.99,"Ascending"
"2005",169.11,472,10.63,37.98,"Ascending"
"2006",168.62,471.6,10.63,37.96,"Ascending"
"2007",168.18,471.3,10.66,37.95,"Ascending"
"2008",167.57,470.9,10.63,37.94,"Ascending"
"2009",167.31,470.9,10.63,37.93,"Ascending"
"2010",166.84,470.7,10.59,37.91,"Ascending"
"2011",166.53,470.7,10.6,37.9,"Ascending"
"2012",165.89,470.6,10.59,37.88,"Ascending"
"2013",165.4,470.9,10.6,37.87,"Ascending"
"2014",165.19,470.9,10.6,37.86,"Ascending"
"2015",164.79,471.1,10.6,37.84,"Ascending"
"2016",164.36,471.3,10.59,37.83,"Ascending"
"2017",163.99,471.5,10.6,37.82,"Ascending"
"2018",163.48,472,10.62,37.81,"Ascending"
"2019",163.21,472.4,10.59,37.79,"Ascending"
"2020",162.7,472.8,10.59,37.78,"Ascending"
"2021",162.23,473.3,10.59,37.76,"Ascending"
"2022",161.56,473.8,10.58,37.75,"Ascending"
"2023",161.12,474.1,10.57,37.74,"Ascending"
"2024",160.9,474.9,10.61,37.73,"Ascending"
"2025",160.5,475.5,10.59,37.71,"Ascending"
"2026",159.99,476.2,10.56,37.7,"Ascending"
"2027",159.57,477.1,10.6,37.68,"Ascending"
"2028",159.12,477.9,10.59,37.67,"Ascending"
"2029",158.8,478.6,10.56,37.65,"Ascending"
"2030",158.35,479.3,10.54,37.64,"Ascending"
"2031",157.96,479.9,10.56,37.63,"Ascending"
"2032",157.38,480.5,10.54,37.61,"Ascending"
"2033",157.1,481.2,10.53,37.6,"Ascending"
"2034",157.42,481.6,10.52,37.59,"Ascending"
"2035",157.06,482.6,10.52,37.58,"Ascending"
"2036",156.12,483.4,10.5,37.56,"Ascending"
"2037",155.41,484.6,10.58,37.55,"Ascending"
"2038",155.18,485.7,10.57,37.54,"Ascending"
"2039",155.23,486.8,10.53,37.53,"Ascending"
"2040",154.83,488.1,10.52,37.51,"Ascending"
"2041",153.91,489.4,10.53,37.49,"Ascending"
"2042",153.07,490.4,10.52,37.47,"Ascending"
"2043",153.17,491.6,10.52,37.46,"Ascending"
"2044",153.33,491.4,10.52,37.46,"Ascending"
"2045",152.89,492.4,10.52,37.45,"Ascending"
"2046",152.51,492.5,10.52,37.43,"Ascending"
"2047",152.34,493.3,10.53,37.42,"Ascending"
"2048",152.04,494.5,10.53,37.41,"Ascending"
"2049",151.55,496.2,10.51,37.39,"Ascending"
"2050",150.73,497.4,10.51,37.38,"Ascending"
"2051",150.19,499.6,10.52,37.37,"Ascending"
"2052",150.15,501.1,10.53,37.36,"Ascending"
"2053",149.54,501.8,10.53,37.34,"Ascending"
"2054",149.49,503.4,10.5,37.33,"Ascending"
"2055",148.78,505.2,10.48,37.32,"Ascending"
"2056",148.24,506.8,10.48,37.3,"Ascending"
"2057",147.59,508.4,10.48,37.29,"Ascending"
"2058",147.55,509.5,10.47,37.28,"Ascending"
"2059",147.21,510.8,10.48,37.27,"Ascending"
"2060",146.77,512.7,10.47,37.25,"Ascending"
"2061",145.78,514.5,10.51,37.23,"Ascending"
"2062",145.12,516.5,10.49,37.22,"Ascending"
"2063",144.8,518.1,10.48,37.21,"Ascending"
"2064",144.56,520,10.46,37.19,"Ascending"
"2065",144.14,521.6,10.47,37.18,"Ascending"
"2066",143.59,523.9,10.45,37.16,"Ascending"
"2067",142.91,525.4,10.44,37.15,"Ascending"
"2068",142.36,526,10.43,37.13,"Ascending"
"2069",142.32,527.7,10.46,37.12,"Ascending"
"2070",141.86,529.4,10.44,37.11,"Ascending"
"2071",141.28,531.7,10.44,37.09,"Ascending"
"2072",140.5,533,10.43,37.07,"Ascending"
"2073",140.27,535.2,10.45,37.07,"Ascending"
"2074",139.93,536.6,10.42,37.05,"Ascending"
"2075",139.68,537.6,10.42,37.03,"Ascending"
"2076",138.88,539,10.43,37.02,"Ascending"
"2077",138.43,541,10.44,37.01,"Ascending"
"2078",138.68,541,10.44,37,"Ascending"
"2079",138.42,542.2,10.42,36.98,"Ascending"
"2080",137.84,543.2,10.4,36.97,"Ascending"
"2081",137.44,544.2,10.43,36.96,"Ascending"
"2082",136.78,545.8,10.4,36.94,"Ascending"
"2083",136.52,547.1,10.39,36.93,"Ascending"
"2084",136.12,548.7,10.38,36.92,"Ascending"
"2085",135.64,550.7,10.4,36.9,"Ascending"
"2086",135,552.2,10.42,36.89,"Ascending"
"2087",134.92,553.7,10.42,36.88,"Ascending"
"2088",134.45,555,10.38,36.87,"Ascending"
"2089",134.07,556.4,10.39,36.86,"Ascending"
"2090",133.26,557.7,10.38,36.84,"Ascending"
"2091",133.21,559.5,10.38,36.83,"Ascending"
"2092",132.59,561.3,10.37,36.82,"Ascending"
"2093",132.33,562.7,10.38,36.8,"Ascending"
"2094",132.15,562.9,10.38,36.79,"Ascending"
"2095",132.12,563,10.38,36.78,"Ascending"
"2096",131.95,564.1,10.39,36.77,"Ascending"
"2097",131.37,565.8,10.38,36.75,"Ascending"
"2098",130.67,566.6,10.37,36.74,"Ascending"
"2099",130.15,568.3,10.38,36.73,"Ascending"
"2100",129.93,569.6,10.37,36.72,"Ascending"
"2101",129.67,571.4,10.38,36.71,"Ascending"
"2102",128.85,572.8,10.37,36.69,"Ascending"
"2103",128.55,574.2,10.36,36.68,"Ascending"
"2104",128,575.6,10.37,36.67,"Ascending"
"2105",127.97,576.7,10.37,36.66,"Ascending"
"2106",127.18,578,10.36,36.65,"Ascending"
"2107",126.5,579.6,10.37,36.63,"Ascending"
"2108",126.08,580.9,10.36,36.62,"Ascending"
"2109",125.82,582.7,10.37,36.61,"Ascending"
"2110",125.57,584,10.37,36.6,"Ascending"
"2111",125.51,583.6,10.37,36.58,"Ascending"
"2112",125.1,584.3,10.39,36.57,"Ascending"
"2113",124.59,585.4,10.36,36.56,"Ascending"
"2114",124.02,587.1,10.37,36.55,"Ascending"
"2115",123.81,588.8,10.36,36.54,"Ascending"
"2116",123.33,589.7,10.37,36.52,"Ascending"
"2117",122.6,590.9,10.37,36.51,"Ascending"
"2118",122.36,592.3,10.37,36.5,"Ascending"
"2119",121.78,593.1,10.34,36.48,"Ascending"
"2120",121.63,594.6,10.35,36.47,"Ascending"
"2121",121.16,595.7,10.36,36.46,"Ascending"
"2122",120.67,596.9,10.36,36.45,"Ascending"
"2123",120.04,598.1,10.36,36.44,"Ascending"
"2124",119.67,599,10.36,36.42,"Ascending"
"2125",119.02,600.4,10.36,36.41,"Ascending"
"2126",118.6,601.5,10.35,36.39,"Ascending"
"2127",118.11,602.4,10.34,36.38,"Ascending"
"2128",118.21,603.1,10.34,36.37,"Ascending"
"2129",117.73,604,10.34,36.36,"Ascending"
"2130",116.78,605.1,10.35,36.34,"Ascending"
"2131",116.17,606.5,10.36,36.32,"Ascending"
"2132",115.78,607.4,10.37,36.32,"Ascending"
"2133",115.56,608.3,10.34,36.3,"Ascending"
"2134",115.02,609.4,10.35,36.29,"Ascending"
"2135",114.52,610.6,10.35,36.28,"Ascending"
"2136",114.17,611.4,10.34,36.26,"Ascending"
"2137",113.76,612.5,10.34,36.25,"Ascending"
"2138",113.65,612.8,10.32,36.24,"Ascending"
"2139",113.73,612.7,10.33,36.23,"Ascending"
"2140",113.86,612.7,10.34,36.22,"Ascending"
"2141",113.81,612.8,10.33,36.22,"Ascending"
"2142",113.58,612.8,10.33,36.21,"Ascending"
"2143",113.37,612.9,10.33,36.2,"Ascending"
"2144",113.09,613.5,10.37,36.2,"Ascending"
"2145",112.85,614.6,10.35,36.18,"Ascending"
"2146",112.1,615.1,10.34,36.17,"Ascending"
"2147",111.6,616.7,10.33,36.16,"Ascending"
"2148",111.41,617.1,10.32,36.15,"Ascending"
"2149",111.2,617.6,10.33,36.14,"Ascending"
"2150",111.06,618.5,10.31,36.13,"Ascending"
"2151",110.47,619.4,10.32,36.12,"Ascending"
"2152",109.92,619.9,10.35,36.11,"Ascending"
"2153",109.74,620.3,10.35,36.1,"Ascending"
"2154",109.37,620.9,10.32,36.09,"Ascending"
"2155",108.81,622.1,10.33,36.07,"Ascending"
"2156",108.25,622.8,10.31,36.06,"Ascending"
"2157",107.69,623.2,10.33,36.05,"Ascending"
"2158",107.04,624,10.34,36.04,"Ascending"
"2159",106.7,624.7,10.32,36.03,"Ascending"
"2160",106.38,625.3,10.32,36.02,"Ascending"
"2161",106,625.8,10.31,36.01,"Ascending"
"2162",105.42,626.2,10.31,35.99,"Ascending"
"2163",104.71,627,10.3,35.97,"Ascending"
"2164",103.91,627.3,10.31,35.96,"Ascending"
"2165",103.5,627.9,10.29,35.95,"Ascending"
"2166",103.47,628.4,10.3,35.94,"Ascending"
"2167",103.21,628.8,10.3,35.93,"Ascending"
"2168",102.92,628.7,10.33,35.92,"Ascending"
"2169",102.85,628.7,10.33,35.91,"Ascending"
"2170",102.66,629,10.32,35.9,"Ascending"
"2171",102.4,629.2,10.29,35.89,"Ascending"
"2172",101.89,629.4,10.29,35.88,"Ascending"
"2173",101.33,629.8,10.32,35.87,"Ascending"
"2174",100.8,630.1,10.29,35.86,"Ascending"
"2175",100.52,630.3,10.3,35.85,"Ascending"
"2176",99.97,630.2,10.3,35.83,"Ascending"
"2177",99.29,630.5,10.32,35.82,"Ascending"
"2178",98.91,630.5,10.3,35.81,"Ascending"
"2179",98.35,630.5,10.29,35.79,"Ascending"
"2180",97.95,630.6,10.28,35.78,"Ascending"
"2181",97.39,630.6,10.3,35.77,"Ascending"
"2182",96.81,630.4,10.29,35.75,"Ascending"
"2183",96.17,630.3,10.29,35.74,"Ascending"
"2184",95.73,630.4,10.29,35.73,"Ascending"
"2185",95.34,630.1,10.3,35.72,"Ascending"
"2186",94.87,629.9,10.28,35.7,"Ascending"
"2187",94.37,629.8,10.28,35.69,"Ascending"
"2188",93.9,629.6,10.29,35.68,"Ascending"
"2189",93.66,629.4,10.28,35.67,"Ascending"
"2190",93.17,629.2,10.28,35.66,"Ascending"
"2191",92.9,628.9,10.28,35.64,"Ascending"
"2192",92.51,628.5,10.29,35.63,"Ascending"
"2193",92.3,628.4,10.29,35.62,"Ascending"
"2194",92.24,628.4,10.28,35.61,"Ascending"
"2195",91.91,628.4,10.27,35.61,"Ascending"
"2196",91.56,628.2,10.27,35.59,"Ascending"
"2197",90.72,627.5,10.27,35.58,"Ascending"
"2198",90.35,627.2,10.31,35.57,"Ascending"
"2199",90.12,626.8,10.28,35.56,"Ascending"
"2200",89.69,626.4,10.29,35.55,"Ascending"
"2201",88.96,625.9,10.29,35.53,"Ascending"
"2202",88.18,625.3,10.27,35.52,"Ascending"
"2203",87.81,624.5,10.28,35.51,"Ascending"
"2204",87.63,624.2,10.28,35.49,"Ascending"
"2205",86.89,623.1,10.28,35.49,"Ascending"
"2206",86.17,622.6,10.27,35.46,"Ascending"
"2207",85.3,621.7,10.27,35.45,"Ascending"
"2208",85.24,621.3,10.29,35.44,"Ascending"
"2209",85.01,620.8,10.28,35.43,"Ascending"
"2210",84.62,619.9,10.28,35.42,"Ascending"
"2211",84.13,619.2,10.28,35.4,"Ascending"
"2212",83.56,618.3,10.27,35.39,"Ascending"
"2213",83,617.5,10.29,35.38,"Ascending"
"2214",82.66,616.8,10.26,35.37,"Ascending"
"2215",82.64,616.5,10.27,35.36,"Ascending"
"2216",82.34,616.5,10.27,35.35,"Ascending"
"2217",81.69,615.5,10.27,35.33,"Ascending"
"2218",81.47,614.7,10.26,35.32,"Ascending"
"2219",80.91,613.6,10.26,35.31,"Ascending"
"2220",80.27,612.6,10.28,35.29,"Ascending"
"2221",79.63,611.7,10.26,35.28,"Ascending"
"2222",79.22,610.9,10.25,35.27,"Ascending"
"2223",78.55,609.6,10.27,35.26,"Ascending"
"2224",77.96,607.9,10.26,35.24,"Ascending"
"2225",77.97,607.2,10.27,35.23,"Ascending"
"2226",77.44,606.6,10.26,35.23,"Ascending"
"2227",76.88,605.3,10.24,35.21,"Ascending"
"2228",76.25,604.1,10.25,35.2,"Ascending"
"2229",75.64,603,10.23,35.18,"Ascending"
"2230",75.3,601.7,10.25,35.17,"Ascending"
"2231",74.72,600.6,10.24,35.16,"Ascending"
"2232",74.18,599.1,10.23,35.15,"Ascending"
"2233",73.67,598,10.23,35.13,"Ascending"
"2234",73.39,596.8,10.22,35.12,"Ascending"
"2235",73.13,596.5,10.23,35.11,"Ascending"
"2236",72.8,595.7,10.23,35.1,"Ascending"
"2237",72.36,594.1,10.23,35.09,"Ascending"
"2238",72.03,592.8,10.22,35.07,"Ascending"
"2239",71.3,592,10.22,35.06,"Ascending"
"2240",70.36,590.2,10.22,35.04,"Ascending"
"2241",70.06,587.9,10.23,35.03,"Ascending"
"2242",70.41,587.8,10.22,35.03,"Ascending"
"2243",70.76,588.8,10.23,35.02,"Ascending"
"2244",70.74,589,10.24,35.01,"Ascending"
"2245",70.16,589,10.22,35,"Ascending"
"2246",69.74,588.1,10.23,34.99,"Ascending"
"2247",69.33,586.6,10.22,34.98,"Ascending"
"2248",69.01,585.2,10.23,34.97,"Ascending"
"2249",68.43,583.9,10.22,34.96,"Ascending"
"2250",67.79,582.8,10.21,34.95,"Ascending"
"2251",67.16,580.8,10.21,34.94,"Ascending"
"2252",66.74,579.7,10.21,34.92,"Ascending"
"2253",66.08,578.1,10.2,34.91,"Ascending"
"2254",65.7,576.8,10.2,34.9,"Ascending"
"2255",65.17,575.6,10.2,34.89,"Ascending"
"2256",64.69,574.3,10.19,34.88,"Ascending"
"2257",64.21,572.9,10.19,34.87,"Ascending"
"2258",63.62,571.8,10.19,34.86,"Ascending"
"2259",63.01,569.6,10.18,34.85,"Ascending"
"2260",62.79,568.3,10.2,34.84,"Ascending"
"2261",62.47,567.3,10.18,34.83,"Ascending"
"2262",61.79,565.4,10.17,34.81,"Ascending"
"2263",61.16,563.4,10.15,34.8,"Ascending"
"2264",60.76,562,10.13,34.79,"Ascending"
"2265",60.25,560.3,10.15,34.78,"Ascending"
"2266",59.76,558.3,10.12,34.77,"Ascending"
"2267",59.26,556.4,10.1,34.76,"Ascending"
"2268",58.81,554.2,10.08,34.75,"Ascending"
"2269",58.16,552.8,10.06,34.73,"Ascending"
"2270",57.56,550.7,10.02,34.72,"Ascending"
"2271",57.15,548.4,10.03,34.71,"Ascending"
"2272",56.66,545.7,10,34.7,"Ascending"
"2273",55.92,542.8,9.98,34.69,"Ascending"
"2274",55.29,540.2,9.94,34.67,"Ascending"
"2275",54.74,537.1,9.94,34.66,"Ascending"
"2276",54.36,535.4,9.91,34.65,"Ascending"
"2277",53.67,532.9,9.89,34.64,"Ascending"
"2278",53.01,530.5,9.84,34.62,"Ascending"
"2279",52.24,528,9.8,34.61,"Ascending"
"2280",52.01,525.8,9.79,34.6,"Ascending"
"2281",51.43,524,9.77,34.59,"Ascending"
"2282",50.88,522.4,9.74,34.57,"Ascending"
"2283",50.39,520.6,9.74,34.56,"Ascending"
"2284",50,518.9,9.72,34.55,"Ascending"
"2285",49.58,517.6,9.7,34.54,"Ascending"
"2286",49.1,516.6,9.67,34.53,"Ascending"
"2287",48.78,515.4,9.65,34.52,"Ascending"
"2288",48.24,514.3,9.63,34.51,"Ascending"
"2289",47.72,513,9.6,34.5,"Ascending"
"2290",47.33,512,9.63,34.49,"Ascending"
"2291",46.9,510.7,9.58,34.48,"Ascending"
"2292",46.38,510,9.58,34.47,"Ascending"
"2293",45.82,508.9,9.56,34.45,"Ascending"
"2294",45.47,508.1,9.53,34.45,"Ascending"
"2295",44.97,507.1,9.5,34.44,"Ascending"
"2296",44.62,506.6,9.49,34.42,"Ascending"
"2297",44.01,505.6,9.47,34.41,"Ascending"
"2298",43.69,504.7,9.45,34.41,"Ascending"
"2299",43.11,503.8,9.44,34.4,"Ascending"
"2300",42.74,503,9.41,34.39,"Ascending"
"2301",42.04,502.2,9.39,34.38,"Ascending"
"2302",41.39,501.3,9.39,34.37,"Ascending"
"2303",41.21,500.9,9.38,34.36,"Ascending"
"2304",40.76,500.3,9.36,34.35,"Ascending"
"2305",40.63,499.6,9.36,34.34,"Ascending"
"2306",39.81,499.4,9.37,34.33,"Ascending"
"2307",39.35,499,9.34,34.32,"Ascending"
"2308",38.89,498.6,9.34,34.31,"Ascending"
"2309",38.53,498.1,9.31,34.31,"Ascending"
"2310",38.23,497.9,9.33,34.29,"Ascending"
"2311",37.29,497.4,9.29,34.29,"Ascending"
"2312",36.82,497,9.27,34.28,"Ascending"
"2313",36.33,496.8,9.29,34.27,"Ascending"
"2314",35.91,496.5,9.31,34.26,"Ascending"
"2315",35.64,496.3,9.25,34.25,"Ascending"
"2316",34.9,496.3,9.25,34.24,"Ascending"
"2317",34.36,496.2,9.26,34.23,"Ascending"
"2318",33.79,496.2,9.25,34.23,"Ascending"
"2319",33.22,496.2,9.22,34.22,"Ascending"
"2320",32.85,496.3,9.2,34.21,"Ascending"
"2321",32.29,496.3,9.2,34.2,"Ascending"
"2322",31.58,496.7,9.22,34.19,"Ascending"
"2323",31.02,497,9.16,34.18,"Ascending"
"2324",30.68,497.3,9.14,34.17,"Ascending"
"2325",30.77,497.5,9.16,34.16,"Ascending"
"2326",30.42,497.6,9.1,34.16,"Ascending"
"2327",29.62,498,9.07,34.14,"Ascending"
"2328",29.07,499,9.04,34.13,"Ascending"
"2329",28.55,499.7,9.02,34.13,"Ascending"
"2330",28.26,500.5,9.01,34.12,"Ascending"
"2331",27.71,501.5,8.98,34.11,"Ascending"
"2332",27.18,502.2,8.97,34.1,"Ascending"
"2333",26.62,503.1,8.97,34.09,"Ascending"
"2334",26.17,504.3,8.96,34.08,"Ascending"
"2335",25.7,505.3,8.94,34.07,"Ascending"
"2336",25.14,506.5,8.94,34.07,"Ascending"
"2337",24.67,507.8,8.91,34.06,"Ascending"
"2338",24.23,508.7,8.91,34.05,"Ascending"
"2339",23.83,509.8,8.91,34.04,"Ascending"
"2340",23.3,511.2,8.89,34.03,"Ascending"
"2341",22.75,512.7,8.88,34.02,"Ascending"
"2342",22.15,513.5,8.88,34.01,"Ascending"
"2343",21.7,514.9,8.87,34.01,"Ascending"
"2344",21.37,516.4,8.87,34,"Ascending"
"2345",20.83,517.6,8.86,33.99,"Ascending"
"2346",20.38,518.9,8.87,33.99,"Ascending"
"2347",19.89,520.2,8.87,33.98,"Ascending"
"2348",19.53,521.8,8.86,33.97,"Ascending"
"2349",19.06,523,8.86,33.97,"Ascending"
"2350",18.53,524.7,8.85,33.96,"Ascending"
"2351",18.15,526.1,8.86,33.96,"Ascending"
"2352",17.78,528,8.86,33.95,"Ascending"
"2353",17.31,529.9,8.85,33.95,"Ascending"
"2354",16.78,531.3,8.84,33.94,"Ascending"
"2355",16.4,532.8,8.86,33.94,"Ascending"
"2356",16.02,534.6,8.86,33.93,"Ascending"
"2357",15.63,536.4,8.85,33.93,"Ascending"
"2358",15.13,538.8,8.85,33.92,"Ascending"
"2359",14.69,540.8,8.86,33.92,"Ascending"
"2360",14.2,542.3,8.85,33.92,"Ascending"
"2361",13.7,544.7,8.85,33.92,"Ascending"
"2362",13.32,547.2,8.85,33.91,"Ascending"
"2363",12.81,549.2,8.85,33.91,"Ascending"
"2364",12.45,551.2,8.85,33.9,"Ascending"
"2365",11.87,553.4,8.85,33.9,"Ascending"
"2366",11.39,555.7,8.85,33.9,"Ascending"
"2367",10.78,558.2,8.84,33.89,"Ascending"
"2368",10.24,561,8.84,33.89,"Ascending"
"2369",9.65,562.9,8.83,33.88,"Ascending"
"2370",9.04,564.9,8.82,33.87,"Ascending"
"2371",8.36,566.8,8.82,33.87,"Ascending"
"2372",7.75,568.8,8.82,33.87,"Ascending"
"2373",7.15,570.6,8.81,33.87,"Ascending"
"2374",6.61,572.1,8.81,33.86,"Ascending"
"2375",6.14,573.5,8.81,33.87,"Ascending"
"2376",5.56,574.5,8.81,33.86,"Ascending"
"2377",5.07,575.5,8.81,33.86,"Ascending"
"2378",4.54,576.5,8.81,33.86,"Ascending"
"2379",4.17,577.5,8.81,33.86,"Ascending"
"2380",3.84,578,8.82,33.86,"Ascending"
"2381",3.36,578.7,8.84,33.87,"Ascending"
"2382",2.94,579.6,8.82,33.87,"Ascending"
"2383",2.36,580.4,8.82,33.87,"Ascending"
"2384",1.93,581.6,8.82,33.87,"Ascending"
"2385",1.37,582.4,8.81,33.88,"Ascending"
"2386",0.89,583.1,8.79,33.88,"Ascending"
"2387",0.32,582.3,8.81,33.88,"Ascending"
