"","depth_m","cond_uscm","temp_C","direction"
"2585",103.35,660.3,36.01,"Ascending"
"2586",103.36,660.4,36.01,"Ascending"
"2587",103.36,660.2,36.01,"Ascending"
"2588",103.37,660.3,36.01,"Ascending"
"2589",103.37,660.2,36.01,"Ascending"
"2590",103.37,660,36.01,"Ascending"
"2591",103.36,660.5,36,"Ascending"
"2592",103.36,660.2,36.01,"Ascending"
"2593",103.37,660.5,36.01,"Ascending"
"2594",103.37,660.3,36,"Ascending"
"2595",103.37,660.4,36,"Ascending"
"2596",103.37,660.5,36.01,"Ascending"
"2597",103.36,660.3,36,"Ascending"
"2598",103.37,660.4,36,"Ascending"
"2599",103.37,660.3,36,"Ascending"
"2600",103.37,660.3,36,"Ascending"
"2601",103.37,660.1,36,"Ascending"
"2602",103.37,660.3,36,"Ascending"
"2603",103.37,660.3,36.01,"Ascending"
"2604",103.37,660.2,36.01,"Ascending"
"2605",103.37,660.5,36,"Ascending"
"2606",103.37,660.2,36.01,"Ascending"
"2607",103.36,659.9,36,"Ascending"
"2608",103.37,660,36.01,"Ascending"
"2609",103.37,660.1,36,"Ascending"
"2610",103.36,660.1,36,"Ascending"
"2611",103.25,660,36,"Ascending"
"2612",103.28,660.3,36,"Ascending"
"2613",103.29,660.3,36,"Ascending"
"2614",103.3,660.4,36,"Ascending"
"2615",103.29,660.3,36,"Ascending"
"2616",103.32,660.3,36,"Ascending"
"2617",103.32,660.3,36,"Ascending"
"2618",103.34,660,36,"Ascending"
"2619",103.38,660.4,36,"Ascending"
"2620",103.38,660.2,36,"Ascending"
"2621",103.36,660.2,36,"Ascending"
"2622",103.37,660.1,36,"Ascending"
"2623",103.38,660.2,36,"Ascending"
"2624",103.39,660.2,36,"Ascending"
"2625",103.39,660.2,36,"Ascending"
"2626",103.39,660.2,36,"Ascending"
"2627",103.39,660.2,36,"Ascending"
"2628",103.27,659.9,36,"Ascending"
"2629",103.19,659.5,36,"Ascending"
"2630",103.22,659.8,35.99,"Ascending"
"2631",103.26,659.7,36,"Ascending"
"2632",103.27,659.3,36,"Ascending"
"2633",103.31,659.6,36,"Ascending"
"2634",103.35,660,36,"Ascending"
"2635",103.37,659.9,36,"Ascending"
"2636",103.37,660.1,36,"Ascending"
"2637",103.37,659.9,36,"Ascending"
"2638",103.37,659.8,36,"Ascending"
"2639",103.37,660.2,36,"Ascending"
"2640",103.37,659.6,36,"Ascending"
"2641",103.37,659.4,36,"Ascending"
"2642",103.36,659.1,36,"Ascending"
"2643",103.01,660.2,36,"Ascending"
"2644",102.91,658.7,36,"Ascending"
"2645",102.57,657.9,35.99,"Ascending"
"2646",102.22,656.2,35.98,"Ascending"
"2647",102.38,656.6,35.99,"Ascending"
"2648",102.39,656,35.98,"Ascending"
"2649",102.4,656,35.98,"Ascending"
"2650",102.41,656.5,35.98,"Ascending"
"2651",102.42,657.5,35.98,"Ascending"
"2652",102.42,657.4,35.98,"Ascending"
"2653",102.41,657.1,35.98,"Ascending"
"2654",102.44,656.4,35.98,"Ascending"
"2655",102.44,656.9,35.98,"Ascending"
"2656",102.45,657.2,35.97,"Ascending"
"2657",102.45,657.3,35.98,"Ascending"
"2658",102.45,656.8,35.98,"Ascending"
"2659",102.45,656.9,35.98,"Ascending"
"2660",102.45,656.8,35.97,"Ascending"
"2661",102.45,657.2,35.97,"Ascending"
"2662",102.45,657.1,35.98,"Ascending"
"2663",102.46,656.9,35.97,"Ascending"
"2664",102.47,656.7,35.97,"Ascending"
"2665",102.5,656.6,35.97,"Ascending"
"2666",102.5,656.6,35.97,"Ascending"
"2667",102.5,656.7,35.97,"Ascending"
"2668",102.5,656.8,35.97,"Ascending"
"2669",102.5,657,35.97,"Ascending"
"2670",102.51,656.9,35.97,"Ascending"
"2671",102.51,656.8,35.97,"Ascending"
"2672",102.51,656.9,35.97,"Ascending"
"2673",102.51,657.1,35.97,"Ascending"
"2674",102.52,656.9,35.97,"Ascending"
"2675",102.52,656.7,35.97,"Ascending"
"2676",102.53,656.8,35.97,"Ascending"
"2677",102.53,656.8,35.97,"Ascending"
"2678",102.53,656.7,35.97,"Ascending"
"2679",102.53,656.8,35.97,"Ascending"
"2680",102.54,656.8,35.97,"Ascending"
"2681",102.54,657.1,35.97,"Ascending"
"2682",102.55,657,35.97,"Ascending"
"2683",102.6,656.7,35.97,"Ascending"
"2684",102.64,656.8,35.97,"Ascending"
"2685",102.65,657.3,35.97,"Ascending"
"2686",102.66,656.7,35.97,"Ascending"
"2687",102.65,656.6,35.97,"Ascending"
"2688",102.65,656.4,35.97,"Ascending"
"2689",102.65,656.8,35.97,"Ascending"
"2690",102.66,656.7,35.97,"Ascending"
"2691",102.65,656.6,35.97,"Ascending"
"2692",102.67,656.2,35.97,"Ascending"
"2693",102.68,656.2,35.97,"Ascending"
"2694",102.68,656.7,35.97,"Ascending"
"2695",102.68,657.1,35.97,"Ascending"
"2696",102.67,656.7,35.97,"Ascending"
"2697",102.66,657.2,35.97,"Ascending"
"2698",102.38,656.7,35.97,"Ascending"
"2699",102.14,656.7,35.97,"Ascending"
"2700",101.54,654.8,35.96,"Ascending"
"2701",101.54,654.5,35.96,"Ascending"
"2702",101.3,653.9,35.96,"Ascending"
"2703",101.29,654.2,35.96,"Ascending"
"2704",101.09,652.8,35.95,"Ascending"
"2705",100.67,651.3,35.95,"Ascending"
"2706",100.72,650.8,35.94,"Ascending"
"2707",100.47,650.7,35.94,"Ascending"
"2708",99.95,649,35.93,"Ascending"
"2709",99.62,647.6,35.93,"Ascending"
"2710",99.07,645.9,35.91,"Ascending"
"2711",98.73,645.3,35.91,"Ascending"
"2712",98.13,643.2,35.9,"Ascending"
"2713",97.78,641.4,35.89,"Ascending"
"2714",97.2,639.4,35.88,"Ascending"
"2715",96.98,638.6,35.87,"Ascending"
"2716",96.83,638,35.86,"Ascending"
"2717",96.68,637.5,35.85,"Ascending"
"2718",95.98,635.9,35.84,"Ascending"
"2719",95.49,634.5,35.83,"Ascending"
"2720",94.78,632.4,35.82,"Ascending"
"2721",94.71,631.8,35.81,"Ascending"
"2722",94.62,631.4,35.8,"Ascending"
"2723",94.31,630.9,35.79,"Ascending"
"2724",93.96,629.9,35.78,"Ascending"
"2725",93.59,628.2,35.77,"Ascending"
"2726",93.59,628,35.76,"Ascending"
"2727",93.14,626.6,35.75,"Ascending"
"2728",92.83,626.5,35.74,"Ascending"
"2729",92.51,625.4,35.73,"Ascending"
"2730",92.47,624.7,35.72,"Ascending"
"2731",92.01,624.7,35.71,"Ascending"
"2732",91.85,622.7,35.71,"Ascending"
"2733",91.43,622.8,35.7,"Ascending"
"2734",90.88,621,35.68,"Ascending"
"2735",90.61,620.2,35.68,"Ascending"
"2736",90.14,618.7,35.66,"Ascending"
"2737",89.56,616.9,35.65,"Ascending"
"2738",88.85,615.6,35.64,"Ascending"
"2739",88.15,613.6,35.63,"Ascending"
"2740",87.47,611.8,35.61,"Ascending"
"2741",87.15,611.7,35.6,"Ascending"
"2742",86.63,610.1,35.58,"Ascending"
"2743",86.34,609.3,35.57,"Ascending"
"2744",86.04,608.9,35.56,"Ascending"
"2745",85.41,607.4,35.54,"Ascending"
"2746",84.94,606.6,35.53,"Ascending"
"2747",84.47,606.6,35.52,"Ascending"
"2748",83.98,605.2,35.51,"Ascending"
"2749",83.43,603.9,35.49,"Ascending"
"2750",82.95,603.7,35.48,"Ascending"
"2751",82.51,602.4,35.47,"Ascending"
"2752",82.22,602.9,35.45,"Ascending"
"2753",81.81,601.6,35.44,"Ascending"
"2754",81.35,599.5,35.43,"Ascending"
"2755",80.77,598.9,35.42,"Ascending"
"2756",80.38,598.1,35.4,"Ascending"
"2757",79.77,597.5,35.39,"Ascending"
"2758",79.31,597.4,35.37,"Ascending"
"2759",78.71,595.4,35.36,"Ascending"
"2760",78.3,595.1,35.35,"Ascending"
"2761",77.58,593.9,35.33,"Ascending"
"2762",77.26,593.1,35.32,"Ascending"
"2763",76.92,592.6,35.3,"Ascending"
"2764",76.31,591.2,35.29,"Ascending"
"2765",75.86,591.3,35.28,"Ascending"
"2766",75.33,590.8,35.26,"Ascending"
"2767",74.79,589.4,35.24,"Ascending"
"2768",74.41,589.5,35.23,"Ascending"
"2769",73.88,588,35.22,"Ascending"
"2770",73.39,586.9,35.2,"Ascending"
"2771",72.9,586.4,35.18,"Ascending"
"2772",72.41,586.3,35.17,"Ascending"
"2773",72.09,585.8,35.16,"Ascending"
"2774",71.61,585.2,35.14,"Ascending"
"2775",71.34,585.4,35.13,"Ascending"
"2776",70.79,585.1,35.11,"Ascending"
"2777",70.44,584.8,35.1,"Ascending"
"2778",69.95,584.1,35.09,"Ascending"
"2779",69.47,583.5,35.08,"Ascending"
"2780",68.84,582.7,35.06,"Ascending"
"2781",68.34,582.7,35.05,"Ascending"
"2782",67.72,581.7,35.03,"Ascending"
"2783",67.32,581.4,35.02,"Ascending"
"2784",67.03,580.9,35.01,"Ascending"
"2785",66.44,581.2,34.99,"Ascending"
"2786",66.23,580.2,34.98,"Ascending"
"2787",65.56,579.4,34.97,"Ascending"
"2788",65.41,579.9,34.95,"Ascending"
"2789",65.21,579.4,34.94,"Ascending"
"2790",64.99,579.7,34.93,"Ascending"
"2791",64.67,580,34.92,"Ascending"
"2792",64.38,579.2,34.91,"Ascending"
"2793",63.94,579,34.9,"Ascending"
"2794",63.5,578.6,34.88,"Ascending"
"2795",63.15,577.6,34.87,"Ascending"
"2796",62.69,577.6,34.86,"Ascending"
"2797",62.35,577.6,34.85,"Ascending"
"2798",61.82,577.2,34.84,"Ascending"
"2799",61.84,577.3,34.83,"Ascending"
"2800",61.56,576.7,34.81,"Ascending"
"2801",61.09,576.3,34.8,"Ascending"
"2802",60.68,575.9,34.79,"Ascending"
"2803",60.23,575.7,34.78,"Ascending"
"2804",60.09,575.8,34.77,"Ascending"
"2805",59.59,575.3,34.76,"Ascending"
"2806",58.91,574.9,34.75,"Ascending"
"2807",58.3,574.6,34.73,"Ascending"
"2808",57.97,574.7,34.72,"Ascending"
"2809",57.96,573.2,34.71,"Ascending"
"2810",57.74,573.9,34.7,"Ascending"
"2811",57.59,574.2,34.69,"Ascending"
"2812",57.18,573.1,34.68,"Ascending"
"2813",56.77,573.2,34.66,"Ascending"
"2814",56.26,573,34.65,"Ascending"
"2815",56.14,571.9,34.64,"Ascending"
"2816",55.58,573,34.63,"Ascending"
"2817",55.05,572.2,34.61,"Ascending"
"2818",54.54,571.8,34.6,"Ascending"
"2819",54.03,571.4,34.59,"Ascending"
"2820",53.57,571.5,34.57,"Ascending"
"2821",53.03,571.4,34.56,"Ascending"
"2822",52.57,571.2,34.54,"Ascending"
"2823",52.21,570.7,34.53,"Ascending"
"2824",51.83,570.2,34.52,"Ascending"
"2825",51.25,570.6,34.51,"Ascending"
"2826",50.81,570.6,34.49,"Ascending"
"2827",50.21,570.4,34.48,"Ascending"
"2828",49.74,570.7,34.46,"Ascending"
"2829",49.2,570.9,34.45,"Ascending"
"2830",48.81,570.9,34.44,"Ascending"
"2831",48.25,571,34.43,"Ascending"
"2832",47.79,569.9,34.42,"Ascending"
"2833",47.33,568.2,34.41,"Ascending"
"2834",46.78,566.9,34.4,"Ascending"
"2835",46.24,566,34.39,"Ascending"
"2836",45.99,566,34.38,"Ascending"
"2837",45.97,566.1,34.37,"Ascending"
"2838",45.53,565.5,34.36,"Ascending"
"2839",45.07,564.9,34.35,"Ascending"
"2840",44.83,564.8,34.35,"Ascending"
"2841",44.47,564.5,34.34,"Ascending"
"2842",44.05,564.1,34.33,"Ascending"
"2843",43.52,564.2,34.32,"Ascending"
"2844",42.85,563.6,34.31,"Ascending"
"2845",42.61,563.5,34.31,"Ascending"
"2846",42.04,563.2,34.3,"Ascending"
"2847",41.45,563.3,34.29,"Ascending"
"2848",40.86,563,34.28,"Ascending"
"2849",40.36,563.2,34.27,"Ascending"
"2850",39.76,563.1,34.26,"Ascending"
"2851",39.19,563.4,34.26,"Ascending"
"2852",38.53,563.3,34.25,"Ascending"
"2853",37.89,562.8,34.24,"Ascending"
"2854",37.42,562,34.23,"Ascending"
"2855",36.9,561.6,34.22,"Ascending"
"2856",36.72,561.3,34.22,"Ascending"
"2857",36.24,560.7,34.21,"Ascending"
"2858",35.69,560.2,34.2,"Ascending"
"2859",35.33,560.1,34.2,"Ascending"
"2860",34.95,559.6,34.19,"Ascending"
"2861",34.67,558.9,34.18,"Ascending"
"2862",34.28,558.3,34.18,"Ascending"
"2863",34.23,558,34.18,"Ascending"
"2864",33.82,557.4,34.17,"Ascending"
"2865",33.45,556.4,34.17,"Ascending"
"2866",32.71,555,34.16,"Ascending"
"2867",32.1,553.5,34.15,"Ascending"
"2868",31.39,552.4,34.14,"Ascending"
"2869",30.93,552,34.14,"Ascending"
"2870",30.2,551,34.13,"Ascending"
"2871",29.79,549.6,34.13,"Ascending"
"2872",29.51,549.3,34.12,"Ascending"
"2873",29.1,548.9,34.12,"Ascending"
"2874",28.93,548.8,34.11,"Ascending"
"2875",28.57,548.8,34.11,"Ascending"
"2876",28.15,548.2,34.11,"Ascending"
"2877",28,547.8,34.1,"Ascending"
"2878",27.51,547.4,34.1,"Ascending"
"2879",27.06,547,34.1,"Ascending"
"2880",26.48,547,34.09,"Ascending"
"2881",25.95,546.8,34.08,"Ascending"
"2882",25.32,545.7,34.08,"Ascending"
"2883",24.71,545.3,34.07,"Ascending"
"2884",24.24,544.8,34.07,"Ascending"
"2885",23.74,544.1,34.06,"Ascending"
"2886",23.19,544,34.06,"Ascending"
"2887",22.66,543.7,34.06,"Ascending"
"2888",22.06,543.2,34.05,"Ascending"
"2889",21.69,543.2,34.05,"Ascending"
"2890",21.53,542.8,34.05,"Ascending"
"2891",21.44,542.9,34.05,"Ascending"
"2892",21.24,542.9,34.05,"Ascending"
"2893",21.17,542.8,34.04,"Ascending"
"2894",20.93,542.7,34.04,"Ascending"
"2895",20.43,542.9,34.04,"Ascending"
"2896",20.08,542.8,34.04,"Ascending"
"2897",19.47,542.9,34.03,"Ascending"
"2898",18.93,542.9,34.03,"Ascending"
"2899",18.43,543.3,34.03,"Ascending"
"2900",17.75,543.3,34.02,"Ascending"
"2901",17.1,543.8,34.02,"Ascending"
"2902",16.58,543.8,34.02,"Ascending"
"2903",15.96,543.8,34.02,"Ascending"
"2904",15.29,544.3,34.01,"Ascending"
"2905",14.8,544.4,34.01,"Ascending"
"2906",14.18,544.6,34.01,"Ascending"
"2907",13.66,544.8,34.01,"Ascending"
"2908",12.92,544.9,34,"Ascending"
"2909",12.39,545.1,34,"Ascending"
"2910",11.74,545,34,"Ascending"
"2911",11.11,545.3,34,"Ascending"
"2912",10.6,545.3,34,"Ascending"
"2913",10.01,545.3,34,"Ascending"
"2914",9.52,545.4,34,"Ascending"
"2915",8.97,545.3,33.99,"Ascending"
"2916",8.5,545.5,33.99,"Ascending"
"2917",7.9,545.4,33.99,"Ascending"
"2918",7.36,545.5,33.99,"Ascending"
"2919",7.32,545.9,33.99,"Ascending"
"2920",7.25,546.1,34,"Ascending"
"2921",7.09,545.7,34,"Ascending"
"2922",6.52,545.5,34,"Ascending"
"2923",6.11,545.6,33.99,"Ascending"
"2924",5.6,545.7,34,"Ascending"
"2925",5.56,545.8,34,"Ascending"
"2926",5.55,545.7,34,"Ascending"
"2927",5.43,545.7,34,"Ascending"
"2928",5.12,545.7,34.01,"Ascending"
"2929",4.79,545.5,34,"Ascending"
"2930",4.54,546,34,"Ascending"
"2931",4.7,545.7,34.01,"Ascending"
"2932",4.16,545.6,34.01,"Ascending"
"2933",3.74,545.6,34.01,"Ascending"
"2934",3.18,545,34.02,"Ascending"
"2935",2.46,544.7,34.02,"Ascending"
"2936",1.8,544.1,34.02,"Ascending"
"2937",1.09,543.7,34.03,"Ascending"
"2938",0.45,543,34.04,"Ascending"
