"","depth_m","cond_uscm","pH","temp_C","direction"
"2085",285.36,6110,11.52,42.56,"Ascending"
"2086",285.36,6110,11.52,42.55,"Ascending"
"2087",285.38,6111,11.52,42.56,"Ascending"
"2088",285.38,6113,11.52,42.56,"Ascending"
"2089",285.37,6111,11.52,42.56,"Ascending"
"2090",285.37,6108,11.52,42.55,"Ascending"
"2091",285.36,6110,11.52,42.56,"Ascending"
"2092",285.37,6111,11.52,42.56,"Ascending"
"2093",285.38,6106,11.52,42.56,"Ascending"
"2094",285.37,6112,11.52,42.56,"Ascending"
"2095",285.37,6110,11.52,42.56,"Ascending"
"2096",285.37,6108,11.52,42.56,"Ascending"
"2097",285.37,6111,11.52,42.56,"Ascending"
"2098",285.35,6111,11.52,42.55,"Ascending"
"2099",285.36,6108,11.52,42.56,"Ascending"
"2100",285.37,6108,11.52,42.56,"Ascending"
"2101",285.36,6111,11.52,42.55,"Ascending"
"2102",285.37,6112,11.52,42.56,"Ascending"
"2103",285.37,6112,11.52,42.56,"Ascending"
"2104",285.36,6111,11.52,42.56,"Ascending"
"2105",285.38,6109,11.52,42.56,"Ascending"
"2106",285.37,6111,11.52,42.56,"Ascending"
"2107",285.37,6112,11.52,42.55,"Ascending"
"2108",285.37,6110,11.52,42.55,"Ascending"
"2109",285.37,6113,11.52,42.55,"Ascending"
"2110",285.34,6110,11.52,42.55,"Ascending"
"2111",285.38,6112,11.52,42.56,"Ascending"
"2112",285.38,6108,11.52,42.56,"Ascending"
"2113",285.37,6110,11.52,42.56,"Ascending"
"2114",285.37,6111,11.52,42.55,"Ascending"
"2115",285.36,6110,11.52,42.55,"Ascending"
"2116",285.37,6113,11.52,42.56,"Ascending"
"2117",285.38,6110,11.52,42.56,"Ascending"
"2118",285.37,6111,11.52,42.55,"Ascending"
"2119",285.37,6110,11.52,42.56,"Ascending"
"2120",285.38,6111,11.52,42.55,"Ascending"
"2121",285.37,6111,11.52,42.56,"Ascending"
"2122",285.37,6112,11.52,42.56,"Ascending"
"2123",285.37,6113,11.52,42.55,"Ascending"
"2124",285.37,6109,11.52,42.56,"Ascending"
"2125",285.37,6110,11.52,42.56,"Ascending"
"2126",285.37,6112,11.52,42.56,"Ascending"
"2127",285.36,6113,11.52,42.56,"Ascending"
"2128",285.37,6110,11.52,42.55,"Ascending"
"2129",285.37,6113,11.52,42.56,"Ascending"
"2130",285.37,6110,11.52,42.56,"Ascending"
"2131",285.38,6112,11.52,42.56,"Ascending"
"2132",285.37,6112,11.52,42.56,"Ascending"
"2133",285.37,6110,11.52,42.56,"Ascending"
"2134",285.37,6113,11.52,42.56,"Ascending"
"2135",285.37,6110,11.52,42.56,"Ascending"
"2136",285.37,6112,11.52,42.56,"Ascending"
"2137",285.37,6111,11.52,42.56,"Ascending"
"2138",285.37,6113,11.52,42.56,"Ascending"
"2139",285.37,6111,11.52,42.55,"Ascending"
"2140",285.37,6112,11.52,42.56,"Ascending"
"2141",285.37,6112,11.52,42.56,"Ascending"
"2142",285.37,6111,11.52,42.56,"Ascending"
"2143",285.37,6110,11.52,42.56,"Ascending"
"2144",285.38,6112,11.52,42.56,"Ascending"
"2145",285.37,6111,11.52,42.56,"Ascending"
"2146",285.37,6112,11.52,42.56,"Ascending"
"2147",285.37,6110,11.52,42.56,"Ascending"
"2148",285.37,6110,11.52,42.56,"Ascending"
"2149",285.37,6111,11.52,42.56,"Ascending"
"2150",285.36,6112,11.52,42.56,"Ascending"
"2151",285.37,6111,11.52,42.56,"Ascending"
"2152",285.37,6112,11.52,42.56,"Ascending"
"2153",285.37,6110,11.52,42.56,"Ascending"
"2154",285.36,6112,11.52,42.56,"Ascending"
"2155",285.34,6110,11.52,42.55,"Ascending"
"2156",285.35,6111,11.52,42.56,"Ascending"
"2157",285.35,6111,11.52,42.56,"Ascending"
"2158",285.36,6110,11.52,42.56,"Ascending"
"2159",285.36,6111,11.52,42.55,"Ascending"
"2160",285.36,6110,11.52,42.56,"Ascending"
"2161",285.36,6111,11.52,42.56,"Ascending"
"2162",285.37,6108,11.52,42.56,"Ascending"
"2163",285.37,6110,11.52,42.55,"Ascending"
"2164",285.35,6110,11.52,42.56,"Ascending"
"2165",285.36,6110,11.52,42.56,"Ascending"
"2166",285.36,6112,11.52,42.56,"Ascending"
"2167",285.37,6108,11.52,42.56,"Ascending"
"2168",285.31,6111,11.52,42.56,"Ascending"
"2169",285.22,6118,11.53,42.55,"Ascending"
"2170",285.24,6117,11.52,42.55,"Ascending"
"2171",285.22,6115,11.52,42.56,"Ascending"
"2172",284.78,6110,11.56,42.55,"Ascending"
"2173",284.43,6120,11.55,42.55,"Ascending"
"2174",284.03,6120,11.56,42.54,"Ascending"
"2175",283.76,6119,11.56,42.54,"Ascending"
"2176",283.56,6120,11.56,42.54,"Ascending"
"2177",283.23,6119,11.55,42.53,"Ascending"
"2178",283.33,6119,11.56,42.53,"Ascending"
"2179",283.49,6119,11.54,42.53,"Ascending"
"2180",283.49,6117,11.54,42.53,"Ascending"
"2181",283.36,6119,11.56,42.53,"Ascending"
"2182",283.09,6118,11.56,42.52,"Ascending"
"2183",282.8,6116,11.56,42.52,"Ascending"
"2184",282.64,6117,11.58,42.52,"Ascending"
"2185",282.29,6117,11.56,42.51,"Ascending"
"2186",281.99,6116,11.55,42.51,"Ascending"
"2187",281.71,6117,11.56,42.5,"Ascending"
"2188",281.16,6115,11.56,42.5,"Ascending"
"2189",280.78,6115,11.58,42.49,"Ascending"
"2190",280.46,6114,11.58,42.49,"Ascending"
"2191",280.1,6112,11.56,42.48,"Ascending"
"2192",279.75,6112,11.56,42.47,"Ascending"
"2193",279.43,6110,11.56,42.46,"Ascending"
"2194",278.99,6110,11.57,42.46,"Ascending"
"2195",278.8,6110,11.56,42.45,"Ascending"
"2196",278.38,6107,11.56,42.44,"Ascending"
"2197",278.43,6108,11.55,42.43,"Ascending"
"2198",278.29,6109,11.55,42.43,"Ascending"
"2199",277.92,6107,11.55,42.42,"Ascending"
"2200",277.52,6108,11.55,42.41,"Ascending"
"2201",277.08,6106,11.56,42.41,"Ascending"
"2202",276.75,6104,11.56,42.39,"Ascending"
"2203",276.49,6106,11.56,42.39,"Ascending"
"2204",276.29,6102,11.56,42.38,"Ascending"
"2205",275.87,6102,11.56,42.37,"Ascending"
"2206",275.54,6104,11.56,42.36,"Ascending"
"2207",275.24,6099,11.56,42.35,"Ascending"
"2208",274.95,6101,11.56,42.35,"Ascending"
"2209",274.72,6099,11.56,42.34,"Ascending"
"2210",274.5,6101,11.56,42.33,"Ascending"
"2211",274.23,6097,11.56,42.32,"Ascending"
"2212",274.05,6099,11.56,42.31,"Ascending"
"2213",273.64,6095,11.55,42.3,"Ascending"
"2214",273.47,6097,11.55,42.29,"Ascending"
"2215",273.19,6094,11.55,42.28,"Ascending"
"2216",272.89,6094,11.55,42.28,"Ascending"
"2217",272.37,6096,11.54,42.27,"Ascending"
"2218",271.95,6092,11.54,42.26,"Ascending"
"2219",271.51,6092,11.55,42.24,"Ascending"
"2220",271.13,6088,11.55,42.23,"Ascending"
"2221",270.74,6089,11.55,42.22,"Ascending"
"2222",270.4,6090,11.55,42.21,"Ascending"
"2223",270,6088,11.56,42.2,"Ascending"
"2224",269.57,6084,11.56,42.19,"Ascending"
"2225",269.16,6084,11.55,42.18,"Ascending"
"2226",268.78,6084,11.55,42.17,"Ascending"
"2227",268.43,6083,11.56,42.15,"Ascending"
"2228",267.94,6080,11.55,42.14,"Ascending"
"2229",267.38,6082,11.55,42.13,"Ascending"
"2230",266.94,6079,11.55,42.11,"Ascending"
"2231",266.45,6078,11.55,42.1,"Ascending"
"2232",265.97,6076,11.55,42.09,"Ascending"
"2233",265.61,6075,11.55,42.07,"Ascending"
"2234",265.13,6076,11.55,42.06,"Ascending"
"2235",264.6,6073,11.56,42.04,"Ascending"
"2236",264.13,6070,11.55,42.03,"Ascending"
"2237",263.69,6071,11.56,42.02,"Ascending"
"2238",263.17,6069,11.55,42,"Ascending"
"2239",262.76,6068,11.55,41.99,"Ascending"
"2240",262.52,6066,11.55,41.98,"Ascending"
"2241",262.21,6065,11.55,41.96,"Ascending"
"2242",261.96,6067,11.55,41.95,"Ascending"
"2243",261.87,6065,11.55,41.94,"Ascending"
"2244",261.72,6067,11.56,41.93,"Ascending"
"2245",261.36,6065,11.55,41.92,"Ascending"
"2246",260.79,6061,11.55,41.91,"Ascending"
"2247",260.61,6062,11.55,41.89,"Ascending"
"2248",260.26,6061,11.55,41.88,"Ascending"
"2249",260.08,6061,11.55,41.88,"Ascending"
"2250",259.8,6059,11.55,41.87,"Ascending"
"2251",259.59,6060,11.55,41.85,"Ascending"
"2252",259.25,6058,11.56,41.84,"Ascending"
"2253",258.64,6059,11.56,41.83,"Ascending"
"2254",258.1,6057,11.58,41.82,"Ascending"
"2255",257.62,6055,11.57,41.8,"Ascending"
"2256",257.14,6054,11.56,41.79,"Ascending"
"2257",256.74,6051,11.56,41.77,"Ascending"
"2258",256.22,6052,11.56,41.76,"Ascending"
"2259",255.71,6051,11.56,41.74,"Ascending"
"2260",255.4,6050,11.57,41.73,"Ascending"
"2261",255.06,6048,11.57,41.72,"Ascending"
"2262",254.8,6050,11.56,41.71,"Ascending"
"2263",254.48,6047,11.56,41.7,"Ascending"
"2264",254.65,6046,11.56,41.69,"Ascending"
"2265",254.56,6048,11.56,41.68,"Ascending"
"2266",254.6,6046,11.56,41.67,"Ascending"
"2267",254.44,6046,11.55,41.66,"Ascending"
"2268",254.76,6047,11.55,41.65,"Ascending"
"2269",254.42,6048,11.57,41.65,"Ascending"
"2270",254,6047,11.56,41.64,"Ascending"
"2271",253.83,6045,11.56,41.63,"Ascending"
"2272",253.32,6046,11.56,41.62,"Ascending"
"2273",252.67,6043,11.55,41.61,"Ascending"
"2274",252.07,6041,11.57,41.6,"Ascending"
"2275",251.75,6039,11.56,41.58,"Ascending"
"2276",251.66,6039,11.57,41.58,"Ascending"
"2277",251.36,6040,11.57,41.56,"Ascending"
"2278",250.84,6041,11.56,41.56,"Ascending"
"2279",250.41,6038,11.57,41.54,"Ascending"
"2280",250.01,6038,11.56,41.53,"Ascending"
"2281",249.78,6035,11.56,41.52,"Ascending"
"2282",249.27,6036,11.57,41.51,"Ascending"
"2283",248.82,6034,11.56,41.5,"Ascending"
"2284",248.31,6031,11.56,41.48,"Ascending"
"2285",247.69,6032,11.57,41.47,"Ascending"
"2286",247.34,6030,11.57,41.45,"Ascending"
"2287",246.76,6029,11.57,41.44,"Ascending"
"2288",246.29,6029,11.57,41.43,"Ascending"
"2289",245.82,6029,11.56,41.41,"Ascending"
"2290",245.32,6024,11.56,41.4,"Ascending"
"2291",244.98,6025,11.55,41.38,"Ascending"
"2292",244.45,6026,11.56,41.37,"Ascending"
"2293",244.09,6023,11.56,41.36,"Ascending"
"2294",243.54,6020,11.56,41.34,"Ascending"
"2295",243.1,6021,11.56,41.33,"Ascending"
"2296",242.62,6019,11.57,41.31,"Ascending"
"2297",242.1,6017,11.57,41.3,"Ascending"
"2298",241.7,6016,11.58,41.28,"Ascending"
"2299",241.15,6018,11.56,41.27,"Ascending"
"2300",240.61,6013,11.56,41.25,"Ascending"
"2301",240.37,6013,11.57,41.24,"Ascending"
"2302",239.91,6012,11.58,41.22,"Ascending"
"2303",239.56,6010,11.57,41.21,"Ascending"
"2304",239.24,6013,11.57,41.2,"Ascending"
"2305",238.83,6011,11.56,41.18,"Ascending"
"2306",238.9,6006,11.57,41.17,"Ascending"
"2307",238.72,6010,11.57,41.16,"Ascending"
"2308",238.34,6008,11.56,41.15,"Ascending"
"2309",237.95,6008,11.57,41.14,"Ascending"
"2310",237.54,6008,11.57,41.12,"Ascending"
"2311",237.16,6006,11.58,41.11,"Ascending"
"2312",236.82,6006,11.57,41.1,"Ascending"
"2313",236.6,6001,11.57,41.09,"Ascending"
"2314",236.15,6005,11.57,41.07,"Ascending"
"2315",235.9,6002,11.57,41.07,"Ascending"
"2316",235.62,6002,11.57,41.05,"Ascending"
"2317",235.17,6000,11.57,41.04,"Ascending"
"2318",234.79,6001,11.57,41.03,"Ascending"
"2319",234.38,5999,11.57,41.02,"Ascending"
"2320",234.01,5998,11.57,41.01,"Ascending"
"2321",233.55,5996,11.57,40.99,"Ascending"
"2322",233.26,5996,11.57,40.98,"Ascending"
"2323",232.92,5996,11.57,40.97,"Ascending"
"2324",232.57,5994,11.56,40.96,"Ascending"
"2325",232.16,5994,11.56,40.94,"Ascending"
"2326",231.69,5992,11.57,40.93,"Ascending"
"2327",231.26,5989,11.57,40.92,"Ascending"
"2328",230.7,5991,11.57,40.9,"Ascending"
"2329",230.15,5990,11.57,40.89,"Ascending"
"2330",229.57,5986,11.57,40.87,"Ascending"
"2331",229.09,5988,11.58,40.86,"Ascending"
"2332",228.7,5983,11.58,40.84,"Ascending"
"2333",228.22,5984,11.57,40.83,"Ascending"
"2334",227.69,5984,11.57,40.81,"Ascending"
"2335",227.39,5980,11.56,40.8,"Ascending"
"2336",226.97,5979,11.57,40.79,"Ascending"
"2337",226.51,5978,11.57,40.77,"Ascending"
"2338",226.14,5978,11.57,40.76,"Ascending"
"2339",225.87,5977,11.57,40.75,"Ascending"
"2340",225.63,5977,11.57,40.74,"Ascending"
"2341",225.14,5975,11.57,40.72,"Ascending"
"2342",224.68,5974,11.57,40.71,"Ascending"
"2343",224.24,5974,11.57,40.69,"Ascending"
"2344",223.69,5971,11.57,40.68,"Ascending"
"2345",223.4,5971,11.57,40.66,"Ascending"
"2346",223.3,5972,11.57,40.65,"Ascending"
"2347",222.96,5969,11.57,40.64,"Ascending"
"2348",222.54,5968,11.57,40.63,"Ascending"
"2349",222,5968,11.57,40.61,"Ascending"
"2350",221.57,5967,11.57,40.6,"Ascending"
"2351",221.01,5966,11.57,40.58,"Ascending"
"2352",220.6,5964,11.57,40.57,"Ascending"
"2353",220.08,5962,11.56,40.56,"Ascending"
"2354",219.96,5962,11.57,40.54,"Ascending"
"2355",219.64,5962,11.58,40.53,"Ascending"
"2356",219.13,5960,11.58,40.52,"Ascending"
"2357",218.87,5961,11.58,40.51,"Ascending"
"2358",218.31,5958,11.58,40.49,"Ascending"
"2359",217.82,5959,11.58,40.48,"Ascending"
"2360",217.33,5955,11.58,40.46,"Ascending"
"2361",216.85,5956,11.58,40.45,"Ascending"
"2362",216.32,5956,11.58,40.43,"Ascending"
"2363",215.76,5952,11.57,40.42,"Ascending"
"2364",215.22,5948,11.57,40.4,"Ascending"
"2365",214.74,5949,11.57,40.39,"Ascending"
"2366",214.2,5948,11.57,40.37,"Ascending"
"2367",213.7,5947,11.57,40.36,"Ascending"
"2368",213.16,5946,11.58,40.34,"Ascending"
"2369",212.61,5945,11.59,40.32,"Ascending"
"2370",212.14,5944,11.58,40.31,"Ascending"
"2371",211.62,5941,11.58,40.29,"Ascending"
"2372",211.22,5942,11.58,40.28,"Ascending"
"2373",210.75,5939,11.58,40.26,"Ascending"
"2374",210.31,5939,11.58,40.25,"Ascending"
"2375",209.91,5936,11.58,40.23,"Ascending"
"2376",209.44,5938,11.58,40.22,"Ascending"
"2377",209.08,5936,11.58,40.2,"Ascending"
"2378",208.7,5933,11.58,40.18,"Ascending"
"2379",208.62,5933,11.57,40.18,"Ascending"
"2380",208.08,5934,11.57,40.16,"Ascending"
"2381",207.58,5933,11.58,40.14,"Ascending"
"2382",207.14,5929,11.57,40.13,"Ascending"
"2383",206.78,5929,11.59,40.12,"Ascending"
"2384",206.55,5929,11.58,40.1,"Ascending"
"2385",206.25,5927,11.58,40.09,"Ascending"
"2386",205.75,5927,11.57,40.08,"Ascending"
"2387",205.28,5927,11.59,40.07,"Ascending"
"2388",204.82,5926,11.59,40.05,"Ascending"
"2389",204.4,5924,11.57,40.04,"Ascending"
"2390",204.03,5921,11.58,40.02,"Ascending"
"2391",203.61,5921,11.58,40.01,"Ascending"
"2392",203.2,5919,11.58,39.99,"Ascending"
"2393",202.78,5919,11.58,39.98,"Ascending"
"2394",202.28,5918,11.58,39.97,"Ascending"
"2395",201.85,5917,11.58,39.95,"Ascending"
"2396",201.52,5915,11.58,39.94,"Ascending"
"2397",201.27,5916,11.58,39.93,"Ascending"
"2398",201.3,5913,11.58,39.92,"Ascending"
"2399",201.07,5916,11.58,39.91,"Ascending"
"2400",200.58,5914,11.58,39.9,"Ascending"
"2401",200.06,5911,11.58,39.88,"Ascending"
"2402",199.6,5911,11.58,39.87,"Ascending"
"2403",199.17,5911,11.58,39.86,"Ascending"
"2404",198.64,5908,11.59,39.84,"Ascending"
"2405",198.14,5908,11.6,39.82,"Ascending"
"2406",197.69,5906,11.6,39.81,"Ascending"
"2407",197.23,5905,11.59,39.8,"Ascending"
"2408",196.74,5903,11.59,39.78,"Ascending"
"2409",196.35,5902,11.58,39.77,"Ascending"
"2410",195.88,5901,11.59,39.75,"Ascending"
"2411",195.54,5899,11.59,39.74,"Ascending"
"2412",195.17,5897,11.59,39.73,"Ascending"
"2413",194.67,5899,11.58,39.71,"Ascending"
"2414",194.14,5897,11.6,39.7,"Ascending"
"2415",193.71,5895,11.59,39.68,"Ascending"
"2416",193.31,5893,11.59,39.67,"Ascending"
"2417",192.94,5893,11.59,39.65,"Ascending"
"2418",192.48,5894,11.59,39.64,"Ascending"
"2419",192.15,5892,11.59,39.63,"Ascending"
"2420",191.75,5891,11.6,39.61,"Ascending"
"2421",191.33,5890,11.6,39.6,"Ascending"
"2422",190.98,5888,11.59,39.59,"Ascending"
"2423",190.7,5889,11.59,39.58,"Ascending"
"2424",190.35,5884,11.59,39.56,"Ascending"
"2425",189.95,5885,11.59,39.55,"Ascending"
"2426",189.63,5886,11.6,39.54,"Ascending"
"2427",189.28,5883,11.6,39.52,"Ascending"
"2428",188.77,5883,11.6,39.51,"Ascending"
"2429",188.24,5882,11.59,39.5,"Ascending"
"2430",187.75,5881,11.59,39.48,"Ascending"
"2431",187.22,5878,11.59,39.46,"Ascending"
"2432",186.97,5879,11.6,39.45,"Ascending"
"2433",186.78,5877,11.59,39.44,"Ascending"
"2434",186.54,5878,11.59,39.43,"Ascending"
"2435",186.28,5878,11.59,39.42,"Ascending"
"2436",186.29,5877,11.59,39.41,"Ascending"
"2437",186.23,5873,11.59,39.4,"Ascending"
"2438",186.23,5874,11.59,39.4,"Ascending"
"2439",186.21,5877,11.59,39.39,"Ascending"
"2440",185.68,5873,11.59,39.38,"Ascending"
"2441",185.31,5874,11.59,39.37,"Ascending"
"2442",184.74,5872,11.6,39.36,"Ascending"
"2443",184.32,5871,11.59,39.34,"Ascending"
"2444",183.78,5869,11.59,39.33,"Ascending"
"2445",183.27,5868,11.59,39.32,"Ascending"
"2446",182.83,5866,11.6,39.31,"Ascending"
"2447",182.27,5866,11.59,39.29,"Ascending"
"2448",181.74,5863,11.59,39.28,"Ascending"
"2449",181.28,5861,11.59,39.26,"Ascending"
"2450",180.66,5863,11.59,39.25,"Ascending"
"2451",180.02,5860,11.6,39.23,"Ascending"
"2452",179.48,5854,11.6,39.21,"Ascending"
"2453",178.92,5855,11.6,39.2,"Ascending"
"2454",178.6,5854,11.6,39.19,"Ascending"
"2455",178.05,5853,11.6,39.17,"Ascending"
"2456",177.81,5854,11.59,39.16,"Ascending"
"2457",177.18,5849,11.59,39.14,"Ascending"
"2458",176.58,5848,11.6,39.12,"Ascending"
"2459",176.33,5848,11.6,39.11,"Ascending"
"2460",175.96,5842,11.61,39.1,"Ascending"
"2461",175.67,5843,11.61,39.08,"Ascending"
"2462",175.15,5847,11.6,39.07,"Ascending"
"2463",174.71,5842,11.59,39.05,"Ascending"
"2464",174.18,5843,11.59,39.04,"Ascending"
"2465",173.72,5837,11.59,39.03,"Ascending"
"2466",173.24,5838,11.59,39.01,"Ascending"
"2467",173.02,5838,11.6,39,"Ascending"
"2468",172.39,5837,11.6,38.98,"Ascending"
"2469",171.99,5835,11.62,38.97,"Ascending"
"2470",171.27,5834,11.6,38.95,"Ascending"
"2471",170.62,5832,11.61,38.93,"Ascending"
"2472",170.44,5823,11.6,38.93,"Ascending"
"2473",170.4,5826,11.6,38.91,"Ascending"
"2474",170.13,5822,11.6,38.9,"Ascending"
"2475",169.42,5815,11.61,38.89,"Ascending"
"2476",168.86,5809,11.6,38.87,"Ascending"
"2477",168.3,5783,11.59,38.86,"Ascending"
"2478",168.14,5766,11.59,38.84,"Ascending"
"2479",167.55,5733,11.59,38.83,"Ascending"
"2480",166.99,5628,11.6,38.82,"Ascending"
"2481",166.43,5446,11.59,38.8,"Ascending"
"2482",165.71,5249,11.6,38.79,"Ascending"
"2483",165.22,4578,11.6,38.77,"Ascending"
"2484",164.59,4120,11.61,38.75,"Ascending"
"2485",164.01,3920,11.59,38.73,"Ascending"
"2486",163.83,3843,11.59,38.71,"Ascending"
"2487",163.57,3807,11.59,38.7,"Ascending"
"2488",163.04,3738,11.58,38.68,"Ascending"
"2489",162.84,3720,11.58,38.67,"Ascending"
"2490",162.26,3708,11.58,38.65,"Ascending"
"2491",161.75,3693,11.57,38.63,"Ascending"
"2492",161.13,3687,11.57,38.62,"Ascending"
"2493",160.53,3682,11.57,38.6,"Ascending"
"2494",159.96,3681,11.58,38.58,"Ascending"
"2495",159.34,3682,11.57,38.56,"Ascending"
"2496",158.75,3683,11.59,38.55,"Ascending"
"2497",158.23,3678,11.58,38.53,"Ascending"
"2498",157.52,3676,11.59,38.51,"Ascending"
"2499",157.01,3677,11.59,38.5,"Ascending"
"2500",156.58,3675,11.59,38.48,"Ascending"
"2501",156.32,3674,11.59,38.47,"Ascending"
"2502",155.63,3671,11.59,38.45,"Ascending"
"2503",155.12,3673,11.59,38.43,"Ascending"
"2504",154.55,3671,11.59,38.42,"Ascending"
"2505",154.15,3669,11.58,38.4,"Ascending"
"2506",153.87,3670,11.59,38.39,"Ascending"
"2507",153.12,3669,11.6,38.37,"Ascending"
"2508",152.58,3669,11.59,38.35,"Ascending"
"2509",151.89,3668,11.59,38.33,"Ascending"
"2510",151.2,3667,11.59,38.32,"Ascending"
"2511",150.48,3666,11.59,38.3,"Ascending"
"2512",150.3,3666,11.59,38.29,"Ascending"
"2513",149.82,3666,11.59,38.27,"Ascending"
"2514",149.16,3665,11.59,38.25,"Ascending"
"2515",148.74,3664,11.59,38.24,"Ascending"
"2516",148.17,3661,11.59,38.22,"Ascending"
"2517",147.47,3662,11.58,38.2,"Ascending"
"2518",146.86,3661,11.59,38.18,"Ascending"
"2519",146.31,3662,11.59,38.16,"Ascending"
"2520",146.21,3660,11.59,38.15,"Ascending"
"2521",145.64,3659,11.59,38.13,"Ascending"
"2522",144.98,3660,11.59,38.12,"Ascending"
"2523",144.74,3658,11.6,38.11,"Ascending"
"2524",144.34,3657,11.59,38.09,"Ascending"
"2525",143.75,3658,11.59,38.07,"Ascending"
"2526",143.08,3656,11.6,38.06,"Ascending"
"2527",142.62,3656,11.6,38.04,"Ascending"
"2528",142.39,3655,11.6,38.02,"Ascending"
"2529",141.86,3656,11.59,38.01,"Ascending"
"2530",141.17,3654,11.6,37.99,"Ascending"
"2531",140.7,3652,11.6,37.98,"Ascending"
"2532",140.41,3652,11.59,37.96,"Ascending"
"2533",140.42,3651,11.6,37.95,"Ascending"
"2534",140.14,3651,11.59,37.94,"Ascending"
"2535",139.49,3651,11.59,37.92,"Ascending"
"2536",138.95,3650,11.6,37.91,"Ascending"
"2537",138.26,3649,11.6,37.89,"Ascending"
"2538",138.08,3648,11.6,37.88,"Ascending"
"2539",137.43,3648,11.61,37.86,"Ascending"
"2540",137.01,3646,11.6,37.85,"Ascending"
"2541",136.51,3647,11.6,37.83,"Ascending"
"2542",135.98,3645,11.59,37.82,"Ascending"
"2543",135.47,3645,11.6,37.8,"Ascending"
"2544",135.02,3644,11.59,37.79,"Ascending"
"2545",134.49,3643,11.58,37.77,"Ascending"
"2546",134.02,3642,11.6,37.76,"Ascending"
"2547",133.68,3641,11.6,37.74,"Ascending"
"2548",133.39,3640,11.6,37.73,"Ascending"
"2549",132.94,3638,11.59,37.72,"Ascending"
"2550",132.51,3639,11.59,37.7,"Ascending"
"2551",132.25,3636,11.6,37.69,"Ascending"
"2552",131.7,3633,11.62,37.68,"Ascending"
"2553",131.5,3628,11.61,37.66,"Ascending"
"2554",131.04,3626,11.6,37.65,"Ascending"
"2555",130.83,3620,11.59,37.64,"Ascending"
"2556",130.66,3613,11.58,37.63,"Ascending"
"2557",130.12,3596,11.6,37.62,"Ascending"
"2558",129.62,3586,11.6,37.6,"Ascending"
"2559",129.24,3559,11.6,37.59,"Ascending"
"2560",128.78,3535,11.59,37.58,"Ascending"
"2561",128.44,3472,11.6,37.57,"Ascending"
"2562",128.27,3480,11.59,37.56,"Ascending"
"2563",127.75,3333,11.55,37.54,"Ascending"
"2564",127.44,3243,11.55,37.53,"Ascending"
"2565",127.06,3094,11.53,37.52,"Ascending"
"2566",126.54,2262,11.46,37.51,"Ascending"
"2567",126.27,1589,11.39,37.5,"Ascending"
"2568",125.76,1029,11.12,37.48,"Ascending"
"2569",125.62,864.2,11.08,37.47,"Ascending"
"2570",125,759.1,10.96,37.45,"Ascending"
"2571",124.62,675.1,10.87,37.44,"Ascending"
"2572",124.1,631.7,10.81,37.42,"Ascending"
"2573",123.71,609.2,10.77,37.41,"Ascending"
"2574",123.33,590,10.74,37.39,"Ascending"
"2575",123.27,586.5,10.72,37.38,"Ascending"
"2576",122.77,583.2,10.72,37.37,"Ascending"
"2577",122.78,581.8,10.7,37.36,"Ascending"
"2578",122.32,580.1,10.7,37.35,"Ascending"
"2579",121.74,578.2,10.68,37.33,"Ascending"
"2580",121.18,577.2,10.68,37.32,"Ascending"
"2581",120.74,576.8,10.66,37.31,"Ascending"
"2582",120.21,577,10.66,37.3,"Ascending"
"2583",119.57,577.8,10.65,37.28,"Ascending"
"2584",118.9,578.5,10.64,37.27,"Ascending"
"2585",118.39,579.6,10.64,37.25,"Ascending"
"2586",117.72,581.1,10.63,37.23,"Ascending"
"2587",117.18,582.9,10.6,37.22,"Ascending"
"2588",116.54,584.6,10.61,37.2,"Ascending"
"2589",115.84,587.4,10.6,37.19,"Ascending"
"2590",115.56,589.2,10.6,37.17,"Ascending"
"2591",115.52,589.7,10.59,37.16,"Ascending"
"2592",115.13,590,10.58,37.15,"Ascending"
"2593",114.68,592.1,10.58,37.13,"Ascending"
"2594",114.26,593.7,10.58,37.12,"Ascending"
"2595",113.89,594.9,10.57,37.1,"Ascending"
"2596",113.5,596.2,10.55,37.09,"Ascending"
"2597",113.1,599.6,10.55,37.07,"Ascending"
"2598",113.02,599.4,10.57,37.06,"Ascending"
"2599",112.43,602,10.57,37.04,"Ascending"
"2600",112.08,604,10.55,37.03,"Ascending"
"2601",111.54,605.3,10.53,37.02,"Ascending"
"2602",111.31,607,10.53,37.01,"Ascending"
"2603",110.93,607.6,10.54,37,"Ascending"
"2604",110.39,609,10.52,36.98,"Ascending"
"2605",110.13,609.5,10.52,36.97,"Ascending"
"2606",110.07,609.8,10.52,36.96,"Ascending"
"2607",109.63,611.4,10.51,36.95,"Ascending"
"2608",109.3,611.7,10.51,36.93,"Ascending"
"2609",108.75,612.5,10.5,36.92,"Ascending"
"2610",108.23,613,10.49,36.91,"Ascending"
"2611",107.72,613.5,10.49,36.9,"Ascending"
"2612",107.15,613.7,10.48,36.88,"Ascending"
"2613",106.91,613.8,10.48,36.87,"Ascending"
"2614",106.41,613.7,10.48,36.86,"Ascending"
"2615",105.79,613.6,10.46,36.84,"Ascending"
"2616",105.31,613.6,10.46,36.83,"Ascending"
"2617",104.99,613.4,10.45,36.82,"Ascending"
"2618",104.54,613.2,10.44,36.8,"Ascending"
"2619",103.97,612.8,10.43,36.79,"Ascending"
"2620",103.45,612.4,10.42,36.77,"Ascending"
