"","depth_m","cond_uscm","pH","temp_C","direction"
"562",83.8,667.9,7.04,35.33,"Descending"
"563",84.05,667.5,7.02,35.33,"Descending"
"564",84.19,666.7,7.03,35.34,"Descending"
"565",84.31,666.8,7.04,35.34,"Descending"
"566",84.34,666.6,7.02,35.35,"Descending"
"567",84.47,665.8,7.03,35.35,"Descending"
"568",84.61,664.8,7.03,35.35,"Descending"
"569",84.74,664.7,7.04,35.36,"Descending"
"570",84.85,664.6,7.05,35.36,"Descending"
"571",84.93,664.1,7.04,35.37,"Descending"
"572",85.01,664,7.06,35.37,"Descending"
"573",85.1,663.1,7.04,35.37,"Descending"
"574",85.21,663.1,7.04,35.38,"Descending"
"575",85.3,662.4,7.06,35.38,"Descending"
"576",85.33,662.9,7.04,35.38,"Descending"
"577",85.32,662.8,7.04,35.38,"Descending"
"578",85.31,662.5,7.06,35.39,"Descending"
"579",85.28,662.3,7.05,35.39,"Descending"
"580",85.32,662.2,7.05,35.39,"Descending"
"581",85.51,661.2,7.04,35.39,"Descending"
"582",85.66,660.8,7.06,35.39,"Descending"
"583",85.63,660.9,7.06,35.4,"Descending"
"584",85.32,660.7,7.05,35.4,"Descending"
"585",85.13,662.5,7.06,35.4,"Descending"
"586",85.33,662,7.03,35.4,"Descending"
"587",85.46,661.6,7.05,35.41,"Descending"
"588",85.55,661.4,7.03,35.41,"Descending"
"589",85.73,661,7.05,35.41,"Descending"
"590",85.81,660.8,7.02,35.41,"Descending"
"591",85.82,660.4,7.04,35.42,"Descending"
"592",85.8,660.2,7.04,35.41,"Descending"
"593",85.86,660.2,7.03,35.42,"Descending"
"594",85.89,660.2,7.03,35.42,"Descending"
"595",85.93,660.2,7.06,35.42,"Descending"
"596",85.96,660.1,7.05,35.42,"Descending"
"597",85.97,659.9,7.06,35.42,"Descending"
"598",85.93,659.9,7.04,35.42,"Descending"
"599",85.92,659.8,7.04,35.42,"Descending"
"600",85.84,660.3,7.06,35.42,"Descending"
"601",85.42,661.1,7.05,35.42,"Descending"
"602",85.45,661.3,7.02,35.42,"Descending"
"603",85.71,660.6,7.02,35.42,"Descending"
"604",85.89,660,7.05,35.42,"Descending"
"605",86.06,659.8,7.06,35.42,"Descending"
"606",86.15,659.9,7.04,35.42,"Descending"
"607",86.35,658.4,7.06,35.43,"Descending"
"608",86.38,657.8,7.06,35.43,"Descending"
"609",86.44,657.6,7.04,35.43,"Descending"
"610",86.51,656.9,7.05,35.44,"Descending"
"611",86.63,656.5,7.06,35.44,"Descending"
"612",86.7,657,7.06,35.44,"Descending"
"613",86.79,654.7,7.06,35.44,"Descending"
"614",86.84,655.3,7.05,35.44,"Descending"
"615",87.14,653.1,7.06,35.45,"Descending"
"616",87.2,652.5,7.05,35.45,"Descending"
"617",87.4,652.4,7.05,35.45,"Descending"
"618",87.6,651.8,7.05,35.46,"Descending"
"619",87.67,651.4,7.05,35.46,"Descending"
"620",87.78,651.4,7.05,35.46,"Descending"
"621",87.71,651.4,7.05,35.46,"Descending"
"622",87.64,651.3,7.06,35.46,"Descending"
"623",87.65,651.4,7.06,35.46,"Descending"
"624",87.54,651.5,7.05,35.47,"Descending"
"625",87.54,651.5,7.05,35.47,"Descending"
"626",87.65,651.2,7.05,35.47,"Descending"
"627",87.88,653.4,7.04,35.48,"Descending"
"628",88.05,648.2,7.05,35.48,"Descending"
"629",88.23,648,7.05,35.48,"Descending"
"630",88.42,646.7,7.05,35.48,"Descending"
"631",88.47,646.7,7.05,35.49,"Descending"
"632",88.51,645.7,7.05,35.49,"Descending"
"633",88.8,645.1,7.06,35.5,"Descending"
"634",89.06,644.4,7.05,35.5,"Descending"
"635",89.24,643.7,7.04,35.5,"Descending"
"636",89.5,642.4,7.05,35.5,"Descending"
"637",89.77,640.7,7.05,35.51,"Descending"
"638",89.89,639.5,7.05,35.52,"Descending"
"639",90.05,638.6,7.05,35.52,"Descending"
"640",90.3,637.4,7.05,35.53,"Descending"
"641",90.49,635.9,7.05,35.53,"Descending"
"642",90.61,634.5,7.05,35.53,"Descending"
"643",90.8,632.9,7.05,35.54,"Descending"
"644",90.88,631.6,7.05,35.54,"Descending"
"645",91.05,632.3,7.05,35.55,"Descending"
"646",91.16,630.3,7.04,35.55,"Descending"
"647",91.35,628.9,7.05,35.56,"Descending"
"648",91.54,627.3,7.05,35.56,"Descending"
"649",91.86,626.6,7.05,35.57,"Descending"
"650",91.97,624.9,7.05,35.57,"Descending"
"651",92.17,623.3,7.04,35.58,"Descending"
"652",92.41,621.7,7.05,35.58,"Descending"
"653",92.67,620.3,7.04,35.59,"Descending"
"654",93.01,618.7,7.05,35.6,"Descending"
"655",93.23,617.5,7.05,35.6,"Descending"
"656",93.47,616,7.04,35.61,"Descending"
"657",93.73,614.6,7.04,35.61,"Descending"
"658",93.89,612.1,7.04,35.62,"Descending"
"659",94.07,609.8,7.04,35.63,"Descending"
"660",94.23,608.3,7.04,35.63,"Descending"
"661",94.2,607.5,7.05,35.64,"Descending"
"662",94.48,605.8,7.04,35.64,"Descending"
"663",94.72,605.1,7.04,35.65,"Descending"
"664",94.91,603,7.04,35.66,"Descending"
"665",95.17,600.7,7.04,35.66,"Descending"
"666",95.42,598.4,7.04,35.67,"Descending"
"667",95.64,596.3,7.05,35.67,"Descending"
"668",95.75,596,7.05,35.68,"Descending"
"669",95.97,593.3,7.05,35.68,"Descending"
"670",96.25,591.2,7.05,35.69,"Descending"
"671",96.39,590.6,7.05,35.7,"Descending"
"672",96.7,586.7,7.04,35.7,"Descending"
"673",96.86,583.8,7.04,35.71,"Descending"
"674",97.27,582.8,7.04,35.72,"Descending"
"675",97.42,579.7,7.05,35.72,"Descending"
"676",97.71,578.6,7.04,35.73,"Descending"
"677",97.95,576.7,7.04,35.74,"Descending"
"678",98.06,575,7.04,35.75,"Descending"
"679",98.21,571.6,7.05,35.75,"Descending"
"680",98.38,568.5,7.05,35.76,"Descending"
"681",98.45,566.4,7.04,35.76,"Descending"
"682",98.63,565,7.04,35.77,"Descending"
"683",98.82,563.9,7.04,35.77,"Descending"
"684",98.96,562.7,7.04,35.78,"Descending"
"685",99.13,562.1,7.04,35.78,"Descending"
"686",99.35,561.4,7.04,35.79,"Descending"
"687",99.5,559.7,7.04,35.8,"Descending"
"688",99.63,553.9,7.04,35.8,"Descending"
"689",99.7,549.1,7.04,35.81,"Descending"
"690",99.8,549.1,7.05,35.81,"Descending"
"691",99.87,548.8,7.05,35.81,"Descending"
"692",99.91,549,7.04,35.82,"Descending"
"693",99.94,548.7,7.04,35.82,"Descending"
"694",99.99,549.1,7.04,35.83,"Descending"
"695",100.1,546.4,7.04,35.83,"Descending"
"696",100.12,545.6,7.04,35.83,"Descending"
"697",100.11,545.1,7.05,35.84,"Descending"
"698",100.04,544.2,7.04,35.84,"Descending"
"699",100.11,543.9,7.05,35.84,"Descending"
"700",100.07,543.8,7.04,35.85,"Descending"
"701",100.18,543.7,7.05,35.85,"Descending"
"702",100.2,543.7,7.04,35.85,"Descending"
"703",100.24,543.6,7.04,35.85,"Descending"
"704",100.4,543.5,7.05,35.85,"Descending"
"705",99.91,543.8,7.04,35.85,"Descending"
"706",99.95,548.5,7.04,35.85,"Descending"
"707",100.14,546.4,7.05,35.86,"Descending"
"708",100.38,544.3,7.04,35.86,"Descending"
"709",100.53,542.9,7.04,35.86,"Descending"
"710",100.6,542.2,7.04,35.87,"Descending"
"711",100.77,540.3,7.04,35.87,"Descending"
"712",100.92,538.1,7.04,35.87,"Descending"
"713",101.05,535.7,7.04,35.88,"Descending"
"714",101.06,535.3,7.04,35.88,"Descending"
"715",101.27,532,7.04,35.88,"Descending"
"716",101.49,530.8,7.04,35.89,"Descending"
"717",101.61,529.4,7.04,35.89,"Descending"
"718",101.8,527.6,7.04,35.89,"Descending"
"719",101.97,525.4,7.05,35.9,"Descending"
"720",102.21,523.5,7.04,35.9,"Descending"
"721",102.39,520.6,7.04,35.9,"Descending"
"722",102.65,519.6,7.04,35.91,"Descending"
"723",102.71,517.3,7.05,35.92,"Descending"
"724",102.9,513.8,7.03,35.92,"Descending"
"725",103.14,513.1,7.04,35.93,"Descending"
"726",103.4,510.4,7.04,35.93,"Descending"
"727",103.64,510,7.04,35.94,"Descending"
"728",103.79,504.8,7.04,35.94,"Descending"
"729",103.92,502.9,7.04,35.95,"Descending"
"730",104.13,502,7.04,35.95,"Descending"
"731",104.13,502.5,7.04,35.96,"Descending"
"732",104.26,501.1,7.04,35.96,"Descending"
"733",104.38,498.9,7.04,35.96,"Descending"
"734",104.41,495.9,7.04,35.97,"Descending"
"735",104.54,492.9,7.04,35.97,"Descending"
"736",104.71,494.7,7.04,35.98,"Descending"
"737",104.78,490.9,7.04,35.98,"Descending"
"738",104.87,491.4,7.05,35.99,"Descending"
"739",104.93,491.1,7.04,35.99,"Descending"
"740",104.99,490.9,7.04,35.99,"Descending"
"741",104.99,490.9,7.04,35.99,"Descending"
"742",104.98,490.9,7.04,36,"Descending"
"743",104.93,490.9,7.04,36,"Descending"
"744",104.89,490.9,7.04,36,"Descending"
"745",104.85,490.9,7.04,36,"Descending"
"746",104.79,490.9,7.04,36,"Descending"
"747",104.79,490.8,7.04,36,"Descending"
"748",104.76,490.9,7.04,36,"Descending"
"749",104.79,490.9,7.03,36,"Descending"
"750",104.68,491.1,7.04,36,"Descending"
"751",104.9,490.3,7.04,36,"Descending"
"752",105.16,488.5,7.04,36.01,"Descending"
"753",105.39,487.5,7.04,36.01,"Descending"
"754",105.49,483.6,7.04,36.01,"Descending"
"755",105.6,482.3,7.04,36.02,"Descending"
"756",105.93,481.2,7.04,36.02,"Descending"
"757",106.09,478.6,7.04,36.03,"Descending"
"758",106.23,476.8,7.04,36.03,"Descending"
"759",106.44,474.5,7.04,36.04,"Descending"
"760",106.62,472.4,7.04,36.04,"Descending"
"761",106.83,470.5,7.04,36.04,"Descending"
"762",107,468,7.04,36.05,"Descending"
"763",107.19,467.5,7.04,36.05,"Descending"
"764",107.36,464.7,7.04,36.06,"Descending"
"765",107.48,462.6,7.04,36.06,"Descending"
"766",107.64,460.3,7.04,36.07,"Descending"
"767",107.92,457.1,7.04,36.07,"Descending"
"768",108.04,455.4,7.04,36.08,"Descending"
"769",108.19,452.9,7.03,36.08,"Descending"
"770",108.47,452.3,7.04,36.09,"Descending"
"771",108.8,450.9,7.03,36.1,"Descending"
"772",109.08,449.1,7.03,36.1,"Descending"
"773",109.28,446.5,7.04,36.11,"Descending"
"774",109.43,444.6,7.04,36.11,"Descending"
"775",109.59,442.3,7.04,36.12,"Descending"
"776",109.74,440,7.03,36.12,"Descending"
"777",109.86,438.3,7.04,36.13,"Descending"
"778",109.91,438,7.05,36.13,"Descending"
"779",110.14,435,7.04,36.14,"Descending"
"780",110.31,433.5,7.04,36.15,"Descending"
"781",110.49,430.7,7.03,36.15,"Descending"
"782",110.72,428.6,7.04,36.16,"Descending"
"783",110.94,426.9,7.03,36.16,"Descending"
"784",111.12,424.9,7.04,36.17,"Descending"
"785",111.33,423.1,7.04,36.18,"Descending"
"786",111.55,421.6,7.04,36.18,"Descending"
"787",111.73,420.1,7.05,36.19,"Descending"
"788",111.81,418.4,7.05,36.19,"Descending"
"789",111.81,418.5,7.05,36.2,"Descending"
"790",111.65,419.4,7.05,36.2,"Descending"
"791",111.81,418.2,7.04,36.2,"Descending"
"792",111.97,415.6,7.04,36.21,"Descending"
"793",112.08,414.2,7.04,36.21,"Descending"
"794",112.2,412.5,7.04,36.22,"Descending"
"795",112.31,411.6,7.05,36.22,"Descending"
"796",112.59,409.9,7.05,36.23,"Descending"
"797",112.89,408.6,7.05,36.23,"Descending"
"798",113.21,407,7.04,36.24,"Descending"
"799",113.43,410.2,7.05,36.24,"Descending"
"800",113.71,408.1,7.04,36.25,"Descending"
"801",113.88,405.3,7.04,36.26,"Descending"
"802",114.14,408,7.05,36.26,"Descending"
"803",114.3,397.1,7.04,36.27,"Descending"
"804",114.41,396.4,7.04,36.27,"Descending"
"805",114.58,393.7,7.05,36.28,"Descending"
"806",114.72,392.2,7.05,36.28,"Descending"
"807",114.88,390.7,7.03,36.29,"Descending"
"808",115.1,388.9,7.05,36.29,"Descending"
"809",115.35,387,7.05,36.3,"Descending"
"810",115.62,385,7.05,36.31,"Descending"
"811",115.86,383.1,7.05,36.31,"Descending"
"812",116.15,381.2,7.03,36.32,"Descending"
"813",116.45,379.9,7.05,36.33,"Descending"
"814",116.74,378.3,7.05,36.34,"Descending"
"815",116.89,377.2,7.05,36.34,"Descending"
"816",117.1,376.7,7.05,36.35,"Descending"
"817",117.32,373.8,7.05,36.36,"Descending"
"818",117.48,372.6,7.05,36.36,"Descending"
"819",117.66,370.1,7.04,36.37,"Descending"
"820",117.81,369.7,7.04,36.38,"Descending"
"821",117.85,367.6,7.05,36.38,"Descending"
"822",118.04,366.9,7.05,36.39,"Descending"
"823",118.49,365.7,7.05,36.4,"Descending"
"824",118.86,363.9,7.04,36.41,"Descending"
"825",119.05,362.9,7.05,36.41,"Descending"
"826",119.37,361.5,7.04,36.42,"Descending"
"827",119.61,360.2,7.05,36.42,"Descending"
"828",119.72,359.7,7.05,36.43,"Descending"
"829",119.88,358.5,7.04,36.44,"Descending"
"830",120.09,357.7,7.04,36.45,"Descending"
"831",120.2,356.3,7.05,36.45,"Descending"
"832",120.42,355.7,7.05,36.46,"Descending"
"833",120.61,353.9,7.04,36.46,"Descending"
"834",120.86,353.4,7.04,36.47,"Descending"
"835",121.02,352.7,7.04,36.48,"Descending"
"836",121.33,350.1,7.04,36.49,"Descending"
"837",121.62,350,7.04,36.49,"Descending"
"838",121.9,349.3,7.04,36.5,"Descending"
"839",122.04,347,7.04,36.51,"Descending"
"840",122.33,346.9,7.04,36.52,"Descending"
"841",122.57,345.6,7.05,36.52,"Descending"
"842",122.79,344.5,7.04,36.53,"Descending"
"843",123.01,344,7.04,36.54,"Descending"
"844",123.36,342.9,7.04,36.55,"Descending"
"845",123.47,342.5,7.04,36.56,"Descending"
"846",123.77,341.5,7.04,36.56,"Descending"
"847",124.08,340.2,7.04,36.57,"Descending"
"848",124.28,340,7.04,36.58,"Descending"
"849",124.57,339.1,7.04,36.59,"Descending"
"850",124.85,338.2,7.04,36.6,"Descending"
"851",125.15,337.5,7.04,36.6,"Descending"
"852",125.39,336.9,7.04,36.61,"Descending"
"853",125.65,336,7.04,36.62,"Descending"
"854",125.8,336,7.04,36.63,"Descending"
"855",125.76,335.7,7.04,36.63,"Descending"
"856",125.98,335.1,7.04,36.64,"Descending"
"857",126.34,334.6,7.04,36.65,"Descending"
"858",126.64,334.4,7.04,36.66,"Descending"
"859",126.9,333.7,7.04,36.66,"Descending"
"860",127.22,333.2,7.04,36.67,"Descending"
"861",127.44,332.6,7.04,36.68,"Descending"
"862",127.67,332.1,7.04,36.69,"Descending"
"863",127.89,331.6,7.04,36.69,"Descending"
"864",128.14,331.2,7.04,36.7,"Descending"
"865",128.14,331.1,7.04,36.71,"Descending"
"866",128.52,330.5,7.04,36.72,"Descending"
"867",128.69,330.2,7.04,36.73,"Descending"
"868",129.05,330,7.04,36.73,"Descending"
"869",129.26,329.7,7.04,36.74,"Descending"
"870",129.56,329.4,7.04,36.75,"Descending"
"871",129.85,329.2,7.04,36.76,"Descending"
"872",130.08,328.8,7.04,36.77,"Descending"
"873",130.36,328.6,7.04,36.77,"Descending"
"874",130.64,328.4,7.04,36.78,"Descending"
"875",130.87,328.3,7.04,36.79,"Descending"
"876",131.11,328.2,7.04,36.8,"Descending"
"877",131.08,328.5,7.04,36.81,"Descending"
"878",131.2,327.8,7.04,36.81,"Descending"
"879",131.5,327.7,7.04,36.82,"Descending"
"880",131.81,327.7,7.04,36.83,"Descending"
"881",132.14,327.7,7.04,36.84,"Descending"
"882",132.44,327.6,7.04,36.85,"Descending"
"883",132.71,327.5,7.04,36.85,"Descending"
"884",132.95,327.4,7.04,36.86,"Descending"
"885",133.22,327.4,7.04,36.87,"Descending"
"886",133.44,327.3,7.04,36.88,"Descending"
"887",133.63,327.3,7.04,36.89,"Descending"
"888",133.82,327.4,7.04,36.89,"Descending"
"889",133.98,327.6,7.04,36.9,"Descending"
"890",134.1,327.3,7.04,36.91,"Descending"
"891",134.38,327.2,7.04,36.92,"Descending"
"892",134.66,327.4,7.04,36.92,"Descending"
"893",134.94,327.4,7.04,36.93,"Descending"
"894",135.15,327.5,7.04,36.94,"Descending"
"895",135.37,327.5,7.04,36.94,"Descending"
"896",135.6,327.6,7.04,36.95,"Descending"
"897",135.81,327.8,7.04,36.96,"Descending"
"898",135.97,327.8,7.04,36.97,"Descending"
"899",136.19,327.9,7.04,36.98,"Descending"
"900",136.41,328,7.04,36.98,"Descending"
"901",136.62,328,7.04,36.99,"Descending"
"902",136.85,328.1,7.04,37,"Descending"
"903",137.13,328.2,7.04,37.01,"Descending"
"904",137.37,328.2,7.04,37.01,"Descending"
"905",137.57,328.3,7.04,37.02,"Descending"
"906",137.79,328.3,7.04,37.03,"Descending"
"907",138.05,328.4,7.04,37.04,"Descending"
"908",138.22,328.5,7.04,37.04,"Descending"
"909",138.43,328.5,7.04,37.05,"Descending"
"910",138.67,328.6,7.04,37.06,"Descending"
"911",138.83,328.6,7.04,37.07,"Descending"
"912",138.99,328.6,7.04,37.07,"Descending"
"913",139.2,328.3,7.04,37.08,"Descending"
"914",139.45,328.4,7.04,37.09,"Descending"
"915",139.63,328.5,7.04,37.1,"Descending"
"916",139.81,328.6,7.04,37.1,"Descending"
"917",140.11,328.5,7.04,37.11,"Descending"
"918",140.31,328.5,7.04,37.11,"Descending"
"919",140.52,328.5,7.04,37.12,"Descending"
"920",140.81,328.6,7.04,37.13,"Descending"
"921",141.02,328.5,7.04,37.14,"Descending"
"922",141.09,328.7,7.04,37.14,"Descending"
"923",141.39,328.4,7.04,37.15,"Descending"
"924",141.63,328.4,7.04,37.16,"Descending"
"925",141.93,328.5,7.04,37.16,"Descending"
"926",142.2,328.3,7.04,37.17,"Descending"
"927",142.45,328.3,7.04,37.18,"Descending"
"928",142.72,328.3,7.04,37.19,"Descending"
"929",142.92,328.4,7.04,37.2,"Descending"
"930",143.13,328.4,7.04,37.21,"Descending"
"931",143.32,328.4,7.04,37.21,"Descending"
"932",143.54,328.5,7.04,37.22,"Descending"
"933",143.77,328.5,7.04,37.23,"Descending"
"934",143.87,328.8,7.04,37.24,"Descending"
"935",144.13,328.6,7.04,37.24,"Descending"
"936",144.43,328.6,7.04,37.25,"Descending"
"937",144.76,328.7,7.04,37.26,"Descending"
"938",145.03,328.9,7.04,37.27,"Descending"
"939",145.24,328.9,7.04,37.27,"Descending"
"940",145.46,329,7.04,37.28,"Descending"
"941",145.66,329.1,7.04,37.29,"Descending"
"942",145.89,329.3,7.04,37.3,"Descending"
"943",146.06,329.3,7.04,37.31,"Descending"
"944",146.24,329.4,7.04,37.31,"Descending"
"945",146.46,329.7,7.04,37.32,"Descending"
"946",146.71,329.9,7.04,37.33,"Descending"
"947",146.92,330,7.04,37.33,"Descending"
"948",147.16,330.2,7.04,37.34,"Descending"
"949",147.4,330.6,7.04,37.35,"Descending"
"950",147.63,330.8,7.04,37.36,"Descending"
"951",147.87,330.9,7.04,37.37,"Descending"
"952",148.1,331.1,7.04,37.37,"Descending"
"953",148.35,331.4,7.04,37.38,"Descending"
"954",148.58,331.8,7.04,37.39,"Descending"
"955",148.76,332,7.04,37.4,"Descending"
"956",148.72,332.3,7.04,37.4,"Descending"
"957",148.95,332.2,7.04,37.41,"Descending"
"958",149.28,332.3,7.04,37.42,"Descending"
"959",149.49,332.5,7.04,37.42,"Descending"
"960",149.78,333,7.04,37.43,"Descending"
"961",150.08,333.5,7.04,37.44,"Descending"
"962",150.39,333.8,7.04,37.45,"Descending"
"963",150.59,334.3,7.04,37.46,"Descending"
"964",150.84,334.7,7.04,37.47,"Descending"
"965",151.09,335,7.04,37.47,"Descending"
"966",151.31,335.5,7.04,37.48,"Descending"
"967",151.5,335.9,7.04,37.49,"Descending"
"968",151.74,336.5,7.04,37.5,"Descending"
"969",151.97,336.8,7.04,37.51,"Descending"
"970",152.23,337.2,7.04,37.51,"Descending"
"971",152.45,337.7,7.04,37.52,"Descending"
"972",152.71,338.1,7.04,37.53,"Descending"
"973",152.99,338.7,7.04,37.54,"Descending"
"974",153.29,339,7.04,37.54,"Descending"
"975",153.52,339.7,7.04,37.55,"Descending"
"976",153.75,340.4,7.04,37.56,"Descending"
"977",153.82,341.2,7.04,37.56,"Descending"
"978",154.04,341.3,7.04,37.57,"Descending"
"979",154.34,342.2,7.04,37.58,"Descending"
"980",154.67,342.5,7.04,37.59,"Descending"
"981",154.93,343.1,7.04,37.6,"Descending"
"982",155.16,343.8,7.04,37.6,"Descending"
"983",155.07,344,7.04,37.61,"Descending"
"984",155.02,344.1,7.04,37.61,"Descending"
"985",154.98,344,7.04,37.62,"Descending"
"986",154.98,344,7.04,37.62,"Descending"
"987",155.01,344.2,7.04,37.62,"Descending"
"988",155.13,344.1,7.04,37.63,"Descending"
"989",155.1,344,7.04,37.63,"Descending"
"990",155.12,343.9,7.04,37.63,"Descending"
"991",155.13,343.8,7.04,37.64,"Descending"
"992",155.08,343.8,7.04,37.64,"Descending"
"993",155.18,343.7,7.04,37.64,"Descending"
"994",155.12,343.6,7.04,37.64,"Descending"
"995",155.1,343.6,7.04,37.65,"Descending"
"996",155.06,343.6,7.04,37.64,"Descending"
"997",155.01,343.6,7.04,37.64,"Descending"
"998",154.98,343.5,7.04,37.64,"Descending"
"999",154.96,343.6,7.04,37.65,"Descending"
"1000",155.06,343.6,7.04,37.65,"Descending"
"1001",155.14,343.6,7.04,37.65,"Descending"
"1002",155.16,343.4,7.04,37.65,"Descending"
"1003",155.29,343.4,7.04,37.65,"Descending"
"1004",155.22,343.4,7.04,37.66,"Descending"
"1005",155.23,343.3,7.04,37.66,"Descending"
"1006",155.21,343.2,7.04,37.66,"Descending"
"1007",155.12,343.2,7.04,37.65,"Descending"
"1008",155.12,343.2,7.04,37.66,"Descending"
"1009",155.08,343.1,7.04,37.66,"Descending"
"1010",155.12,343.1,7.04,37.66,"Descending"
"1011",155.06,343.1,7.04,37.66,"Descending"
"1012",155.1,343.1,7.04,37.66,"Descending"
"1013",155.05,343.1,7.03,37.66,"Descending"
"1014",155.08,343.1,7.04,37.66,"Descending"
"1015",155.07,343.1,7.04,37.66,"Descending"
"1016",155.09,343,7.04,37.66,"Descending"
"1017",154.9,343.5,7.04,37.66,"Descending"
"1018",154.51,343.6,7.04,37.66,"Descending"
"1019",154.57,342.8,7.04,37.66,"Descending"
"1020",154.85,342.2,7.04,37.66,"Descending"
"1021",155.2,343.4,7.04,37.67,"Descending"
"1022",155.52,344.2,7.04,37.67,"Descending"
"1023",155.79,345.4,7.03,37.67,"Descending"
"1024",156.02,345.6,7.04,37.68,"Descending"
"1025",156.23,345.9,7.04,37.68,"Descending"
"1026",156.46,346.9,7.04,37.69,"Descending"
"1027",156.65,347.3,7.04,37.69,"Descending"
"1028",156.84,347.7,7.04,37.7,"Descending"
"1029",157,348.2,7.04,37.7,"Descending"
"1030",157.18,348.7,7.04,37.71,"Descending"
"1031",157.44,349.4,7.04,37.71,"Descending"
"1032",157.64,349.9,7.03,37.72,"Descending"
"1033",157.86,350.4,7.04,37.73,"Descending"
"1034",158.07,351,7.04,37.73,"Descending"
"1035",158.31,351.5,7.03,37.74,"Descending"
"1036",158.53,352.2,7.04,37.74,"Descending"
"1037",158.61,352.6,7.03,37.75,"Descending"
"1038",158.89,353.5,7.04,37.75,"Descending"
"1039",159.21,353.8,7.04,37.76,"Descending"
"1040",159.46,354.5,7.04,37.77,"Descending"
"1041",159.74,355.1,7.04,37.78,"Descending"
"1042",160.03,355.7,7.03,37.78,"Descending"
"1043",160.2,356.4,7.04,37.79,"Descending"
"1044",160.37,357,7.04,37.8,"Descending"
"1045",160.6,357.4,7.04,37.8,"Descending"
"1046",160.73,358,7.04,37.81,"Descending"
"1047",160.9,358.6,7.04,37.81,"Descending"
"1048",161.07,359.3,7.04,37.82,"Descending"
"1049",161.29,359.9,7.04,37.83,"Descending"
"1050",161.49,360.4,7.04,37.83,"Descending"
"1051",161.71,360.8,7.04,37.84,"Descending"
"1052",161.98,361.4,7.04,37.85,"Descending"
"1053",162.22,362.1,7.04,37.86,"Descending"
"1054",162.47,362.7,7.03,37.86,"Descending"
"1055",162.72,363.3,7.03,37.87,"Descending"
"1056",162.94,364,7.04,37.88,"Descending"
"1057",163.09,364.4,7.03,37.89,"Descending"
"1058",163.25,365,7.03,37.89,"Descending"
"1059",163.36,365.5,7.04,37.9,"Descending"
"1060",163.63,366,7.04,37.9,"Descending"
"1061",163.85,366,7.03,37.91,"Descending"
"1062",164.05,366.1,7.04,37.92,"Descending"
"1063",164.3,366.8,7.03,37.92,"Descending"
"1064",164.53,367.6,7.04,37.93,"Descending"
"1065",164.68,368.2,7.03,37.94,"Descending"
"1066",164.86,368.8,7.03,37.94,"Descending"
"1067",165.06,369.6,7.04,37.95,"Descending"
"1068",165.25,370.2,7.04,37.96,"Descending"
"1069",165.42,370.9,7.04,37.97,"Descending"
"1070",165.66,371.4,7.03,37.97,"Descending"
"1071",165.89,371.9,7.04,37.98,"Descending"
"1072",166.14,372.7,7.04,37.99,"Descending"
"1073",166.39,373.4,7.03,37.99,"Descending"
"1074",166.63,373.9,7.04,38.01,"Descending"
"1075",166.86,374.5,7.03,38.01,"Descending"
"1076",167.11,375.2,7.04,38.02,"Descending"
"1077",167.32,375.7,7.04,38.03,"Descending"
"1078",167.49,376.2,7.03,38.03,"Descending"
"1079",167.7,376.7,7.03,38.04,"Descending"
"1080",168.01,377.4,7.04,38.05,"Descending"
"1081",168.13,377.8,7.03,38.05,"Descending"
"1082",168.21,378.7,7.04,38.06,"Descending"
"1083",168.19,379,7.03,38.06,"Descending"
"1084",168.37,379.5,7.03,38.07,"Descending"
"1085",168.68,379.7,7.04,38.08,"Descending"
"1086",169.06,380.5,7.03,38.09,"Descending"
"1087",169.28,381,7.04,38.09,"Descending"
"1088",169.6,381.6,7.03,38.1,"Descending"
"1089",169.89,382.1,7.03,38.11,"Descending"
"1090",170.13,383,7.04,38.12,"Descending"
"1091",170.32,383.6,7.03,38.12,"Descending"
"1092",170.58,384.1,7.03,38.13,"Descending"
"1093",170.76,384.6,7.03,38.14,"Descending"
"1094",170.98,385.2,7.04,38.15,"Descending"
"1095",171.18,385.9,7.04,38.15,"Descending"
"1096",171.37,386.6,7.03,38.16,"Descending"
"1097",171.54,387.3,7.03,38.17,"Descending"
"1098",171.75,387.8,7.04,38.17,"Descending"
"1099",172,388.4,7.04,38.18,"Descending"
"1100",172.22,389.1,7.03,38.19,"Descending"
"1101",172.46,389.5,7.03,38.2,"Descending"
"1102",172.66,390.4,7.04,38.21,"Descending"
"1103",172.88,390.9,7.04,38.21,"Descending"
"1104",173.12,391.6,7.03,38.22,"Descending"
"1105",173.26,392.4,7.03,38.23,"Descending"
"1106",173.53,392.3,7.04,38.24,"Descending"
"1107",173.8,393,7.04,38.24,"Descending"
"1108",173.85,393.2,7.04,38.25,"Descending"
"1109",174.02,393.9,7.03,38.26,"Descending"
"1110",174.23,394.7,7.03,38.26,"Descending"
"1111",174.5,394.7,7.03,38.27,"Descending"
"1112",174.63,395.3,7.03,38.28,"Descending"
"1113",174.84,396.1,7.04,38.28,"Descending"
"1114",175.08,396.8,7.04,38.29,"Descending"
"1115",175.28,397.5,7.04,38.3,"Descending"
"1116",175.5,398,7.03,38.3,"Descending"
"1117",175.75,398.5,7.04,38.31,"Descending"
"1118",175.95,399,7.03,38.32,"Descending"
"1119",176.09,399.6,7.03,38.33,"Descending"
"1120",176.35,400.2,7.03,38.33,"Descending"
